d18O (permil),year (AD),depth (mm),d13C (permil)
-9.028,-4177,75.57,-6.246
-9.123,-4180,75.6,-6.205
-9.027,-4182,75.63,-6.123
-9.083,-4185,75.66,-6.165
-9.014,-4188,75.69,-6.122
-9.003,-4191,75.72,-6.023
-9.071,-4194,75.75,-6.035
-9.104,-4197,75.78,-5.946
-8.965,-4200,75.81,-5.9
-9.023,-4203,75.84,-6.065
-9.029,-4206,75.87,-5.955
-9.049,-4208,75.9,-5.998
-9.061,-4211,75.93,-5.997
-9.086,-4214,75.96,-6.016
-9.075,-4217,75.99,-5.904
-9.208,-4220,76.02,-5.864
-9.099,-4223,76.05,-5.904
-9.111,-4226,76.08,-5.836
-9.048,-4228,76.11,-5.814
-9.1,-4231,76.14,-5.773
-9.348,-4234,76.17,-5.768
-9.07,-4237,76.2,-5.675
-9.078,-4240,76.23,-5.675
-9,-4242,76.26,-5.647
-9.111,-4245,76.29,-5.603
-8.986,-4248,76.32,-5.638
-9.041,-4251,76.35,-5.561
-9.09,-4254,76.38,-5.552
-9.051,-4257,76.41,-5.492
-9.069,-4259,76.44,-5.546
-9.128,-4262,76.47,-5.524
-9.13,-4265,76.5,-5.508
-9.228,-4268,76.53,-5.611
-9.11,-4271,76.56,-5.51
-9.23,-4273,76.59,-5.484
-9.15,-4276,76.62,-5.473
-9.212,-4279,76.65,-5.41
-9.196,-4282,76.68,-5.37
-9.23,-4285,76.71,-5.339
-9.146,-4288,76.74,-5.379
-9.256,-4290,76.77,-5.246
-9.089,-4293,76.8,-5.254
-9.235,-4296,76.83,-5.182
-9.178,-4299,76.86,-5.219
-9.261,-4302,76.89,-5.151
-9.179,-4304,76.92,-5.13
-9.293,-4307,76.95,-5.176
-9.184,-4310,76.98,-5.129
-9.261,-4313,77.01,-5.093
-9.216,-4316,77.04,-5.127
-9.55,-4319,77.07,-5.072
-9.273,-4322,77.1,-5.08
-9.178,-4324,77.13,-5.059
-9.263,-4327,77.16,-4.998
-9.211,-4330,77.19,-4.935
-9.403,-4333,77.22,-4.846
-9.205,-4336,77.25,-4.881
-9.32,-4339,77.28,-4.913
-9.242,-4342,77.31,-5.034
-9.291,-4345,77.34,-4.965
-9.194,-4348,77.37,-4.964
-9.254,-4350,77.4,-5.217
-9.189,-4353,77.43,-4.9
-9.202,-4356,77.46,-4.83
-9.176,-4359,77.49,-4.813
-9.228,-4362,77.52,-4.734
-9.245,-4365,77.55,-4.89
-9.38,-4368,77.58,-4.822
-9.257,-4371,77.61,-4.784
-9.265,-4373,77.64,-4.745
-9.209,-4376,77.67,-4.755
-9.325,-4379,77.7,-4.722
-9.262,-4382,77.73,-4.817
-9.275,-4385,77.76,-4.764
-9.224,-4388,77.79,-4.725
-9.364,-4391,77.82,-4.766
-9.107,-4394,77.85,-4.72
-9.264,-4396,77.88,-4.688
-9.162,-4399,77.91,-4.683
-9.212,-4402,77.94,-4.68
-9.161,-4405,77.97,-4.676
-9.306,-4408,78,-4.64
-9.26,-4411,78.03,-4.67
-9.122,-4414,78.06,-4.703
-9.228,-4416,78.09,-4.727
-9.127,-4419,78.12,-4.764
-9.134,-4422,78.15,-4.718
-9.059,-4425,78.18,-4.781
-9.067,-4428,78.21,-4.757
-8.995,-4431,78.24,-4.77
-9.131,-4433,78.27,-4.782
-9.037,-4436,78.3,-4.786
-9.061,-4439,78.33,-4.763
-8.963,-4442,78.36,-4.705
-9.037,-4445,78.39,-4.724
-8.974,-4447,78.42,-4.698
-9.057,-4450,78.45,-4.691
-8.913,-4453,78.48,-4.633
-9.044,-4456,78.51,-4.654
-9.014,-4457,78.54,-4.672
-8.95,-4459,78.57,-4.719
-9.013,-4481,78.96,-4.767
-8.873,-4482,78.99,-4.811
-8.942,-4484,79.02,-4.784
-8.902,-4486,79.05,-4.822
-8.954,-4487,79.08,-4.755
-8.885,-4489,79.11,-4.744
-9.089,-4491,79.14,-4.704
-8.768,-4493,79.17,-4.619
-8.994,-4494,79.2,-4.664
-9.122,-4496,79.23,-4.634
-8.803,-4498,79.26,-4.643
-8.927,-4499,79.29,-4.617
-8.849,-4501,79.32,-4.624
-8.911,-4503,79.35,-4.803
-8.893,-4504,79.38,-4.587
-9,-4506,79.41,-4.962
-8.843,-4509,79.47,-4.932
-8.978,-4511,79.5,-4.85
-8.929,-4513,79.53,-4.869
-9.085,-4514,79.56,-4.866
-8.914,-4516,79.59,-4.867
-8.962,-4518,79.62,-4.815
-8.9,-4519,79.65,-4.862
-8.967,-4521,79.68,-4.949
-8.932,-4523,79.71,-4.945
-9.013,-4524,79.74,-4.937
-8.969,-4526,79.77,-4.936
-9.168,-4528,79.8,-4.914
-8.986,-4529,79.83,-4.952
-9.019,-4531,79.86,-4.937
-8.995,-4533,79.89,-4.978
-8.846,-4535,79.92,-4.871
-8.921,-4536,79.95,-4.844
-9.019,-4538,79.98,-4.762
-9.128,-4540,80.01,-4.897
-9.009,-4541,80.04,-4.765
-9.01,-4543,80.07,-4.718
-9.079,-4545,80.1,-4.777
-9.246,-4546,80.13,-4.884
-9.109,-4548,80.16,-4.787
-9.17,-4550,80.19,-4.783
-9.054,-4551,80.22,-4.786
-9.155,-4553,80.25,-4.777
-9.098,-4555,80.28,-4.73
-9.247,-4556,80.31,-4.72
-9.031,-4558,80.34,-4.752
-9.096,-4560,80.37,-4.712
-9.178,-4561,80.4,-4.749
-9.171,-4563,80.43,-4.687
-9.115,-4565,80.46,-4.789
-9.188,-4566,80.49,-4.685
-9.056,-4568,80.52,-4.685
-9.184,-4570,80.55,-4.713
-9.148,-4604,81.18,-4.81
-9.172,-4629,81.63,-4.794
-9.19,-4654,82.08,-4.837
-9.375,-4705,82.98,-4.826
-9.187,-4740,83.88,-4.777
-9.213,-4764,84.48,-4.816
-9.204,-4775,84.75,-4.792
-9.255,-4799,85.38,-4.823
-9.282,-4838,86.37,-4.787
-9.205,-4870,87.18,-4.818
-9.251,-4878,87.39,-4.885
-9.308,-4887,87.63,-4.801
-9.303,-4896,87.84,-4.688
-9.46,-4905,88.08,-4.17
-9.281,-4913,88.29,-4.384
-9.468,-4922,88.53,-3.764
-9.274,-4927,88.65,-5.663
-9.341,-4931,88.74,-5.226
-9.465,-4940,88.98,-4.938
-9.425,-4948,89.19,-4.742
-9.662,-4957,89.43,-5.584
-9.478,-4966,89.64,-6.328
-9.718,-4975,89.88,-6.077
-9.814,-4983,90.09,-6.695
-9.558,-4993,90.33,-6.656
-9.508,-5001,90.54,-6.186
-9.522,-5010,90.78,-6.126
-9.723,-5019,90.99,-6.685
-9.448,-5028,91.23,-6.478
-9.34,-5036,91.44,-4.623
-9.583,-5045,91.68,-6.123
-9.739,-5054,91.89,-6.434
-9.591,-5063,92.13,-6.437
-9.381,-5071,92.34,-6.189
-9.65,-5080,92.58,-6.663
-9.762,-5089,92.79,-6.583
-9.546,-5098,93.03,-6.354
-9.515,-5106,93.24,-5.808
-9.554,-5115,93.48,-5.687
-9.625,-5124,93.69,-5.44
-9.467,-5133,93.93,-5.813
-9.291,-5141,94.14,-5.142
-9.329,-5150,94.38,-5.048
-9.43,-5159,94.59,-4.772
-9.231,-5168,94.83,-5.374
-9.166,-5177,95.04,-5.091
-9.231,-5186,95.28,-5.072
-9.217,-5195,95.49,-4.813
-9.14,-5204,95.73,-4.87
-9.094,-5212,95.94,-4.648
-9.12,-5221,96.18,-4.765
-9.429,-5230,96.39,-4.696
-9.192,-5239,96.63,-4.887
-9.193,-5247,96.84,-4.547
-9.167,-5256,97.08,-4.411
-9.245,-5265,97.29,-4.279
-9.161,-5274,97.53,-4.169
-9.107,-5282,97.74,-4.605
-9.04,-5291,97.98,-4.767
-9.241,-5300,98.19,-4.696
-9.109,-5309,98.43,-4.582
-9.105,-5318,98.64,-4.509
-9.116,-5327,98.88,-4.209
-9.274,-5335,99.09,-4.143
-9.24,-5345,99.33,-4.251
-9.186,-5353,99.54,-4.187
-9.466,-5362,99.78,-4.125
-9.51,-5371,99.99,-4.051
-9.382,-5380,100.23,-4.339
-9.203,-5389,100.44,-4.398
-9.22,-5398,100.68,-4.359
-9.234,-5406,100.89,-4.435
-9.001,-5415,101.13,-4.215
-9.033,-5424,101.34,-4.224
-9.133,-5433,101.58,-4.673
-9.335,-5439,101.73,-4.662
-9.19,-5444,101.88,-4.866
-9.316,-5456,102.03,-4.909
-9.619,-5469,102.09,-5.259
-9.572,-5489,102.18,-4.945
-9.368,-5502,102.24,-4.76
-9.086,-5516,102.3,-4.499
-9.146,-5522,102.33,-4.764
-9.191,-5529,102.36,-4.529
-9.016,-5536,102.39,-4.454
-9.045,-5542,102.42,-4.682
-9.007,-5556,102.48,-4.468
-9.252,-5562,102.51,-4.656
-9.092,-5569,102.54,-4.33
-9.236,-5582,102.6,-4.535
-9.388,-5589,102.63,-4.799
-9.465,-5602,102.69,-5.087
-9.4,-5616,102.75,-5.098
-9.73,-5622,102.78,-4.932
-9.617,-5635,102.84,-4.828
-9.555,-5649,102.9,-4.755
-9.589,-5655,102.93,-4.878
-9.381,-5662,102.96,-4.546
-9.381,-5675,103.02,-4.509
-9.262,-5689,103.08,-4.235
-9.227,-5695,103.11,-4.112
-9.149,-5702,103.14,-4.11
-9.22,-5715,103.2,-4.131
-9.145,-5722,103.23,-4.204
-9.105,-5735,103.29,-4.002
-9.119,-5749,103.35,-4.015
-9.024,-5755,103.38,-4.198
-9.086,-5762,103.41,-4.39
-9.095,-5775,103.47,-4.458
-9.022,-5789,103.53,-4.191
-9.023,-5802,103.59,-4.25
-8.928,-5815,103.65,-4.499
-8.909,-5822,103.68,-4.719
-8.965,-5835,103.74,-4.558
-9.037,-5849,103.8,-4.662
-8.978,-5855,103.83,-4.751
-8.982,-5862,103.86,-4.978
-8.915,-5875,103.92,-5.348
-8.899,-5889,103.98,-5.509
-9.111,-5902,104.04,-5.58
-8.99,-5915,104.1,-5.608
-8.959,-5922,104.13,-5.596
-8.979,-5935,104.19,-5.692
-9.067,-5949,104.25,-5.88
-8.915,-5955,104.28,-6.098
-9.01,-5968,104.34,-6.224
-9.045,-5982,104.4,-6.417
-9.041,-5988,104.43,-6.333
-9.016,-6002,104.49,-6.338
-9.184,-6015,104.55,-6.431
-9.197,-6028,104.61,-6.278
-9.128,-6042,104.67,-6.263
