d18O (permil),year (AD),depth (cm)
2.58,1555.6,1
2.59,1539.68,5
2.74,1515.8,11
2.61,1499.88,15
2.41,1476,21
2.33,1460.08,25
2.58,1436.2,31
2.93,1420.28,35
1.81,1396.4,41
2.75,1380.48,45
2.75,1368.54,48
2.69,1364.56,49
2.27,1356.6,51
2.7,1340.68,55
2.38,1316.8,61
2.51,1300.88,65
2.57,1277,71
2.27,1226.08,75
2.58,1149.7,81
2.51,1098.78,85
2.52,1022.4,91
2.7,971.48,95
2.52,895.1,101
2.55,844.18,105
2.47,767.8,111
2.48,716.88,115
2.42,640.5,121
2.68,589.58,125
2.59,513.2,131
2.46,462.28,135
2.33,385.9,141
2.37,334.98,145
2.55,258.6,151
2.85,207.68,155
2.53,131.3,161
2.53,4,171
2.59,-68.025,175
2.39,-176.063,181
2.72,-248.088,185
2.5,-356.126,191
2.36,-428.151,195
2.61,-536.189,201
2.73,-608.215,205
2.53,-716.252,211
2.61,-788.278,215
2.54,-896.315,221
2.34,-968.341,225
2.56,-1076.379,231
2.61,-1148.404,235
2.6,-1256.442,241
2.49,-1328.467,245
2.24,-1436.505,251
2.6,-1508.53,255
2.57,-1616.568,261
2.67,-1688.593,265
2.63,-1796.631,271
2.52,-1868.656,275
2.49,-1976.694,281
2.67,-2048.719,285
2.6,-2156.757,291
2.69,-2228.782,295
2.44,-2336.82,301
