d18O (permil),year (AD)
-21.1,1981
-18.16,1980
-20.13,1979
-18.1,1978
-17.11,1977
-22.86,1976
-19.15,1975
-18.75,1974
-19.26,1973
-18.94,1972
-20.36,1971
-17.3,1970
-17.78,1969
-22.08,1968
-23.36,1967
-19.74,1966
-16.51,1965
-17.89,1964
-19.55,1963
-19.32,1962
-20.32,1961
-20.54,1960
-21.31,1959
-20.57,1958
-20.22,1957
-20.7,1956
-20.02,1955
-19.77,1954
-19.6,1953
-19.28,1952
-22.99,1951
-23.94,1950
-22.15,1949
-20.49,1948
-21.6,1947
-20.76,1946
-19.76,1945
-21.14,1944
-19.34,1943
-20.24,1942
-21.93,1941
-20.39,1940
-20.6,1939
-20.31,1938
-22.19,1937
-25.03,1936
-22.43,1935
-20.78,1934
-20.5,1933
-20.82,1932
-19.07,1931
-20.81,1930
-23.54,1929
-20.99,1928
-23.16,1927
-21.02,1926
-19.64,1925
-21.7,1924
-21.71,1923
-20.01,1922
-18.74,1921
-20.18,1920
-20.26,1919
-21.26,1918
-19.92,1917
-19.91,1916
-22.54,1915
-21.07,1914
-21.24,1913
-21.41,1912
-21.49,1911
-22.56,1910
-22.38,1909
-21.19,1908
-22.59,1907
-19.6,1906
-19.72,1905
-19.73,1904
-18.02,1903
-19.57,1902
-21.04,1901
-23.4,1900
-24.17,1899
-22.55,1898
-22.79,1897
-23.12,1896
-21.36,1895
-21.37,1894
-21.05,1893
-21.48,1892
