d18O (permil),year (AD),depth (cm)
-16.2,1946,NA
-16,1947,NA
-15,1948,NA
-14.2,1949,NA
-17.4,1950,NA
-16.6,1951,NA
-16.4,1952,NA
-16.9,1953,NA
-14.3,1954,NA
-15.8,1955,NA
-15.8,1956,NA
-16.8,1957,NA
-16.6,1958,NA
-16.6,1959,NA
-18,1960,NA
-16.4,1961,NA
-17.6,1962,NA
-15.2,1963,NA
-17.5,1964,NA
-18.1,1965,NA
-15.6,1966,NA
-18.3,1967,NA
-17.6,1968,NA
-14.4,1969,NA
-16.3,1970,NA
-17.8,1971,NA
-15.6,1972,NA
-18.1,1973,NA
-16.4,1974,NA
-17.3,1975,NA
-16.9,1976,NA
-17.9,1977,NA
-17.2,1978,NA
-16.2,1979,NA
-15.6,1980,NA
-15.4,1981,NA
-16,1982,NA
-17.8,1983,NA
-16.8,1984,NA
-16.7,1985,NA
-17.5,1986,NA
-16.9,1987,NA
-17.8,1988,NA
