d18O (permil),year (AD)
-44.93,1997
-44.17,1996
-45.68,1995
-48.23,1994
-46.76,1993
-44.27,1992
-45.04,1991
-45,1990
-45.16,1989
-46.08,1988
-44.78,1987
-44.18,1986
-45.03,1985
-45.36,1984
-43.88,1983
-43.77,1982
NA,1981
-46.44,1980
-45.19,1979
-43.67,1978
-44.37,1977
-43.42,1976
-46.03,1975
-47.26,1974
-46.39,1973
-43.29,1972
-47.88,1971
-45.81,1970
-45.5,1969
-46.07,1968
-46.83,1967
-44.85,1966
-43.11,1965
-45.61,1964
-45.43,1963
-45.87,1962
-44.69,1961
-45.14,1960
-43.95,1959
-45,1958
-47.57,1957
-47.5,1956
-46.8,1955
-46.45,1954
-46.04,1953
-45,1952
-45.99,1951
-45.74,1950
-44.45,1949
-47.96,1948
-50.43,1947
-49.19,1946
-47.32,1945
-47.24,1944
-45.07,1943
-43.28,1942
-44.36,1941
-45.07,1940
-42.51,1939
-43.3,1938
-44.83,1937
-41.64,1936
-40.99,1935
-42,1934
-46.11,1933
-47.11,1932
-46.47,1931
-46.37,1930
-47.16,1929
-45.62,1928
-44.7,1927
-45.85,1926
-47.27,1925
-47.97,1924
-47.01,1923
-46.55,1922
-46.32,1921
-46.78,1920
-44.71,1919
-45.17,1918
-45.28,1917
-45.37,1916
-44.59,1915
-44.72,1914
-45.88,1913
-46.03,1912
-45.76,1911
-46.34,1910
-46.32,1909
-46.74,1908
-45.73,1907
-45.62,1906
-45.11,1905
-45.19,1904
-45.25,1903
-46,1902
-46.47,1901
-45.85,1900
-46.49,1899
-46.75,1898
-46.39,1897
-45.04,1896
-43.52,1895
-44.07,1894
-46.22,1893
-46.51,1892
-46.21,1891
-46.45,1890
-44.8,1889
NA,1888
NA,1887
-47.44,1886
-47.87,1885
NA,1884
NA,1883
NA,1882
NA,1881
NA,1880
NA,1879
NA,1878
NA,1877
NA,1876
NA,1875
NA,1874
NA,1873
NA,1872
-44.62,1871
-45.04,1870
NA,1869
NA,1868
-45.72,1867
NA,1866
NA,1865
NA,1864
-46.91,1863
-46,1862
NA,1861
NA,1860
-45.29,1859
NA,1858
NA,1857
NA,1856
-47.24,1855
-48,1854
NA,1853
NA,1852
NA,1851
-46.38,1850
NA,1849
NA,1848
NA,1847
-43.18,1846
-43.09,1845
-44.97,1844
-46.73,1843
NA,1842
NA,1841
NA,1840
-45.53,1839
-44.84,1838
-45.39,1837
-45.49,1836
-44.74,1835
NA,1834
NA,1833
-43.86,1832
-46.08,1831
NA,1830
-46.34,1829
-48.16,1828
-47.85,1827
-46.1,1826
NA,1825
-44.54,1824
-45.74,1823
-45.95,1822
-45.95,1821
-45.63,1820
-45.9,1819
-43.8,1818
-44.3,1817
-45.48,1816
-46.4,1815
-44.86,1814
-43.26,1813
-42.31,1812
-43.93,1811
-45.74,1810
NA,1809
-45.16,1808
-45.94,1807
-45.23,1806
-44.83,1805
-44.45,1804
-44.54,1803
-43.78,1802
-43.52,1801
