d18O (permil),year (AD)
-4.879,1990
-4.891,1989.917
-4.902,1989.833
-4.914,1989.75
-4.925,1989.667
-4.937,1989.583
-4.948,1989.5
-4.861,1989.417
-4.818,1989.333
-4.79,1989.25
-4.737,1989.167
-4.736,1989.083
-4.732,1989
-4.704,1988.917
-4.862,1988.833
-4.858,1988.75
-4.955,1988.667
-4.948,1988.583
-4.94,1988.5
-4.976,1988.417
-5.177,1988.333
-5.155,1988.25
-5.03,1988.167
-4.993,1988.083
-5.062,1988
-5.126,1987.917
-5.087,1987.833
-5.044,1987.75
-5.138,1987.667
-5.297,1987.583
-5.352,1987.5
-5.366,1987.417
-5.287,1987.333
-5.296,1987.25
-5.404,1987.167
-5.397,1987.083
-5.47,1987
-5.425,1986.917
-5.388,1986.833
-5.362,1986.75
-5.295,1986.667
-5.217,1986.583
-5.036,1986.5
-4.925,1986.417
-4.91,1986.333
-4.886,1986.25
-4.863,1986.167
-4.912,1986.083
-4.976,1986
-5.106,1985.917
-5.24,1985.833
-5.179,1985.75
-5.106,1985.667
-5.082,1985.583
-5.057,1985.5
-5.062,1985.417
-5.1,1985.333
-4.872,1985.25
-4.849,1985.167
-4.888,1985.083
-4.907,1985
-4.853,1984.917
-5.051,1984.833
-5.152,1984.75
-5.253,1984.667
-5.154,1984.583
-5.1,1984.5
-5.13,1984.417
-5.173,1984.333
-5.003,1984.25
-4.888,1984.167
-4.749,1984.083
-4.788,1984
-5.003,1983.917
-5.096,1983.833
-4.945,1983.75
-4.94,1983.667
-5.009,1983.583
-5.071,1983.5
-5.195,1983.417
-5.047,1983.333
-4.969,1983.25
-4.938,1983.167
-5.05,1983.083
-5.129,1983
-5.187,1982.917
-5.206,1982.833
-5.28,1982.75
-5.078,1982.667
-5.148,1982.583
-4.983,1982.5
-4.821,1982.417
-4.829,1982.333
-4.825,1982.25
-4.831,1982.167
-4.882,1982.083
-4.856,1982
-4.913,1981.917
-4.859,1981.833
-4.758,1981.75
-4.746,1981.667
-4.87,1981.583
-5.002,1981.5
-5.14,1981.417
-5.153,1981.333
-5.284,1981.25
-5.437,1981.167
-5.197,1981.083
-5.101,1981
-5.192,1980.917
-5.154,1980.833
-5.08,1980.75
-5.055,1980.667
-4.989,1980.583
-4.959,1980.5
-5.024,1980.417
-5.1,1980.333
-5.136,1980.25
-5.072,1980.167
-5.017,1980.083
-4.953,1980
-4.958,1979.917
-4.967,1979.833
-4.925,1979.75
-4.813,1979.667
-4.769,1979.583
-4.802,1979.5
-4.84,1979.417
-4.893,1979.333
-4.907,1979.25
-4.891,1979.167
-4.897,1979.083
-4.871,1979
-4.843,1978.917
-4.81,1978.833
-4.744,1978.75
-4.715,1978.667
-4.768,1978.583
-4.777,1978.5
-4.749,1978.417
-4.85,1978.333
-4.991,1978.25
-5.113,1978.167
-5.065,1978.083
-4.852,1978
-4.849,1977.917
-4.964,1977.833
-4.798,1977.75
-4.58,1977.667
-4.521,1977.583
-4.466,1977.5
-4.561,1977.417
-4.71,1977.333
-4.679,1977.25
-4.963,1977.167
-5.017,1977.083
-4.999,1977
-4.989,1976.917
-5.068,1976.833
-5.146,1976.75
-5.148,1976.667
-5.137,1976.583
-5.157,1976.5
-5.09,1976.417
-4.77,1976.333
-4.67,1976.25
-4.698,1976.167
-4.657,1976.083
-4.659,1976
-4.59,1975.917
-4.601,1975.833
-4.63,1975.75
-4.696,1975.667
-4.79,1975.583
-4.772,1975.5
-4.76,1975.417
-4.752,1975.333
-4.764,1975.25
-4.813,1975.167
-4.756,1975.083
-4.741,1975
-4.766,1974.917
-4.808,1974.833
-4.797,1974.75
-4.782,1974.667
-4.775,1974.583
-4.755,1974.5
-4.662,1974.417
-4.558,1974.333
-4.532,1974.25
-4.531,1974.167
-4.485,1974.083
-4.541,1974
-4.61,1973.917
-4.594,1973.833
-4.669,1973.75
-4.609,1973.667
-4.703,1973.583
-4.703,1973.5
-4.881,1973.417
-5.001,1973.333
-5.108,1973.25
-5.15,1973.167
-5.216,1973.083
-5.246,1973
-5.221,1972.917
-5.205,1972.833
-5.191,1972.75
-5.073,1972.667
-4.983,1972.583
-4.97,1972.5
-4.929,1972.417
-4.915,1972.333
-4.863,1972.25
-4.781,1972.167
-4.763,1972.083
-4.768,1972
-4.745,1971.917
-4.746,1971.833
-4.783,1971.75
-4.78,1971.667
-4.709,1971.583
-4.642,1971.5
-4.641,1971.417
-4.632,1971.333
-4.657,1971.25
-4.632,1971.167
-4.598,1971.083
-4.601,1971
-4.638,1970.917
-4.708,1970.833
-4.698,1970.75
-4.751,1970.667
-4.777,1970.583
-4.773,1970.5
-4.727,1970.417
-4.756,1970.333
-4.792,1970.25
-4.781,1970.167
-4.794,1970.083
-4.872,1970
-4.946,1969.917
-4.957,1969.833
-4.963,1969.75
-4.913,1969.667
-4.837,1969.583
-4.866,1969.5
-4.9,1969.417
-4.996,1969.333
-5.014,1969.25
-5.096,1969.167
-5.009,1969.083
-5.023,1969
-5.041,1968.917
-4.989,1968.833
-4.956,1968.75
-4.931,1968.667
-4.903,1968.583
-4.856,1968.5
-4.798,1968.417
-4.708,1968.333
-4.565,1968.25
-4.656,1968.167
-4.72,1968.083
-4.778,1968
-4.835,1967.917
-4.836,1967.833
-4.826,1967.75
-4.787,1967.667
-4.856,1967.583
-4.729,1967.5
-4.752,1967.417
-4.768,1967.333
-4.704,1967.25
-4.694,1967.167
-4.746,1967.083
-4.811,1967
-4.927,1966.917
-4.928,1966.833
-4.953,1966.75
-4.941,1966.667
-4.885,1966.583
-4.781,1966.5
-4.811,1966.417
-4.826,1966.333
-4.917,1966.25
-5.088,1966.167
-5.174,1966.083
-5.138,1966
-5.12,1965.917
-5.118,1965.833
-5.123,1965.75
-5,1965.667
-4.896,1965.583
-4.936,1965.5
-4.849,1965.417
-4.81,1965.333
-4.867,1965.25
-4.925,1965.167
-4.872,1965.083
-4.753,1965
-4.74,1964.917
-4.686,1964.833
-4.654,1964.75
-4.697,1964.667
-4.655,1964.583
-4.594,1964.5
-4.529,1964.417
-4.606,1964.333
-4.621,1964.25
-4.847,1964.167
-5.01,1964.083
-5.24,1964
-5.179,1963.917
-5.112,1963.833
-5.03,1963.75
-4.976,1963.667
-4.934,1963.583
-4.861,1963.5
-4.791,1963.417
-4.766,1963.333
-4.763,1963.25
-4.782,1963.167
-4.761,1963.083
-4.718,1963
-4.725,1962.917
-4.771,1962.833
-4.895,1962.75
-4.892,1962.667
-4.906,1962.583
-4.792,1962.5
-4.756,1962.417
-4.735,1962.333
-4.769,1962.25
-4.811,1962.167
-4.679,1962.083
-4.66,1962
-4.718,1961.917
-4.828,1961.833
-4.94,1961.75
-4.905,1961.667
-4.911,1961.583
-4.877,1961.5
-4.797,1961.417
-4.795,1961.333
-4.838,1961.25
-4.835,1961.167
-4.897,1961.083
-4.985,1961
-4.977,1960.917
-4.885,1960.833
-4.871,1960.75
-4.86,1960.667
-4.869,1960.583
-4.739,1960.5
-4.581,1960.417
-4.727,1960.333
-4.699,1960.25
-4.672,1960.167
-4.777,1960.083
-4.93,1960
-4.958,1959.917
-5.009,1959.833
-5.019,1959.75
-5.027,1959.667
-5.007,1959.583
-5.039,1959.5
-4.988,1959.417
-4.962,1959.333
-4.958,1959.25
-5.046,1959.167
-5.021,1959.083
-4.967,1959
-4.958,1958.917
-4.962,1958.833
-5.036,1958.75
-4.941,1958.667
-4.952,1958.583
-4.965,1958.5
-4.991,1958.417
-5.033,1958.333
-5.074,1958.25
-5.068,1958.167
-5.101,1958.083
-5.146,1958
-5.16,1957.917
-5.163,1957.833
-5.178,1957.75
-5.207,1957.667
-5.03,1957.583
-4.803,1957.5
-4.618,1957.417
-4.574,1957.333
-4.576,1957.25
-4.558,1957.167
-4.591,1957.083
-4.581,1957
-4.563,1956.917
-4.543,1956.833
-4.464,1956.75
-4.393,1956.667
-4.468,1956.583
-4.465,1956.5
-4.395,1956.417
-4.339,1956.333
-4.303,1956.25
-4.275,1956.167
-4.283,1956.083
-4.24,1956
-4.459,1955.917
-4.584,1955.833
-4.576,1955.75
-4.45,1955.667
-4.271,1955.583
-4.439,1955.5
-4.367,1955.417
-4.322,1955.333
-4.343,1955.25
-4.472,1955.167
-4.543,1955.083
-4.52,1955
-4.497,1954.917
-4.537,1954.833
-4.511,1954.75
-4.468,1954.667
-4.51,1954.583
-4.568,1954.5
-4.587,1954.417
-4.628,1954.333
-4.584,1954.25
-4.594,1954.167
-4.707,1954.083
-4.813,1954
-4.892,1953.917
-4.837,1953.833
-4.827,1953.75
-4.762,1953.667
-4.794,1953.583
-4.745,1953.5
-4.754,1953.417
-4.804,1953.333
-4.984,1953.25
-5.114,1953.167
-4.958,1953.083
-4.881,1953
-4.847,1952.917
-4.842,1952.833
-4.701,1952.75
-4.523,1952.667
-4.52,1952.583
-4.635,1952.5
-4.679,1952.417
-4.649,1952.333
-4.707,1952.25
-4.964,1952.167
-5.065,1952.083
-5.025,1952
-4.953,1951.917
-4.987,1951.833
-4.931,1951.75
-4.998,1951.667
-5.029,1951.583
-4.973,1951.5
-4.839,1951.417
-4.778,1951.333
-4.725,1951.25
-4.686,1951.167
-4.655,1951.083
-4.592,1951
-4.608,1950.917
-4.696,1950.833
-4.716,1950.75
-4.743,1950.667
-4.652,1950.583
-4.538,1950.5
-4.472,1950.417
-4.545,1950.333
-4.574,1950.25
-4.57,1950.167
-4.527,1950.083
-4.519,1950
-4.585,1949.917
-4.719,1949.833
-4.774,1949.75
-4.748,1949.667
-4.768,1949.583
-4.724,1949.5
-4.61,1949.417
-4.552,1949.333
-4.611,1949.25
-4.704,1949.167
-4.767,1949.083
-4.808,1949
-4.955,1948.917
-4.878,1948.833
-4.847,1948.75
-4.724,1948.667
-4.839,1948.583
-4.823,1948.5
-4.703,1948.417
-4.818,1948.333
-5.044,1948.25
-5.08,1948.167
-4.955,1948.083
-4.87,1948
-4.816,1947.917
-4.738,1947.833
-4.666,1947.75
-4.606,1947.667
-4.57,1947.583
-4.662,1947.5
-4.735,1947.417
-4.755,1947.333
-4.865,1947.25
-4.969,1947.167
-5.056,1947.083
-5.15,1947
-5.222,1946.917
-4.603,1946.833
-4.466,1946.75
-4.486,1946.667
-4.546,1946.583
-4.751,1946.5
-4.7,1946.417
-4.703,1946.333
-4.706,1946.25
-4.725,1946.167
-4.584,1946.083
-4.513,1946
-4.467,1945.917
-4.277,1945.833
-4.32,1945.75
-4.525,1945.667
