d18O (permil),year (AD)
27.09335,1901
27.0537,1902
26.0787,1903
28.07018333,1904
26.72468333,1905
25.5237,1906
NA,1907
25.85435,1908
28.018683330000002,1909
26.16066667,1910
25.187,1911
24.144,1912
26.194,1913
26.711,1914
25.60385,1915
26.79118333,1916
26.51655,1917
26.86466667,1918
25.83166667,1919
27.03566667,1920
25.37816667,1921
27.84866667,1922
27.49166667,1923
27.72766667,1924
26.57266667,1925
26.04466667,1926
27.67566667,1927
25.89603333,1928
27.42866667,1929
26.88016667,1930
26.30916667,1931
25.99853333,1932
25.93266667,1933
27.54566667,1934
27.97166667,1935
26.15866667,1936
27.06566667,1937
26.70803333,1938
27.04266667,1939
26.81866667,1940
24.00566667,1941
25.74916667,1942
27.81766667,1943
27.71816667,1944
28.02366667,1945
26.61366667,1946
26.36466667,1947
26.97366667,1948
27.25466667,1949
25.50216667,1950
27.28216667,1951
26.87566667,1952
26.13224444,1953
27.89266667,1954
25.73833333,1955
26.40316667,1956
24.97816667,1957
NA,1958
24.297,1959
24.064,1960
24.508,1961
26.0396,1962
26.7802,1963
25.38442222,1964
25.31543333,1965
25.6142,1966
24.84766667,1967
26.41853333,1968
25.67293333,1969
26.01208889,1970
26.59275556,1971
25.71042222,1972
25.3013,1973
26.89810476,1974
25.90645714,1975
26.33721111,1976
25.27171217,1977
26.39195714,1978
26.59795714,1979
29.21245714,1980
27.06571111,1981
27.38871111,1982
25.98937884,1983
23.97271111,1984
25.1870455,1985
27.48545714,1986
NA,1987
25.201,1988
25.64011111,1989
26.51921111,1990
28.18445714,1991
27.40645714,1992
24.40895714,1993
25.7662,1994
25.51145714,1995
28.24695714,1996
27.41695714,1997
28.80095714,1998
26.2320455,1999
26.94021111,2000
25.28345714,2001
24.97537884,2002
25.27022222,2003
27.2730455,2004
26.50646825,2005
25.71771429,2006
NA,2007
