d18O (permil),year (AD),depth (cm)
6.2,1976,1
6.3,1957,2
5.6,1946,3
2.2,1936,4
5.8,1929,5
4.1,1915,6
6.3,1903,7
6,1884,8
5.2,1867,9
6.8,1854,10
6.2,1841,11
7,1828,12
6,1815,13
6.5,1803,14
2.9,1790,15
7.1,1777,16
7.6,1764,17
7.2,1751,18
6.2,1738,19
6.8,1725,20
-0.6,1712,21
4.5,1699,22
3.6,1686,23
1.1,1674,24
2.5,1661,25
2.4,1648,26
2.5,1635,27
2.3,1622,28
2.9,1609,29
0.6,1596,30
-0.8,1583,31
3.7,1570,32
3.5,1557,33
4.8,1545,34
3.8,1532,35
0.3,1519,36
-0.5,1506,37
4.4,1493,38
-0.7,1480,39
4.6,1467,40
-1.5,1454,41
-1.9,1441,42
-2.6,1428,43
3.8,1403,45
3.5,1390,46
1.4,1377,47
-6,1351,49
0.4,1338,50
-7.4,1325,51
1.5,1312,52
-7.4,1299,53
-7.1,1287,54
2.6,1274,55
-3.6,1248,57
-1,1235,58
1,1222,59
1.4,1209,60
5.4,1196,61
5.5,1183,62
3,1171,63
5.6,1158,64
4.8,1145,65
-0.2,1132,66
4.9,1119,67
6.3,1106,68
5.3,1093,69
4.4,1080,70
2.8,1067,71
6.1,1054,72
-0.4,1042,73
6.4,1029,74
-0.6,1016,75
6.2,1003,76
5.9,990,77
4.6,977,78
5.1,964,79
5,951,80
5.9,938,81
4.8,925,82
-2.2,913,83
6.8,900,84
6.9,887,85
2.3,874,86
5.4,861,87
-0.6,848,88
6.7,835,89
5.9,822,90
6.4,809,91
6.1,796,92
5.6,785,93
5.8,775,94
-0.3,765,95
-0.7,755,96
2.3,745,97
2.3,735,98
-1.8,725,99
-0.6,715,100
-3.7,705,101
1.3,695,102
0.4,685,103
2.1,675,104
3,665,105
2.6,655,106
0.8,645,107
0.9,635,108
3.3,625,109
3.7,615,110
4.2,565,115
4.3,515,120
4,465,125
4.4,372,130
4.4,236,135
4.8,100,140
4.2,-36,145
4.5,-172,150
4.5,-308,155
3.8,-444,160
