year (AD),d18O (permil)
1621,28.85
1622,28.56
1623,28.69
1624,28.36
1625,28.72
1626,31.25
1627,30.24
1628,29.21
1629,28.47
1630,30.72
1631,30.31
1632,NA
1633,28.12
1634,30.01
1635,30.22
1636,28.73
1637,28.53
1638,28.84
1639,29.44
1640,28.86
1641,29.53
1642,29.03
1643,28.99
1644,29.19
1645,27.56
1646,30.13
1647,30.45
1648,30.32
1649,29.22
1650,28.15
1651,30.84
1652,31.57
1653,29.99
1654,32.2
1655,31.16
1656,28.09
1657,30.98
1658,27.66
1659,28.17
1660,30.47
1661,31.75
1662,33.1
1663,27.86
1664,30.85
1665,29.93
1666,30.5
1667,28.33
1668,29.09
1669,27.73
1670,29.98
1671,29.31
1672,27.98
1673,28.46
1674,28.3
1675,28.27
1676,29.51
1677,28.3
1678,25.45
1679,29.68
1680,28.89
1681,29.65
1682,29.88
1683,31.69
1684,28.86
1685,27.94
1686,28.4
1687,29.29
1688,29.01
1689,26.74
1690,28.55
1691,28.97
1692,28.71
1693,31.03
1694,27.94
1695,30.34
1696,28.94
1697,29.27
1698,29.87
1699,27.93
1700,28.55
1701,30.71
1702,30.55
1703,30.38
1704,28.8
1705,31.65
1706,29.5
1707,31.08
1708,29.66
1709,30.05
1710,28.23
1711,28.33
1712,28.22
1713,30.74
1714,29.36
1715,28.57
1716,26.17
1717,29.05
1718,29.78
1719,29.17
1720,29.22
1721,31.98
1722,31.81
1723,27.4
1724,27.87
1725,28.87
1726,29.2
1727,28.93
1728,29.01
1729,30.2
1730,26.49
1731,29.7
1732,28.66
1733,29.54
1734,30.04
1735,28.28
1736,28.09
1737,29.19
1738,32.24
1739,28.91
1740,28.86
1741,29.23
1742,28.83
1743,31.47
1744,29.98
1745,27.17
1746,30.12
1747,30.36
1748,28.14
1749,30.46
1750,32.75
1751,28.86
1752,28.53
1753,27.37
1754,27.77
1755,31.01
1756,29.73
1757,30.42
1758,29.92
1759,29.29
1760,27.01
1761,29.17
1762,29.45
1763,32.78
1764,30.6
1765,29.18
1766,27.94
1767,30.38
1768,29.75
1769,29.43
1770,28.57
1771,29.06
1772,28.63
1773,28.96
1774,27.79
1775,26.84
1776,28.2
1777,29.74
1778,28.2
1779,29.16
1780,29.75
1781,29.64
1782,31.96
1783,31.25
1784,30.77
1785,29.3
1786,28.76
1787,29.52
1788,31.05
1789,29.26
1790,30.39
1791,30.12
1792,30.9
1793,31.34
1794,32.02
1795,29.46
1796,30.18
1797,29.2
1798,29.52
1799,30.12
1800,28.46
1801,27.54
1802,29.13
1803,30.97
1804,31.54
1805,29.68
1806,27.65
1807,29.44
1808,28.3
1809,28.83
1810,29.23
1811,28.29
1812,28.2
1813,32.4
1814,30.41
1815,28.75
1816,32.67
1817,27.43
1818,29.55
1819,28.61
1820,28.22
1821,30
1822,26.29
1823,28.87
1824,29.27
1825,29.82
1826,28.97
1827,29.76
1828,30.26
1829,28.59
1830,28.56
1831,29.24
1832,27.64
1833,32.49
1834,29.96
1835,26.87
1836,28.7
1837,32.26
1838,30.27
1839,29.64
1840,29.54
1841,29.32
1842,30.59
1843,30.32
1844,29.94
1845,29.09
1846,28.54
1847,29.03
1848,30.52
1849,31.27
1850,29.83
1851,30.87
1852,29.56
1853,30.36
1854,29.68
1855,28.4
1856,26.75
1857,28.33
1858,31.32
1859,30.37
1860,32.05
1861,29.17
1862,27.92
1863,27.96
1864,30.97
1865,30.71
1866,30.12
1867,28.9
1868,30.29
1869,31.77
1870,28.58
1871,27.8
1872,30.86
1873,30.86
1874,27.59
1875,29.07
1876,31.07
1877,31.08
1878,30.51
1879,26.82
1880,29.42
1881,27.97
1882,29.16
1883,30.61
1884,32.04
1885,29.49
1886,29.49
1887,30.6
1888,30.29
1889,28.77
1890,27.54
1891,30.37
1892,29.51
1893,27.23
1894,27.18
1895,28.29
1896,30.22
1897,28.94
1898,27.62
1899,31.11
1900,30.3
1901,30.3
1902,29.87
1903,31.23
1904,28.47
1905,30.26
1906,30.11
1907,31.38
1908,31.55
1909,29.21
1910,29.4
1911,30.35
1912,30.87
1913,28.77
1914,29.64
1915,30.69
1916,29.7
1917,27.68
1918,30.48
1919,30.73
1920,28.97
1921,30.27
1922,30.61
1923,30.5
1924,32.03
1925,27.12
1926,30.95
1927,28.67
1928,29.27
1929,30.06
1930,30.34
1931,31.63
1932,29.05
1933,29.61
1934,29.22
1935,30.13
1936,28.39
1937,30.3
1938,29.5
1939,30.57
1940,31.07
1941,31.85
1942,32.42
1943,29.64
1944,28.86
1945,30.61
1946,30.02
1947,31.38
1948,31.17
1949,31.24
1950,31.54
1951,32.6
1952,30.43
1953,31.11
1954,30.69
1955,30.42
1956,27.26
1957,28.33
1958,30.46
1959,29.36
1960,29.4
1961,30.05
1962,30.3
1963,30.25
1964,29.08
1965,30.55
1966,30.8
1967,30.42
1968,31.23
1969,33.05
1970,28.99
1971,29.42
1972,28.97
1973,30.35
1974,30.66
1975,31.39
1976,29.34
1977,29.96
1978,29.35
1979,29.82
1980,30.4
1981,29.64
1982,31.05
1983,30.01
1984,29.54
1985,32.07
1986,28.99
1987,31.97
1988,31.49
1989,30.88
1990,30.1
1991,31.27
1992,32.75
1993,29.99
1994,30.97
1995,31.02
1996,31.04
1997,30.45
1998,30.97
1999,30.64
2000,30.34
2001,29.77
2002,32.79
2003,32.29
2004,30.63
2005,32.29
2006,29.12
2007,31.08
2008,27.97
