d18O (permil),year (AD),depth (cm)
-0.2,1642,NA
-0.59,1618,NA
-0.58,1608,NA
-0.73,1597,NA
-1.26,1584,NA
-1.19,1571,NA
-0.69,1552,NA
-0.89,1537,NA
-1.26,1523,NA
-1.17,1505,NA
-1.39,1489,NA
-1.49,1473,NA
-0.74,1455,NA
-0.76,1436,NA
-0.78,1423,NA
-0.54,1402,NA
-0.26,1384,NA
-0.41,1371,NA
-0.7,1352,NA
-0.92,1331,NA
-0.89,1297,NA
-0.64,1273,NA
-0.76,1255,NA
-0.54,1239,NA
-0.48,1223,NA
-0.5,1197,NA
-0.63,1181,NA
-0.5,1162,NA
-0.6,1144,NA
-0.53,1125,NA
-0.61,1102,NA
-0.25,1086,NA
-0.72,1070,NA
-0.49,1049,NA
-0.12,1028,NA
0.03,1004,NA
-0.28,988,NA
-0.54,962,NA
-1.13,949,NA
-1.05,933,NA
-0.98,915,NA
-0.17,899,NA
-0.64,883,NA
-0.25,865,NA
-0.34,843,NA
-0.74,820,NA
-0.29,804,NA
-0.58,780,NA
-0.62,764,NA
-0.24,746,NA
-0.25,728,NA
0.11,709,NA
0.07,696,NA
-0.25,677,NA
-0.57,656,NA
-0.53,638,NA
-0.85,-750,NA
-0.99,-755,NA
-1.08,-761,NA
-1.01,-766,NA
-0.9,-772,NA
-1.06,-777,NA
-1.28,-782,NA
-1.16,-788,NA
-1.06,-793,NA
-0.98,-799,NA
-1.47,-804,NA
-1,-809,NA
-1.21,-815,NA
-1.35,-820,NA
-1.39,-826,NA
-1.2,-831,NA
-1.36,-836,NA
-1.3,-842,NA
-1.08,-847,NA
-1.05,-853,NA
-1.04,-858,NA
-0.97,-863,NA
-1.04,-869,NA
-1.18,-874,NA
-1.15,-880,NA
-1.11,-885,NA
-1.02,-890,NA
-0.97,-896,NA
-0.72,-901,NA
-0.84,-907,NA
-0.54,-912,NA
-0.68,-917,NA
-0.54,-923,NA
-0.89,-928,NA
-0.78,-934,NA
-0.93,-939,NA
-0.83,-944,NA
-0.9,-950,NA
-0.87,-955,NA
-0.75,-961,NA
-0.84,-966,NA
-0.85,-971,NA
-0.98,-977,NA
-0.91,-982,NA
-0.71,-988,NA
-0.94,-993,NA
-0.99,-998,NA
-1.03,-1004,NA
-1.16,-1009,NA
-1.14,-1015,NA
-1.13,-1023,NA
-1.19,-1029,NA
-1.13,-1043,NA
-1.2,-1050,NA
-1.15,-1056,NA
-1.01,-1062,NA
-1,-1071,NA
-0.96,-1077,NA
-0.88,-1083,NA
-0.59,-1091,NA
-1.03,-1096,NA
-0.76,-1105,NA
-0.72,-1111,NA
-1.04,-1122,NA
-0.99,-1129,NA
-0.79,-1133,NA
-0.98,-1139,NA
-0.75,-1145,NA
-1,-1151,NA
-1.05,-1155,NA
-0.95,-1162,NA
-0.63,-1166,NA
-0.83,-1172,NA
-1.29,-1174,NA
-0.98,-1177,NA
-0.96,-1178,NA
-1.17,-1185,NA
-1.16,-1192,NA
-1.1,-1197,NA
-1,-1203,NA
-1.18,-1207,NA
-0.99,-1209,NA
-1.1,-1213,NA
-0.9,-1217,NA
-0.98,-1219,NA
-1.08,-1226,NA
-1.1,-1232,NA
-1.13,-1239,NA
-1.22,-1244,NA
-1.28,-1250,NA
-1.1,-1256,NA
-1.06,-1263,NA
-1.24,-1270,NA
-1.32,-1283,NA
-1.19,-1290,NA
-1.17,-1295,NA
-1.02,-1301,NA
-1.34,-1306,NA
-1.38,-1312,NA
-1.04,-1317,NA
-1.28,-1322,NA
-1.15,-1328,NA
-0.8,-1333,NA
-0.88,-1338,NA
-1,-1343,NA
-1.23,-1348,NA
-0.92,-1353,NA
-0.68,-1359,NA
-1.9,-1366,NA
-0.91,-1372,NA
-1.09,-1377,NA
-1.12,-1382,NA
-1,-1386,NA
-1.12,-1390,NA
-1.13,-1396,NA
-1.23,-1400,NA
-0.85,-1404,NA
-0.75,-1409,NA
-0.82,-1415,NA
-0.49,-1420,NA
-0.66,-1425,NA
-0.81,-1431,NA
-0.77,-1437,NA
-0.8,-1441,NA
-0.92,-1447,NA
-1.03,-1452,NA
-0.93,-1458,NA
-1.01,-1462,NA
-1.11,-1468,NA
-1.26,-1472,NA
-1.2,-1477,NA
-1.12,-1483,NA
-1.12,-1489,NA
-1.25,-1496,NA
-1.81,-1500,NA
-0.87,-1505,NA
-0.99,-1510,NA
-1.08,-1516,NA
-1.16,-1520,NA
-1.17,-1527,NA
-0.74,-1531,NA
-0.99,-1537,NA
-0.82,-1540,NA
-0.77,-1545,NA
-0.97,-1550,NA
-0.81,-1554,NA
-0.81,-1559,NA
-0.95,-1565,NA
-1.07,-1568,NA
-1.13,-1572,NA
-1.04,-1577,NA
-1.14,-1581,NA
-1.09,-1584,NA
-0.94,-1597,NA
-0.82,-1601,NA
-0.86,-1605,NA
-0.69,-1609,NA
-0.71,-1613,NA
-0.58,-1617,NA
-0.72,-1621,NA
-0.83,-1626,NA
-0.68,-1629,NA
-0.5,-1635,NA
-0.74,-1638,NA
-0.68,-1642,NA
-0.82,-1646,NA
-1.13,-1649,NA
-1.11,-1653,NA
-1.16,-1657,NA
-0.84,-1659,NA
-1.11,-1663,NA
-0.67,-1667,NA
-0.79,-1672,NA
-0.73,-1673,NA
-0.71,-1677,NA
-0.65,-1681,NA
-0.5,-1685,NA
-0.58,-1688,NA
-0.71,-1691,NA
-0.71,-1694,NA
-0.66,-1699,NA
-1.08,-1702,NA
-1.05,-1707,NA
-1.18,-1710,NA
-1.23,-1713,NA
-0.93,-1718,NA
-1.05,-1722,NA
-1.26,-1725,NA
-1.17,-1728,NA
-1.36,-1732,NA
-1.09,-1737,NA
-1.21,-1740,NA
-1.22,-1744,NA
-1.15,-1746,NA
-0.89,-1749,NA
-1.16,-1752,NA
-1.13,-1754,NA
-1.27,-1758,NA
-1.4,-1762,NA
-1.28,-1765,NA
-1.24,-1768,NA
-1.17,-1772,NA
-1.23,-1775,NA
-0.73,-1777,NA
-1.01,-1781,NA
-1,-1783,NA
-1.21,-1787,NA
-1.13,-1789,NA
-1.38,-1792,NA
-1.14,-1795,NA
-0.93,-1797,NA
-1.49,-1801,NA
-1.16,-1804,NA
-1.14,-1805,NA
-1.42,-1807,NA
-0.66,-1810,NA
-0.84,-1813,NA
-0.79,-1818,NA
-1.15,-1822,NA
-0.75,-1826,NA
-0.83,-1830,NA
-1.06,-1834,NA
-1.05,-1837,NA
-1.11,-1842,NA
-1.21,-1844,NA
-1.24,-1847,NA
-1,-1850,NA
-1.23,-1853,NA
-1.32,-1855,NA
-1.46,-1858,NA
-1.45,-1861,NA
-1.41,-1862,NA
-1.01,-1866,NA
-1.26,-1869,NA
-0.56,-1872,NA
-0.95,-1875,NA
-1.22,-1878,NA
-1.13,-1881,NA
-1.16,-1884,NA
-1.03,-1887,NA
-1.09,-1890,NA
-0.74,-1893,NA
-1.21,-1896,NA
-1.24,-1899,NA
-1.3,-1902,NA
-1.11,-1905,NA
-1.05,-1908,NA
-0.89,-1911,NA
-0.72,-1914,NA
-1.04,-1917,NA
-1.03,-1920,NA
-1.05,-1922,NA
-0.97,-1925,NA
-1.08,-1928,NA
-0.83,-1931,NA
-1.26,-1934,NA
-1.35,-1937,NA
NA,-1939,NA
-1.26,-1942,NA
-1.26,-1945,NA
-1.44,-1948,NA
-1.16,-1950,NA
-1.39,-1953,NA
-1.47,-1956,NA
-1.44,-1959,NA
-1.41,-1961,NA
-1.48,-1964,NA
-1.49,-1967,NA
-1.67,-1969,NA
-1.6,-1972,NA
-1.6,-1975,NA
-1.63,-1977,NA
-1.63,-1980,NA
