d18O (permil),year (AD),depth (cm)
21,1940.5,1.25
22.7,1810,6
23,1627.674,11
23.7,1505.948,15
23,1475.547,16
23.1,1384.406,19
25.3,1293.337,22
23.2,1232.642,24
24.2,1141.584,27
24.7,1050.444,30
24.2,867.5498,36
23.8,744.8046,40
19.6,558.6447,46
24.9,432.6062,50
24.3,239.5142,56
22.7,40.0072,62
24.4,-167.921,68
24.5,-312.326,72
23.7,-539.45,78
22.4,-618.358,80
24,-625,80.5
24.5,-650,81
24.1,-675,81.5
24.7,-699.04,82
24.8,-730,83
24,-750,83.5
23.2,-781.6,84
24.2,-820,85
23.8,-840,85.5
25.6,-866.167,86
24.5,-910,87
24.8,-930,87.5
24.1,-952.84,88
25.1,-1010,89
24.3,-1040,89.5
25.5,-1175,90
23.4,-1185,91
24.8,-1196,91.5
25,-1203,92
24.7,-1214.85,93
25.6,-1216.85,93.5
24.7,-1226.7,94
25.6,-1250.79,95
24.8,-1274.89,95.5
25.9,-1323.07,96
24.4,-1372.61,97
25.4,-1397.38,97.5
25,-1422.15,98
25.6,-1473.13,99
25.4,-1498.61,99.5
25.8,-1524.1,100
25.1,-1576.58,101
25,-1602.82,101.5
24.7,-1629.06,102
25.3,-1656.09,102.5
25,-1683.12,103
25.5,-1737.17,104
24,-1765.03,104.5
25.3,-1792.88,105
25,-1820.73,105.5
24,-1848.58,106
23,-1906.01,107
25.7,-1934.72,107.5
26.5,-1963.43,108
25.8,-2022.66,109
25.6,-2052.27,109.5
24.6,-2081.88,110
24.2,-2142.97,111
24.7,-2173.52,111.5
23.6,-2204.07,112
24.7,-2235.6,113
25.4,-2298.6,113.5
25.4,-2330.17,114
24.6,-2394.73,115
24.3,-2427.53,115.5
23.1,-2460.33,116
23.9,-2560.85,117.5
23.2,-2594.72,118
20.4,-2663.55,119
20.1,-2698.53,119.5
20.9,-2733.5,120
20.4,-2804.6,121
25,-2840.73,121.5
25.8,-2876.85,122
24.8,-2950.29,123
25.4,-2987.62,123.5
26,-3024.94,124
25.5,-3100.82,125
25.7,-3139.38,125.5
24.8,-3177.94,126
26.6,-3256.34,127
25.8,-3296.19,127.5
25.4,-3336.03,128
25,-3417.05,129
24.1,-3458.22,129.5
24.9,-3499.4,130
24.6,-3583.12,131
25.3,-3625.68,131.5
25.1,-3668.23,132
25.1,-3754.75,133
24,-3798.73,133.5
23.7,-3842.71,134
23.6,-3887.42,134.5
25.1,-3932.13,135
24.8,-4023.03,136
24.7,-4069.24,136.5
24.6,-4115.44,137
24.7,-4209.39,138
24,-4257.14,138.5
25.8,-4401.98,140
24.6,-4500.68,141
26,-4550.84,141.5
25.3,-4601.01,142
25.2,-4703,143
24.8,-4754.84,143.5
25.1,-4806.68,144
25.1,-4912.07,145
23.8,-4965.63,145.5
24.1,-5019.2,146
24.8,-5128.09,147
25.7,-5183.44,147.5
24.6,-5238.78,148
24.1,-5351.28,149
24,-5408.46,149.5
25.1,-5465.63,150
24.7,-5581.86,151
25.9,-5640.92,151.5
26,-5699.98,152
25.7,-5820.03,153
25.4,-5881.03,153.5
25.9,-5942.04,154
24.9,-6066.03,155
25.4,-6129.03,155.5
26.8,-6192.03,156
24.7,-6320.08,157
24.6,-6385,157.5
24.3,-6450.19,158
23.8,-6582.41,159
23.5,-6640,159.5
23.4,-6716.75,160
23.5,-6853.24,161
23.9,-6920,161.5
23.3,-6991.92,162
24.7,-7048,163
24.3,-7100,163.5
24,-7150,164
24.2,-7250,165
23.7,-7300,165.5
24,-7350,166
