d18O (permil),year (AD),depth (cm)
-3.35,1530,0.1
-3.35,1310,0.2
-3.51,1100,0.3
-3.37,890,0.4
-3.44,670,0.5
-3.07,460,0.6
-3.31,250,0.7
-3.26,30,0.8
-3.3,-180,0.9
-3.17,-390,1
-3.42,-610,1.1
-2.93,-820,1.2
-3.29,-1030,1.3
-3.09,-1250,1.4
-2.66,-1460,1.5
-3.01,-1670,1.6
-3.47,-1890,1.7
-2.91,-2100,1.8
-2.78,-2320,1.9
-2.53,-2530,2
-2.63,-2740,2.1
-2.75,-2960,2.2
-2.55,-3340,2.3
-2.41,-3730,2.4
-2.26,-4110,2.5
-2.18,-4500,2.6
-1.87,-4880,2.7
-2.15,-5270,2.8
-2.1,-5650,2.9
-2.12,-6040,3
-2.22,-6170,3.1
-1.85,-6300,3.2
-2.02,-6430,3.3
-2.22,-6570,3.4
-2.05,-6700,3.5
-1.84,-7050,3.6
-1.83,-7400,3.7
-2,-7750,3.8
-2.08,-8100,3.9
-2.11,-8450,4
-2.42,-8800,4.1
-2.02,-9150,4.2
-2.31,-9500,4.3
-3.14,-9850,4.4
-3.76,-10200,4.5
-3.65,-10600,4.6
-2.55,-11010,4.7
-2.39,-11420,4.8
-2.76,-11820,4.9
-2.67,-12230,5
-2.89,-12640,5.1
-4.17,-13040,5.2
-4.65,-13450,5.3
-4.71,-13860,5.4
-4.59,-14260,5.5
-4.8,-14780,5.6
-4.57,-15300,5.7
-4.52,-15820,5.8
-4.39,-16330,5.9
-3.78,-16850,6
-3.95,-17370,6.1
-4.03,-17890,6.2
-3.95,-18400,6.3
-3.61,-18920,6.4
-3.49,-19440,6.5
-3.88,-19930,6.6
-3.78,-20410,6.7
-3.6,-20900,6.8
-3.37,-21390,6.9
-3.38,-21880,7
-3.5,-22370,7.1
-3.33,-22860,7.2
-3.55,-23340,7.3
-3.58,-23830,7.4
-3.05,-24320,7.5
-2.16,-24810,7.6
-2.55,-25300,7.7
-2.66,-25790,7.8
-2.71,-26270,7.9
-2.92,-26550,8
-2.71,-26820,8.1
-2.5,-27090,8.2
-2.9,-27360,8.3
-3.17,-27640,8.4
-3.18,-27910,8.5
-3.26,-28180,8.6
-3.14,-28450,8.7
-2.29,-28720,8.8
-1.54,-29000,8.9
-2.12,-29270,9
-1.85,-29540,9.1
-1.56,-29810,9.2
-1.81,-30090,9.3
-1.49,-30360,9.4
-1.5,-30600,9.5
-2.1,-30840,9.6
-2.36,-31080,9.7
-2.07,-31320,9.8
-1.55,-31560,9.9
-2.08,-31800,10
-2.06,-32050,10.1
-1.82,-32290,10.2
-2.07,-32530,10.3
-1.64,-32770,10.4
-1.77,-33010,10.5
-2.16,-33250,10.6
-3,-33490,10.7
-2.79,-33730,10.8
-2.94,-33970,10.9
-2.85,-34220,11
-2.33,-34460,11.1
-2,-34700,11.2
-2.48,-34940,11.3
-2.32,-35180,11.4
-2.32,-35420,11.5
-2.25,-35760,11.6
-2.72,-36100,11.7
-3.41,-36440,11.8
-4.09,-36780,11.9
-4.41,-37120,12
-4.61,-37470,12.1
-4.4,-37810,12.2
-3.95,-38150,12.3
-3.22,-38490,12.4
-3.16,-38830,12.5
-3.48,-39170,12.6
-3.14,-39510,12.7
-3.98,-39850,12.8
-4.24,-40190,12.9
-4.18,-40530,13
-3.45,-40870,13.1
-3.08,-41210,13.2
-4.05,-41550,13.3
-3.66,-41890,13.4
-3.06,-42230,13.5
-3.34,-43370,13.6
-3.46,-44510,13.7
-3.46,-45650,13.8
-2.92,-46790,13.9
-3.17,-47920,14
-3.13,-49060,14.1
-3.18,-50200,14.2
-1.97,-51340,14.3
-1.86,-52470,14.4
-1.54,-53610,14.5
-1.55,-54750,14.6
