d18O (permil),year (AD)
17,2000
16.9,1999
16.9,1998
17,1997
16.7,1996
16.6,1995
16.3,1994
16.3,1993
16.3,1992
16.4,1991
16.1,1990
16.2,1989
16.1,1988
16.1,1987
16.1,1986
16,1985
16,1984
16,1983
16,1982
16,1981
16.2,1980
16.1,1979
16.1,1978
16.1,1977
16.1,1976
16.1,1975
16.3,1974
16.1,1973
16,1972
15.9,1971
15.7,1970
15.6,1969
15.3,1968
15.3,1967
15.6,1966
15.7,1965
15.9,1964
16.1,1963
16.1,1962
16,1961
15.9,1960
15.8,1959
15.8,1958
16.2,1957
16.4,1956
16.6,1955
16.6,1954
16.6,1953
16.3,1952
16.1,1951
16,1950
16.1,1949
16.1,1948
16.1,1947
16.1,1946
16,1945
16.1,1944
16.1,1943
16.2,1942
16.2,1941
16.2,1940
16,1939
15.8,1938
15.6,1937
15.5,1936
15.6,1935
15.5,1934
15.6,1933
15.7,1932
15.7,1931
15.5,1930
15.4,1929
15.3,1928
15.3,1927
15.2,1926
15.3,1925
15.5,1924
15.5,1923
15.7,1922
16,1921
16.3,1920
16.6,1919
16.7,1918
16.6,1917
16.5,1916
16.2,1915
15.9,1914
15.8,1913
15.8,1912
15.7,1911
15.8,1910
15.8,1909
15.7,1908
15.5,1907
15.4,1906
15.4,1905
15.5,1904
15.7,1903
15.8,1902
15.9,1901
15.9,1900
15.8,1899
15.7,1898
15.7,1897
15.7,1896
15.6,1895
15.7,1894
15.6,1893
15.5,1892
15.4,1891
15.4,1890
15.5,1889
15.5,1888
15.5,1887
15.6,1886
15.6,1885
15.3,1884
15.3,1883
15.4,1882
15.5,1881
15.6,1880
15.8,1879
15.9,1878
15.8,1877
15.7,1876
15.6,1875
15.6,1874
15.4,1873
15.4,1872
15.5,1871
15.6,1870
15.5,1869
15.6,1868
15.8,1867
16.1,1866
16.2,1865
16.3,1864
16.6,1863
16.8,1862
16.8,1861
16.9,1860
17,1859
16.9,1858
16.6,1857
16.4,1856
16.3,1855
16,1854
16,1853
16.1,1852
16.2,1851
16.2,1850
16.3,1849
16.1,1848
16,1847
15.7,1846
