d18O (permil),year (AD),depth (cm)
-8.3,1932,0.5
-8.5,1931,0.6
-9.1,1926,1
-8.7,1925,1.1
-9.5,1919,1.5
-8.2,1912,2.1
-7.2,1907,2.5
-9.2,1905,2.6
-7.3,1900,3
-9.5,1895,3.4
-10.5,1894,3.5
-9.4,1886,4.1
-8.6,1881,4.5
-8.4,1876,4.9
-8.6,1875,5
-9.3,1868,5.5
-7.3,1862,6
-10.6,1857,6.4
-7.8,1856,6.5
-10.6,1850,6.9
-9.6,1849,7
-8.3,1843,7.5
-9.2,1841,7.6
-8.9,1836,8
-9.8,1830,8.5
-10.9,1824,9
-10.7,1817,9.5
-10.2,1811,10
-10.7,1810,10.1
-9.5,1797,10.9
-9.6,1786,11.6
-9.8,1780,12
-11,1778,12.1
-9.4,1772,12.5
-10,1764,13
-11.2,1762,13.1
-10.3,1756,13.5
-11.2,1748,14
-9.7,1743,14.3
-9.6,1740,14.5
-9.5,1738,14.6
-9.9,1732,15
-10.3,1724,15.5
-9.7,1716,16
-10.4,1714,16.1
-9.4,1708,16.5
-9.1,1703,16.8
-8.9,1700,17
-10.1,1683,18
-10.2,1675,18.5
-9.1,1664,19.2
-6.2,1659,19.5
-6.6,1651,20
-10.8,1635,21
-10.6,1623,21.8
-10.8,1603,23
-9.9,1594,23.6
-7.5,1586,24.1
-7.4,1578,24.6
-9.1,1568,25.2
-6.8,1546,25.5
-7.4,1516,25.9
-8.2,1486,26.3
-7.3,1449,26.8
-8.1,1397,27.5
-8.5,1375,27.8
-7.1,1337,28.3
-7.6,1300,28.8
-7.2,1263,29.3
-9,1258,29.8
-9.2,1255,30.2
-10.3,1249,30.8
-7.2,1242,31.6
-8.1,1237,32.3
-9.3,1233,32.8
-9.7,1229,33.3
-8.8,1225,33.8
-10.1,1221,34.3
-8.8,1217,34.8
-9.3,1214,35.2
-10.6,1210,35.7
-10.2,1205,36.3
-10.2,1202,36.7
-10.3,1198,37.2
-9.1,1194,37.7
-9.4,1190,38.2
-8.6,1187,38.7
-8.9,1183,39.1
-9.3,1181,39.4
-10,1177,39.9
-10.2,1169,40.9
-10.5,1162,41.8
-10.6,1155,42.7
-9.5,1152,43.1
-9.2,1149,43.5
-9.1,1145,44
-9,1141,44.5
-8.8,1133,45
-8.7,1109,45.8
-8.5,1091,46.4
-8,1061,47.4
-8.2,1046,47.9
-8.6,1031,48.4
-9,1004,49.3
-7.7,992,49.7
-8.4,978,50.2
-8.1,966,50.6
-8.6,951,51.1
-8,936,51.6
-8.5,924,52
-7.8,909,52.5
-8.4,894,53
-8.1,879,53.5
-8,864,54
-7.6,837,54.9
-9.8,826,55.4
-9.6,819,55.9
-9.9,811,56.4
-9.1,805,56.8
-10.2,797,57.4
-10.5,784,58.5
-10.6,778,59
-10.6,771,59.6
-8.9,766,60.1
-10.1,756,60.9
-8.7,751,61.3
-8.4,744,61.9
-9.2,733,62.9
-9.3,727,63.4
-10.3,722,63.8
-10.6,715,64.4
-11.3,708,65
-11.5,702,65.5
-9.5,697,65.9
-9.4,690,66.5
-10.3,683,67.1
-8.4,676,67.6
-7.8,667,68.2
-9.6,662,68.5
-8.3,655,69
-8.9,645,69.5
-9.7,622,70.4
NA,620,70.5
-8.1,607,71
-8.7,595,71.5
-8.7,584,72
-9,575,72.4
-9,562,73
-8.5,549,73.6
-10,528,74.6
-9.7,517,75.1
-9.4,507,75.6
-8.7,487,76.5
-10,477,77
-9.7,459,77.8
-8.5,444,78.4
-8.1,434,78.8
-10.4,416,79.5
-10.1,404,80
-10.2,391,80.5
-10,376,81.1
-9.4,364,81.6
-9.4,346,82.3
-8.5,334,82.8
-9.1,323,83.3
-7.8,308,83.8
-9,295,84.3
-8.7,274,85.1
-9.7,261,85.6
-9,248,86.1
-8.3,232,86.7
-8,219,87.2
-8.2,206,87.7
-8.4,190,88.3
-8.5,167,89.2
-7.4,145,89.5
-6.9,126,89.7
-8.1,98,90
-7.9,79,90.2
-7.2,41,90.6
-7.5,12,90.9
-8,-7,91.1
-8.2,-35,91.4
-8.3,-54,91.6
-7.5,-82,91.9
-8,-111,92.2
-8.6,-139,92.5
-8.1,-168,92.8
-7.2,-196,93.1
