d18O (permil),year (AD),depth (cm)
-7.7,-225,93.4
-8.9,-262,93.8
-8.1,-291,94.1
-8,-338,94.6
-8.8,-367,94.9
-8.8,-395,95.2
-8,-424,95.5
-7.2,-452,95.8
-7.1,-490,96.3
-8.1,-528,96.8
-6.1,-559,97.2
-7.5,-597,97.7
-8.1,-642,98.3
-7.9,-680,98.8
-7.1,-726,99.4
-8.1,-772,100
-7.9,-810,100.5
-8.1,-859,101.2
-8.5,-891,101.7
-7.3,-923,102.2
-7.4,-949,102.6
-8.4,-980,103.1
-7.9,-1012,103.6
-7,-1044,104.1
-6.7,-1076,104.6
-5.8,-1108,105.1
-7.3,-1186,106.1
-7.2,-1232,106.6
-8.2,-1269,107
-8.5,-1315,107.5
-6.7,-1361,108
-8.8,-1366,108.7
-9.8,-1370,109.2
-8.3,-1374,109.7
-8.2,-1378,110.2
-8.5,-1381,110.6
-8.5,-1385,111.1
-8.2,-1390,111.8
-10.2,-1394,112.3
-7.9,-1397,112.7
-8.4,-1400,113
-8.7,-1404,113.6
-9.2,-1410,114.4
-8.3,-1414,114.9
-8.5,-1435,115.8
-9.8,-1462,116.4
-9.9,-1483,116.9
-7.8,-1501,117.3
-7.9,-1514,117.6
-8.2,-1540,118.2
-8.3,-1557,118.6
-9.1,-1570,118.9
-9.9,-1588,119.3
-11.1,-1605,119.7
-7,-1627,120.2
-8.6,-1659,121.3
-7.7,-1683,122.1
-8.1,-1695,122.5
-8,-1709,123
-8.6,-1730,123.7
-8.9,-1748,124.3
-9.4,-1765,124.9
-10.6,-1777,125.3
-8.6,-1792,125.8
-8.9,-1804,126.2
-7.2,-1818,126.7
-8.1,-1830,127.1
-8.9,-1839,127.4
-9.3,-1851,127.8
-8.4,-1857,128
-9.4,-1868,128.4
-8.8,-1880,128.8
-8.4,-1901,129.5
-8.1,-1916,130
-8.7,-1931,130.5
-8.1,-1952,131.2
-7.9,-1967,131.7
-8.6,-1979,132.1
-8,-1997,132.7
-8.2,-2009,133.1
-8.4,-2029,133.8
-8,-2039,134.2
-8.2,-2050,134.6
-8.8,-2063,135.1
-9.4,-2086,136
-8.4,-2099,136.5
-9.2,-2112,137
-8.3,-2123,137.4
-8.9,-2141,138.1
-8.6,-2158,138.6
-9.4,-2172,139
-9.2,-2189,139.5
-9,-2206,140
-10.1,-2224,140.5
-7.2,-2248,141.2
-8.2,-2262,141.6
-8.6,-2279,142.1
-8.6,-2300,142.7
-8.8,-2317,143.2
-8.3,-2331,143.6
-8.9,-2348,144.1
-9.5,-2365,144.6
-8.8,-2386,145.2
NA,-2393,145.4
-8.6,-2417,146.1
-9,-2430,146.5
-8.5,-2448,147
NA,-2458,147.3
-8.9,-2461,147.4
NA,-2463,147.5
NA,-2469,147.7
NA,-2474,147.9
-8,-2480,148.1
-7.8,-2491,148.5
-9.2,-2510,149.2
-8.9,-2521,149.6
-8.6,-2532,150
-8.9,-2548,150.6
-8.8,-2562,151.1
-9,-2584,151.9
-9.9,-2600,152.5
NA,-2601,152.6
-10.1,-2610,153.3
-11.6,-2617,153.9
-10.8,-2622,154.3
-9.9,-2628,154.8
-10,-2635,155.3
-10.9,-2642,155.9
-9.8,-2650,156.8
-10.4,-2655,157.4
-10.4,-2659,157.8
NA,-2662,158.2
-9.3,-2664,158.4
-10.2,-2668,158.8
