d18O (permil),year (AD),depth (cm)
-17.707,2002,0
-17.9,1999,0.5
-17.621,1990,1
-18.021,1980,1.5
-18.293,1965,2
-18.624,1951,2.5
-18.512,1925,3
-20.776,1919,3.5
-19.25,1900,4
-19.371,1846,4.5
-22.387,1792,5
-22.627,1737,5.5
-23.091,1683,6
-22.747,1629,6.5
-22.008,1575,7
-20.102,1520,7.5
-18.816,1466,8
-19.136,1412,8.5
-19.033,1357,9
-18.261,1303,9.5
-19.403,1249,10
-19.835,1159,11
-19.594,1068,12
-20.283,978,13
-19.933,888,14
-20.221,798,15
-19.247,707,16
-18.942,617,17
-19.916,527,18
-19.65,437,19
-19.962,346,20
-19.45,256,21
-20.256,166,22
-19.618,76,23
-19.605,-15,24
-19.731,-105,25
-20.708,-201,26
-20.135,-297,27
-20.393,-393,28
-21.314,-489,29
-20.61,-585,30
-20.343,-684,31
-21.05,-784,32
-19.679,-883,33
-19.46,-982,34
-19.431,-1082,35
-18.82,-1181,36
-20.054,-1280,37
-21.49,-1380,38
-18.59,-1479,39
-18.7,-1578,40
-18.878,-1678,41
-18.06,-1777,42
-19.077,-1876,43
-17.73,-1976,44
-18.357,-2075,45
-17.32,-2087,46
-17.582,-2099,47
-19.01,-2110,48
-17.804,-2122,49
-17.47,-2134,50
-17.89,-2146,51
-17.07,-2157,52
-17.869,-2169,53
-17.4,-2181,54
-18.061,-2193,55
-17.9,-2205,56
-18.777,-2216,57
-17.43,-2228,58
-18.228,-2252,60
-18.034,-2264,61
-18.059,-2275,62
-18.196,-2287,63
-18.117,-2299,64
-18.102,-2311,65
-17.887,-2322,66
-17.589,-2334,67
-17.38,-2346,68
-17.77,-2358,69
-17.713,-2370,70
-17.93,-2381,71
-17.648,-2405,73
-17.94,-2464,78
-18.62,-2523,83
-18.27,-2582,88
-18.156,-2641,93
-18.59,-2700,98
-19.375,-2759,103
-18.86,-2817,108
-18.97,-2876,113
-19.36,-2935,118
-18.283,-2994,123
-20.05,-3053,128
-20.012,-3112,133
-21.13,-3171,138
-22.27,-3288,148
-19.927,-3322,151
-22.95,-3403,158
-19.577,-3472,164
-22.39,-3518,168
-20.461,-3541,170
-20.542,-3564,172
-23.01,-3610,176
-22.15,-3702,184
-22.12,-3765,188
-21.43,-3963,198
-21.422,-4002,200
-19.417,-4082,204
-20.5,-4121,206
-20.856,-4161,208
-21.342,-4280,214
-21.208,-4320,216
-22.32,-4557,228
-20.271,-4597,230
-20.476,-4637,232
-19.59,-4676,234
-19.836,-4756,238
-20.824,-4835,242
-20.154,-5001,244
-20.858,-5166,246
-20.16,-5331,248
-20.653,-5496,250
-21.108,-5661,252
-20.303,-5827,254
-19.324,-5992,256
-20.846,-6157,258
