d18O (permil),year (AD),depth (cm)
-5.56,1992,5
-5.6,1990.5,NA
-5.72,1987.5,NA
-6.14,1984,NA
-5.81,1981,NA
-5.49,1978,NA
-6.16,1975.5,NA
-5.97,1973,NA
-6.38,1970,10
-8.4,1967.5,NA
-6.19,1963,NA
-6.36,1958.5,NA
-6.31,1954,NA
-5.76,1947.5,13
-5.22,1940.5,NA
-5.57,1935,NA
-5.54,1929.5,NA
-5.86,1923.5,NA
-6.65,1915.5,NA
-7.48,1905,NA
-7.4,1896,NA
-5.97,1890.5,18
-3.97,1886,NA
-3.79,1882,NA
-3.98,1880,NA
-4.11,1879,NA
-3.92,1877.5,NA
-3.97,1872.5,NA
-3.75,1869,NA
-3.83,1869,NA
-3.51,1860,NA
-3.87,1855,NA
-4.05,1850,NA
-5.41,1845,NA
-3.45,1840,NA
-3.97,1835,22
-3.74,1830,NA
-3.74,1825,NA
-4.06,1820,NA
-4.17,1815,26
-4.15,1810,NA
-4.22,1805,NA
-3.96,1800,NA
-4.67,1795,28
-4.29,1790,NA
-4.96,1785,30
-5.32,1780,NA
-5.65,1775,NA
-5.48,1770,32
-2.47,1765,NA
-5.82,1760,NA
-5.4,1755,NA
-4.85,1750,NA
-4.62,1745,NA
-6.84,1740,NA
-6.03,1735,NA
-5.01,1729,NA
-3.64,1724,NA
-4.99,1719,NA
-3.65,1714,NA
-5.07,1708,NA
-3.69,1702,NA
-5.08,1697,NA
-3.72,1692,NA
-4.95,1687,NA
-3.99,1682,NA
-5,1677,37
-5,1672,NA
-5.02,1669,NA
-3.67,1665,NA
-5.19,1660,NA
-4.76,1654,NA
-3.98,1648,NA
-3.85,1642,39
-4.18,1637,NA
-3.84,1630,41
-4.27,1622,NA
-2.85,1616,NA
-3.04,1611,43
-2.85,1606,NA
-5.14,1601,NA
-3.2,1594,NA
-7.36,1588,NA
-3.54,1582,NA
-4.35,1577,NA
-3.35,1572,NA
-4.23,1567,NA
-3.34,1562,NA
-3.82,1556,NA
-3.28,1550,NA
-4.01,1543,NA
-3.75,1535,47
-4.39,1527,NA
-3.86,1519,NA
-4.15,1513,NA
-3.64,1507,NA
-4.42,1501,NA
-3.59,1495,NA
-3.69,1489,NA
-4,1483,NA
-4.55,1477,NA
-4.06,1471,51
-4.63,1464,NA
-2.34,1458,NA
-3.24,1445,NA
-2.78,1437,NA
-4.32,1429,NA
-4.05,1423,NA
-4.23,1416,NA
-4.92,1409,NA
-3.61,1403,NA
-4.53,1398,NA
-3.92,1392,NA
-3.97,1385,NA
-4.01,1378,57
-5.6,1372,NA
-4.66,1366,NA
-5.02,1359,NA
-3.78,1351,NA
-4.54,1344,NA
-3.96,1337,NA
-4.34,1330,NA
-4.01,1321,NA
-3.79,1312,61
-4.29,1302,NA
-5.18,1294,NA
-5.06,1287,NA
-7.01,1279,63
-5.8,1270,NA
-4.01,1261,NA
-3.79,1252,NA
-3.8,1244,NA
-4.14,1237,NA
-3.85,1230,NA
-4.47,1224,NA
-4.8,1219,NA
-4.83,1214,66
-3.87,1208,NA
-4.1,1202,NA
-4.14,1196,NA
-3.85,1188,NA
-3.78,1181,NA
-4.14,1177,NA
-3.75,1172,NA
-4.34,1167,NA
-3.57,1161,NA
-3.99,1154,NA
-3.29,1147,70
-3.6,1140,NA
-2.84,1133,NA
-4.04,1125,NA
-3.42,1117,NA
-3.92,1109,73
-4.2,1103,NA
-3.72,1098,NA
-5.37,1087,NA
-4.44,1081,NA
-4.35,1073,NA
-4.74,1065,NA
-5.33,1057,NA
-4.02,1049,NA
-4.02,1043,NA
-4.53,1037,77
-3.98,1029,NA
-3.94,1023,NA
-4.49,1017,NA
-4.49,1010,NA
-4.44,1003,NA
-4.17,994,NA
-4.15,986,NA
-4.47,980,NA
-4.44,974,81
-3.43,969,NA
-3.76,962,NA
-4.35,955,NA
-4.14,949,NA
-4.15,945,NA
-4.07,942,NA
-3.88,937,NA
-3.82,933,NA
-3.95,928,NA
-3.88,921,NA
-4.05,914,NA
-4.02,909,NA
-3.95,904,NA
-4.2,898,NA
-4.02,891,86
-3.75,885,NA
-4.01,877,NA
-4.64,872,NA
-5.58,865,NA
-4.52,859,NA
-3.39,853,89
-3.66,847,NA
-5.68,841,NA
-5.28,835,NA
-7.66,829,NA
-4.92,823,NA
-4.21,815,92
-3.9,808,NA
-5.4,802,NA
-4.14,795,NA
-5.2,787,NA
-4.14,782,94
-4.21,777,NA
-4.69,773,NA
-4.94,768,NA
-4.83,761,NA
-5.25,752,96
-3.75,744,NA
-4.86,737,NA
-4.21,730,NA
-5.21,723,NA
-4.67,717,NA
-6.03,710,NA
-4.39,704,NA
-3.88,699,99
-3.69,694,NA
-4.59,689,NA
-3.93,685,NA
-4.75,681,NA
-4.61,676,NA
-5.14,671,NA
-5.3,666,NA
-4.34,661,102
-3.2,655,NA
-3.97,648,NA
-3.96,642,NA
-3.31,636,NA
-3.28,629,NA
-4.03,624,NA
-4.36,619,NA
-4,612,NA
-4.17,603,NA
-4.5,594,NA
-4,585,NA
-2.54,576,NA
-2.48,567,107
-3.83,562,NA
-2.69,557,NA
-2.9,551,NA
-2.88,544,NA
-2.89,537,NA
-2.64,529,NA
-3.62,524,NA
-3.95,518,NA
-6.35,510,NA
-3.58,502,NA
-3.35,496,NA
-3.59,492,111
-2.99,487,NA
-3.17,481,NA
-3.37,476,NA
-3.73,471,NA
-3.86,466,NA
-4.97,461,NA
-3.62,456,NA
-5.2,451,NA
-4.97,445,NA
-4.03,437,115
-3.52,431,NA
-3.88,424,NA
-3.83,418,NA
-3.72,412,NA
-4.15,407,NA
-3.89,402,NA
-3.96,396,NA
-4.15,391,NA
-4.39,384,119
-4.23,375,NA
-4.14,367,NA
-5.46,360,NA
-5.08,355,NA
-5.24,348,NA
-5.29,340,NA
-4.69,332,NA
-3.44,324,NA
-3.99,318,NA
-3.73,314,122
-3.54,310,NA
-3.53,306,NA
-4.53,293,NA
-4.02,286,NA
-4.01,279,NA
-3.94,274,NA
-4.43,268,NA
-4.3,261,NA
-4.17,256,NA
-5.65,251,NA
-5.9,247,124
-4.86,241,NA
-4.56,235,NA
-4.92,230,NA
-5.2,225,NA
-5.39,216,NA
-5.26,207,NA
-4.7,200,NA
-4.49,191,NA
-4.34,183,NA
-4.46,175,NA
-4.08,167,NA
-4.14,160,NA
-5.52,157,NA
-4.65,150,NA
-6.32,144,129
-5.76,139,NA
-6.92,133,NA
-5.82,126,NA
-5.49,119,NA
-5.88,111,NA
-5.69,104,NA
-4.51,97,NA
-6.78,90,NA
-4.29,76,NA
-4.16,70,NA
-4.49,64,NA
-3.33,58,NA
-4.59,53,NA
-4.49,47,NA
-5.66,40,NA
-4.58,35,NA
-4.92,31,NA
-5.29,25,NA
-5.73,13,133
-3.8,6,NA
-4.5,0,NA
-5.06,-5,NA
-4.25,-10,NA
-4.64,-15,NA
-4.35,-20,135
-4.91,-27,NA
-5.95,-35,NA
-4.66,-43,NA
-5.04,-54,NA
-5.03,-65,NA
-5.76,-73,NA
-4.48,-81,NA
-5.03,-87,NA
-5.94,-91,NA
-5.88,-97,NA
-4.46,-105,139
-4.32,-112,NA
-4.73,-122,NA
-5.87,-131,NA
-4.05,-139,NA
-4.6,-148,NA
-4.8,-154,NA
-4.06,-159,NA
-3.52,-164,NA
-4.46,-169,NA
-4.99,-174,144
-4.23,-179,NA
-3.44,-186,NA
-3.69,-194,NA
-3.94,-200,NA
-4.66,-205,NA
-4.74,-210,NA
-4.91,-215,NA
-5.35,-223,NA
-4.52,-296.53,NA
-4.63,-326.6,NA
-5.08,-341.56,NA
-5.25,-356.47,NA
-5.43,-386.13,149
-5.35,-415.59,150
-5.83,-444.84,151
