d18O (permil),year (AD),depth (cm)
0.43,349,332
-1.69,343,333
-1.19,327,335
1.62,324,336
0.03,332,341.5
1.01,331,341.67
-0.62,327,342.28
0.95,294,346.02
-0.29,287,347.33
-5.28,274,348.3
-1.73,29,379.51
1.56,11,382.91
1.21,10,383.13
1.55,10,384.19
0.91,-215,399.56
0.55,-215,399.62
-1.27,-217,399.84
-0.33,-218,400.11
1.48,-219,400.39
-0.58,-220,400.45
0.81,-221,400.72
1.14,-222,400.93
0.72,-223,401.06
0.99,-225,401.19
0.59,-226,401.37
0.17,-227,401.5
0.98,-228,401.68
1.15,-229,401.79
1.61,-230,401.92
0.5,-231,402.07
1.09,-232,402.19
0.19,-235,402.33
0.77,-236,402.5
-0.88,-237,402.7
0.43,-239,403.17
2.06,-241,403.27
1.91,-243,403.34
1.99,-244,403.42
1.59,-246,403.52
1.65,-247,403.62
0.63,-252,404.08
-1.37,-254,404.22
-1.86,-256,404.33
1.15,-257,404.44
4,-290,409.07
2.76,-292,409.21
2.7,-302,410.2
4.42,-306,411.1
0.04,-326,415.1
1.14,-327,415.2
0.62,-328,415.3
-0.7,-331,416
1.66,-369,419.1
1.68,-371,419.2
0.23,-374,419.3
1.62,-426,425.1
1.64,-427,425.2
0.97,-429,425.3
2.38,-433,426.1
1.97,-434,426.2
2.17,-434,426.3
2.31,-435,426.4
3.38,-438,427.1
2.5,-439,427.2
1.94,-440,427.3
2.47,-444,428.1
1.94,-445,428.2
1.11,-450,429.1
1.06,-451,429.2
0.71,-451,429.3
1.13,-452,429.4
0.69,-452,429.5
0.66,-455,430.1
-0.28,-460,431
1.24,-474,435.1
0.38,-476,435.3
-0.03,-490,437
-0.16,-496,438
-1.08,-501,439
0.13,-506,440
-0.34,-511,441
-0.12,-513,442
1.26,-544,445.2
-1.85,-546,445.4
1,-550,446.1
1.77,-552,446.2
1.1,-551,446.3
-0.14,-555,447.1
2.17,-556,447.2
1.91,-558,448
0.08,-561,449
