d18O (permil),year (AD)
-24.75,1999
-23.62,1998
-19.61,1997
-23.71,1996
-19.53,1995
-23.62,1994
-19.86,1993
-23.33,1992
-23.44,1991
-24.64,1990
-22.72,1989
-24.44,1988
-23.12,1987
-21.67,1986
-21.04,1985
-21.75,1984
-22.97,1983
-25.08,1982
-22.97,1981
-23.32,1980
-23.05,1979
-24.8,1978
-24.83,1977
-24.5,1976
-22.92,1975
-25.01,1974
-22.63,1973
-20.07,1972
-22.91,1971
-23.9,1970
-21.47,1969
-21.24,1968
-21.38,1967
-22.04,1966
-22.42,1965
-22.03,1964
-24.53,1963
-22.29,1962
-23.71,1961
-22.36,1960
-21.5,1959
-24.39,1958
-23.1,1957
-24.03,1956
-22.71,1955
-25.41,1954
-25.63,1953
-23.58,1952
-24.5,1951
-24.19,1950
-24.24,1949
-21.76,1948
-23.65,1947
-23.03,1946
-24.51,1945
-23.16,1944
-23,1943
-22.13,1942
-23.46,1941
-22.96,1940
-21.53,1939
-23.44,1938
-24.7,1937
-22.7,1936
-23.74,1935
-23.35,1934
-24.69,1933
-23.41,1932
-23.31,1931
-23.15,1930
-23.36,1929
-24.24,1928
-22.81,1927
-23.91,1926
-23.71,1925
-21.87,1924
-23.57,1923
-23.63,1922
-24.08,1921
-21.27,1920
-23.48,1919
-25.58,1918
-24.87,1917
-24.86,1916
-26.53,1915
-26.09,1914
-24.79,1913
-20.46,1912
-23.94,1911
-23.83,1910
-24.64,1909
-25.16,1908
-25.61,1907
-23.61,1906
-23.18,1905
-22.17,1904
-21.93,1903
-22.3,1902
-23.01,1901
-25.12,1900
-26.38,1899
-25.54,1898
-23.52,1897
-23.07,1896
-22.94,1895
-24.55,1894
-25.28,1893
-25.05,1892
-24.18,1891
-28.6,1890
-24.72,1889
-24.72,1888
-24.71,1887
-21.77,1886
-24.62,1885
-24.45,1884
-22.05,1883
-20.03,1882
-23.87,1881
-23.61,1880
-23.25,1879
-22.68,1878
-24.05,1877
-26.5,1876
-24.38,1875
-25.18,1874
-26.16,1873
-24.54,1872
-24.74,1871
-23.66,1870
-21.83,1869
-23.09,1868
-22.24,1867
-21.52,1866
-22.2,1865
-22.57,1864
-22.76,1863
-23.35,1862
-21.8,1861
-21.88,1860
-24.91,1859
-23.37,1858
-23.75,1857
-22.56,1856
-23.86,1855
-21.93,1854
-23.38,1853
-23.53,1852
-23.77,1851
-24.46,1850
-22.79,1849
-25.43,1848
-24.39,1847
-23.6,1846
-21.98,1845
-21.96,1844
-22.77,1843
-23.41,1842
-22.45,1841
-24.42,1840
-25.53,1839
-23.08,1838
-22.31,1837
-23.42,1836
-24.28,1835
-24.44,1834
-23.91,1833
-24.44,1832
-22.79,1831
-23.28,1830
-22.75,1829
-24.17,1828
-21.13,1827
-24.5,1826
-24.89,1825
-23.57,1824
-23.68,1823
-23.19,1822
-22.74,1821
-23.93,1820
-23.75,1819
-22.44,1818
-22.56,1817
-23.97,1816
-22.5,1815
-24.09,1814
-21.47,1813
-22.52,1812
-22.15,1811
-22.29,1810
-26.46,1809
-25.41,1808
-24.33,1807
-23.87,1806
-24.2,1805
-24.12,1804
-23.81,1803
-24.62,1802
-23.35,1801
-23.35,1800
-23.58,1799
-25.84,1798
-22.9,1797
-23.21,1796
-24.51,1795
-23.07,1794
-22.08,1793
-22.85,1792
-23.57,1791
-21.66,1790
-23.57,1789
-24.39,1788
-23.63,1787
-24.24,1786
-24.69,1785
-24.07,1784
-24.28,1783
-22.91,1782
-23.4,1781
-24.28,1780
-24.4,1779
-23.54,1778
-25.43,1777
-24.46,1776
-22.17,1775
-22.6,1774
-22.28,1773
-22.49,1772
-24.38,1771
-24.36,1770
-24.75,1769
-21.3,1768
-23.63,1767
-23.77,1766
-24.07,1765
-24,1764
-19.65,1763
-23.96,1762
-24.46,1761
-25.01,1760
-25.24,1759
-24.3,1758
-24.23,1757
-26.08,1756
-24.25,1755
-24.14,1754
-24.33,1753
-22.89,1752
-22.95,1751
-24.32,1750
-22.94,1749
-22.73,1748
-19.16,1747
-22.74,1746
-21.82,1745
-22.49,1744
-21.91,1743
-23.71,1742
-23.62,1741
-21.54,1740
-23.7,1739
-23.75,1738
-25.81,1737
