d18O (permil),year (AD)
-4.72,1979
-4.78,1978
-5.03,1977
-5.13,1976
-5.16,1975
-5.24,1974
-5.13,1973
-4.87,1972
-4.79,1971
-4.93,1970
-4.92,1969
-4.93,1968
-5.1,1967
-4.97,1966
-4.88,1965
-4.82,1964
-4.84,1963
-5.15,1962
-5.24,1961
-5.27,1960
-5.1,1959
-5.13,1958
-5.05,1957
-4.91,1956
-4.73,1955
-5.23,1954
-5.14,1953
-5.1,1952
-5.04,1951
-5.1,1950
-5.21,1949
-5.21,1948
-5.06,1947
-5.08,1946
-4.92,1945
-5.06,1944
-5.1,1943
-5.04,1942
-4.94,1941
-5.09,1940
-4.94,1939
-5.1,1938
-5.02,1937
-5.08,1936
-5.08,1935
-5.21,1934
-5.13,1933
-5.13,1932
-5.23,1931
-5.15,1930
-5.09,1929
-4.89,1928
-5.08,1927
-5.17,1926
-5.08,1925
-5.12,1924
-5.19,1923
-5.13,1922
-5.03,1921
-5.17,1920
-5.33,1919
-5.07,1918
-5.09,1917
-5.22,1916
-5.04,1915
-5.14,1914
-4.94,1913
-5.01,1912
-5.19,1911
-5.15,1910
-5.31,1909
-5.34,1908
-5.13,1907
-5.08,1906
-5,1905
-5.23,1904
-5.16,1903
-4.93,1902
-5.05,1901
-5.01,1900
-5.07,1899
-5.18,1898
-5.18,1897
-4.97,1896
-5.08,1895
-5.04,1894
-5.25,1893
-5.27,1892
-5.29,1891
-5.2,1890
-5.17,1889
-5.2,1888
-5.22,1887
-5.1,1886
-4.95,1885
-4.93,1884
-5,1883
-5.16,1882
-5.22,1881
-5.15,1880
-5.34,1879
-4.9,1878
-4.83,1877
-4.82,1876
-5.06,1875
-4.97,1874
-5.14,1873
-4.96,1872
-5.17,1871
-5.34,1870
-4.94,1869
-5.14,1868
-4.99,1867
-4.88,1866
-4.93,1865
-5.01,1864
-4.87,1863
-4.9,1862
-4.98,1861
-4.8,1860
-4.94,1859
-4.9,1858
-5.09,1857
-4.83,1856
-4.75,1855
-4.8,1854
-4.69,1853
-4.66,1852
-4.59,1851
-4.6,1850
-4.56,1849
-4.87,1848
-4.79,1847
-4.53,1846
-4.59,1845
-4.66,1844
-4.88,1843
-4.87,1842
-4.89,1841
-4.64,1840
-4.38,1839
-4.63,1838
-4.67,1837
-4.84,1836
-4.69,1835
-4.64,1834
-4.7,1833
-4.87,1832
-4.96,1831
-5.06,1830
-5.27,1829
-4.94,1828
-5.15,1827
-5,1826
-4.96,1825
-4.81,1824
-4.83,1823
-4.8,1822
-4.64,1821
-4.71,1820
-4.93,1819
-4.81,1818
-4.88,1817
-4.88,1816
-5.08,1815
-5.13,1814
-4.88,1813
-5.06,1812
-5.16,1811
-5,1810
-5.02,1809
-4.95,1808
-4.86,1807
