d18O (permil),year (AD),depth (cm)
-35.82,1960,NA
-35.11,1940,NA
-34.65,1920,NA
-34.53,1900,NA
-35.29,1880,NA
-35.02,1860,NA
-35.02,1840,NA
-35.78,1820,NA
-35.16,1800,NA
-35.61,1780,NA
-35.12,1760,NA
-35.79,1740,NA
-35.82,1720,NA
-35.36,1700,NA
-36.05,1680,NA
-35.39,1660,NA
-36.14,1640,NA
-35.33,1620,NA
-35.35,1600,NA
-35.72,1580,NA
-35.03,1560,NA
-35.61,1540,NA
-35.82,1520,NA
-34.93,1500,NA
-35.07,1480,NA
-35.87,1460,NA
-35.13,1440,NA
-34.98,1420,NA
-35.05,1400,NA
-35.53,1380,NA
-34.86,1360,NA
-35.25,1340,NA
-36.43,1320,NA
-35.07,1300,NA
-35.2,1280,NA
-35.49,1260,NA
-35.67,1240,NA
-35.4,1220,NA
-35.15,1200,NA
-35.8,1180,NA
-35.34,1160,NA
-35.62,1140,NA
-35.37,1120,NA
-35.59,1100,NA
-35.14,1080,NA
-35.45,1060,NA
-35.61,1040,NA
-35.92,1020,NA
-34.96,1000,NA
-35.24,980,NA
-35.02,960,NA
-35,940,NA
-34.98,920,NA
-35.41,900,NA
-35.73,880,NA
-35.35,860,NA
-35.75,840,NA
-35.45,820,NA
-35.34,800,NA
-35.38,780,NA
-35.27,760,NA
-35.15,740,NA
-35.33,720,NA
-35.33,700,NA
-35.27,680,NA
-35.14,660,NA
-34.69,640,NA
-35.44,620,NA
-35.26,600,NA
-35.14,580,NA
-35.28,560,NA
-34.43,540,NA
-35.78,520,NA
-35.33,500,NA
-35.83,480,NA
-35.39,460,NA
-35.35,440,NA
-35.74,420,NA
-34.46,400,NA
-34.64,380,NA
-35.27,360,NA
-35.86,340,NA
-35.49,320,NA
-35.27,300,NA
-35.8,280,NA
-34.93,260,NA
-35.55,240,NA
-35.9,220,NA
-35.44,200,NA
-35.47,180,NA
-35.37,160,NA
-35.04,140,NA
-35.39,120,NA
-34.49,100,NA
-35.07,80,NA
-34.43,60,NA
-34.71,40,NA
-35.1,20,NA
-35.32,0,NA
-35.11,-20,NA
-34.79,-40,NA
-35.35,-60,NA
-34.95,-80,NA
-34.89,-100,NA
-35.07,-120,NA
-35.46,-140,NA
-35.18,-160,NA
-36.07,-180,NA
-35.76,-200,NA
-35.2,-220,NA
-35.26,-240,NA
-34.84,-260,NA
-34.57,-280,NA
-34.81,-300,NA
-35.11,-320,NA
-34.94,-340,NA
-35.09,-360,NA
-35.26,-380,NA
-35.08,-400,NA
-34.68,-420,NA
-34.86,-440,NA
-35.32,-460,NA
-35.88,-480,NA
-35.48,-500,NA
-35.71,-520,NA
-34.83,-540,NA
-35.24,-560,NA
-34.84,-580,NA
-35.43,-600,NA
-35.06,-620,NA
-35.41,-640,NA
-35.14,-660,NA
-35.14,-680,NA
-35.43,-700,NA
-35.32,-720,NA
-35.12,-740,NA
-35.1,-760,NA
-34.83,-780,NA
-34.91,-800,NA
-34.99,-820,NA
-34.92,-840,NA
-34.63,-860,NA
-35.49,-880,NA
-35.2,-900,NA
-34.98,-920,NA
-34.81,-940,NA
-34.38,-960,NA
-34.81,-980,NA
-34.85,-1000,NA
-34.79,-1020,NA
-35.45,-1040,NA
-35.14,-1060,NA
-34.94,-1080,NA
-35.14,-1100,NA
-34.97,-1120,NA
-34.87,-1140,NA
-35.04,-1160,NA
-35.26,-1180,NA
-34.54,-1200,NA
-35.25,-1220,NA
-35.28,-1240,NA
-34.76,-1260,NA
-35.54,-1280,NA
-35.25,-1300,NA
-35.24,-1320,NA
-34.89,-1340,NA
-34.29,-1360,NA
-34.98,-1380,NA
-35.42,-1400,NA
-34.66,-1420,NA
-34.8,-1440,NA
-34.67,-1460,NA
-35.19,-1480,NA
-35.28,-1500,NA
-34.75,-1520,NA
-35.1,-1540,NA
-35.42,-1560,NA
-34.77,-1580,NA
-34.63,-1600,NA
-35.09,-1620,NA
-35.18,-1640,NA
-34.93,-1660,NA
-34.28,-1680,NA
-34.71,-1700,NA
-34.68,-1720,NA
-34.41,-1740,NA
-34.65,-1760,NA
-35.36,-1780,NA
-35.27,-1800,NA
-34.78,-1820,NA
-35.01,-1840,NA
-35.17,-1860,NA
-35.36,-1880,NA
-34.9,-1900,NA
-35.34,-1920,NA
-35.16,-1940,NA
-34.85,-1960,NA
-35.12,-1980,NA
-34.96,-2000,NA
-35.14,-2020,NA
-34.41,-2040,NA
-35.2,-2060,NA
-34.74,-2080,NA
-35.53,-2100,NA
-35.14,-2120,NA
-34.87,-2140,NA
