d18O (permil),year (AD),depth (cm)
-2.29,1911,NA
-2.45,1909,NA
-2.74,1908,NA
-2.93,1906,NA
-3.01,1904,NA
-3.09,1902,NA
-2.58,1901,NA
-2.7,1899,NA
-2.89,1897,NA
-3.09,1896,NA
-2.99,1894,NA
-3.09,1892,NA
-3.12,1890,NA
-3.11,1889,NA
-3.14,1887,NA
-3.27,1885,NA
-3.2,1884,NA
-3.18,1882,NA
-3.17,1880,NA
-3.25,1878,NA
-3.05,1877,NA
-3.1,1875,NA
-3.11,1873,NA
-3.15,1872,NA
-3.04,1870,NA
-3.06,1868,NA
-2.67,1866,NA
-2.93,1865,NA
-3.22,1863,NA
-3.17,1857,NA
-3.21,1851,NA
-3.1,1845,NA
-3.26,1839,NA
-3.06,1833,NA
-3.07,1827,NA
-3.57,1821,NA
-3.63,1815,NA
-3.71,1809,NA
-3.79,1803,NA
-3.74,1797,NA
-3.47,1791,NA
-2.65,1785,NA
-2.72,1779,NA
-2.78,1773,NA
-2.96,1767,NA
-2.87,1753,NA
-2.57,1739,NA
-2.23,1726,NA
-2.25,1712,NA
-2.48,1698,NA
-2.76,1684,NA
-2.9,1670,NA
-2.71,1656,NA
-2.63,1643,NA
-2.66,1629,NA
-2.86,1615,NA
-2.97,1610,NA
-2.94,1606,NA
-3.01,1601,NA
-3.06,1596,NA
-3.14,1592,NA
-3.12,1587,NA
-2.72,1583,NA
-2.45,1578,NA
-2.4,1573,NA
-2.61,1569,NA
-2.77,1564,NA
-2.79,1559,NA
-2.66,1555,NA
-3,1550,NA
-3.21,1548,NA
-3.3,1546,NA
-3.43,1544,NA
-3.71,1541,NA
-3.61,1539,NA
-3.38,1537,NA
-3.41,1535,NA
-3.67,1533,NA
-3.81,1531,NA
-3.83,1528,NA
-3.85,1526,NA
-3.7,1524,NA
-3.6,1522,NA
-3.5,1520,NA
-3.28,1518,NA
-3.51,1515,NA
-3.56,1513,NA
-3.43,1511,NA
-3.45,1509,NA
-3.32,1504,NA
-3.16,1500,NA
-3.16,1495,NA
-3.22,1490,NA
-3.25,1485,NA
-3.08,1481,NA
-3.04,1476,NA
-3.21,1471,NA
-3.45,1466,NA
-3.54,1462,NA
-3.49,1457,NA
-3.41,1452,NA
-3.48,1448,NA
-3.4,1443,NA
-3.55,1438,NA
-3.61,1433,NA
-3.57,1429,NA
-3.56,1424,NA
-3.49,1419,NA
-3.53,1414,NA
-3.5,1410,NA
-3.53,1405,NA
-3.28,1400,NA
-3.06,1395,NA
-3.12,1391,NA
-3.17,1386,NA
-3.04,1381,NA
-2.95,1377,NA
-2.98,1372,NA
-3.01,1367,NA
-3.04,1362,NA
-2.8,1358,NA
-2.79,1353,NA
-2.87,1348,NA
-3.09,1343,NA
-3.65,1339,NA
-4.07,1334,NA
-4.39,1331,NA
-4.22,1327,NA
-4.22,1324,NA
-4.15,1320,NA
-3.91,1317,NA
-3.46,1314,NA
-3.5,1310,NA
-3.71,1307,NA
-3.85,1304,NA
-3.8,1300,NA
-3.73,1297,NA
-3.69,1293,NA
-4.09,1290,NA
-4.6,1287,NA
-4.66,1283,NA
-4.69,1280,NA
-4.72,1277,NA
-4.62,1273,NA
-4.74,1270,NA
-4.62,1266,NA
-4.02,1263,NA
-3.66,1260,NA
-3.62,1256,NA
-3.69,1253,NA
-3.66,1250,NA
-3.81,1246,NA
-3.73,1243,NA
-3.53,1239,NA
-3.53,1236,NA
-3.52,1233,NA
-3.69,1229,NA
-3.96,1226,NA
-4.22,1223,NA
-3.81,1219,NA
-3.6,1216,NA
-3.59,1212,NA
-3.37,1209,NA
-3.26,1206,NA
-3.28,1202,NA
-3.27,1199,NA
-3.29,1196,NA
-3.34,1192,NA
-3.08,1189,NA
-3.25,1185,NA
-3.41,1182,NA
-3.28,1179,NA
-3.43,1175,NA
-3.81,1172,NA
-3.88,1169,NA
-3.59,1165,NA
-3.73,1162,NA
-4.12,1158,NA
-4.47,1155,NA
-4.49,1151,NA
-4.6,1146,NA
-4.54,1142,NA
-4.4,1137,NA
-4.29,1133,NA
-4.11,1128,NA
-4.24,1124,NA
-4.17,1120,NA
-3.63,1115,NA
-4.04,1111,NA
-3.57,1106,NA
-3.56,1102,NA
-3.55,1097,NA
-3.53,1093,NA
-3.62,1088,NA
-3.47,1084,NA
-3.41,1080,NA
-3.46,1075,NA
-3.4,1071,NA
-3.42,1066,NA
-3.23,1062,NA
-3.17,1057,NA
-3.16,1053,NA
-3.19,1049,NA
-2.99,1044,NA
-3,1040,NA
-3.02,1035,NA
-3.07,1031,NA
-2.92,1026,NA
-2.93,1022,NA
-2.9,1017,NA
-2.56,1013,NA
-2.58,1009,NA
-2.62,1004,NA
-2.45,1000,NA
-2.55,995,NA
-2.93,991,NA
-3.18,986,NA
-3.12,982,NA
-3.26,978,NA
-3.28,973,NA
-3.22,969,NA
-3.21,964,NA
-3.11,960,NA
-3.07,955,NA
-3.14,951,NA
-3.18,946,NA
-3.15,942,NA
-3.3,938,NA
-3.33,933,NA
-2.87,929,NA
-2.71,924,NA
-2.95,920,NA
-2.83,915,NA
-2.87,911,NA
-2.84,907,NA
-3.02,902,NA
-3.14,898,NA
-3.21,893,NA
-3.33,889,NA
-3.78,884,NA
-3.75,880,NA
-3.71,875,NA
-3.76,871,NA
-4.23,868,NA
-3.88,865,NA
-3.79,862,NA
-3.53,858,NA
-3.62,855,NA
-3.66,852,NA
-3.59,849,NA
-3.73,846,NA
-3.93,843,NA
-3.94,840,NA
-3.93,837,NA
-3.96,833,NA
-4.02,830,NA
-3.98,827,NA
-3.94,824,NA
-3.84,821,NA
-3.72,818,NA
-3.63,815,NA
-3.47,812,NA
-3.54,808,NA
-3.58,805,NA
-3.51,802,NA
-3.61,799,NA
-3.71,796,NA
-4.4,793,NA
-4.68,790,NA
-4.64,786,NA
-4.7,783,NA
-4.72,780,NA
-4.72,777,NA
-4.45,774,NA
-4.43,771,NA
-4.38,768,NA
-4.47,765,NA
-4.62,761,NA
-4.45,758,NA
-4.25,755,NA
-4.26,752,NA
-4.23,749,NA
-4.21,746,NA
-4.17,743,NA
-4.12,740,NA
-4.09,736,NA
-4.08,733,NA
-3.94,730,NA
-3.7,727,NA
-3.56,724,NA
-3.52,721,NA
-3.55,718,NA
-3.68,714,NA
-3.73,711,NA
-3.79,708,NA
-4.4,705,NA
-4.82,702,NA
-4.96,699,NA
-5.11,696,NA
-5.08,693,NA
-5.07,689,NA
-4.9,686,NA
-4.6,683,NA
-3.93,680,NA
-3.95,677,NA
-3.52,674,NA
-4.05,671,NA
-4.22,668,NA
-4.21,664,NA
-4.03,661,NA
-4.01,658,NA
-3.9,655,NA
-4.02,648,NA
-3.95,642,NA
-3.86,635,NA
-4.41,629,NA
-4.66,622,NA
-4.87,615,NA
-4.7,609,NA
-4.09,602,NA
-4.95,596,NA
-5.2,589,NA
-5.62,583,NA
-4.95,576,NA
-5.01,569,NA
-5.01,563,NA
-5.12,556,NA
-5.12,550,NA
-4.87,543,NA
-4.45,536,NA
-4.14,530,NA
-3.72,523,NA
-3.64,517,NA
-3.44,510,NA
-3.5,503,NA
-3.69,497,NA
-3.31,490,NA
-3.31,484,NA
-5.72,477,NA
-3.26,471,NA
-3.73,464,NA
-3.52,457,NA
-3.63,451,NA
-3.27,444,NA
-3.44,438,NA
-3.49,431,NA
-3.33,424,NA
-3.31,418,NA
-3.6,411,NA
-3.22,405,NA
-3.65,398,NA
-4.08,391,NA
-3.91,385,NA
-3.93,378,NA
-4.03,372,NA
-3.9,365,NA
-4.08,359,NA
-3.91,352,NA
-3.75,345,NA
-3.74,339,NA
-3.91,332,NA
-4.51,326,NA
-4.66,319,NA
-4.6,312,NA
-4.52,306,NA
-4.17,299,NA
-3.49,293,NA
-3.37,286,NA
-3.26,279,NA
-3.25,273,NA
-3.32,266,NA
-3.37,260,NA
-3.15,253,NA
-3.05,247,NA
-2.92,240,NA
-2.92,233,NA
-2.93,227,NA
-2.95,220,NA
-3.4,214,NA
-3.91,207,NA
-4.11,202,NA
-4.56,197,NA
-4.84,191,NA
-4.83,186,NA
-4.88,181,NA
-5.21,176,NA
-5.32,170,NA
-5.97,165,NA
-5.01,160,NA
-5.05,155,NA
-5.63,149,NA
-4.9,144,NA
-4.73,139,NA
-4.64,134,NA
-4.64,128,NA
-4.61,123,NA
-4.65,118,NA
-4.7,113,NA
-4.63,107,NA
-4.68,102,NA
-4.76,97,NA
-4.67,92,NA
-3.99,86,NA
-3.86,81,NA
-3.68,76,NA
-3.78,71,NA
-3.78,65,NA
-3.61,60,NA
-3.26,55,NA
-3.21,50,NA
-3.47,44,NA
-4.03,39,NA
-3.96,34,NA
-4.07,29,NA
-4.17,23,NA
-4.23,18,NA
-3.87,13,NA
-3.76,8,NA
-3.27,2,NA
-4.06,-3,NA
-4.2,-8,NA
-4.19,-14,NA
-4.03,-19,NA
-3.66,-24,NA
-4.21,-29,NA
-3.62,-35,NA
-3.97,-40,NA
-3.79,-45,NA
-3.68,-50,NA
-3.52,-56,NA
-4.35,-61,NA
-5.34,-66,NA
-5.64,-71,NA
-5.72,-77,NA
-5.83,-82,NA
-5.91,-87,NA
-5.8,-92,NA
-5,-98,NA
-4.35,-103,NA
-4.29,-108,NA
-4.16,-113,NA
-4.11,-119,NA
-3.95,-124,NA
-3.45,-129,NA
-3.56,-134,NA
-3.52,-140,NA
-3.48,-145,NA
-3.49,-150,NA
-3.21,-155,NA
-3.5,-161,NA
-3.21,-166,NA
-3.23,-171,NA
-3.19,-178,NA
-3.19,-186,NA
-3.2,-193,NA
-3.5,-200,NA
-3.64,-208,NA
-3.79,-215,NA
-3.6,-222,NA
-3.38,-230,NA
-2.88,-237,NA
-3.37,-244,NA
-3.4,-252,NA
-3.24,-259,NA
-3.16,-266,NA
-3.26,-273,NA
-3.42,-281,NA
-3.55,-288,NA
-3.53,-295,NA
-3.81,-303,NA
-3.56,-310,NA
-3.69,-317,NA
-3.62,-325,NA
-3.37,-332,NA
-3.18,-339,NA
-3.49,-347,NA
-3.43,-354,NA
-3.99,-361,NA
-4.7,-369,NA
-4.72,-376,NA
-4.73,-383,NA
-4.57,-391,NA
-4.41,-398,NA
-4.45,-405,NA
-4.61,-413,NA
-4.4,-420,NA
-4.09,-427,NA
-4.31,-434,NA
-4.57,-442,NA
-4.81,-449,NA
-4.92,-456,NA
-4.83,-464,NA
-4.8,-471,NA
-5.07,-478,NA
-4.65,-486,NA
-4.7,-493,NA
-4.65,-500,NA
-4.46,-508,NA
-4.12,-515,NA
-3.53,-522,NA
-4.08,-530,NA
-3.53,-537,NA
-3.58,-544,NA
-4.2,-552,NA
-3.65,-559,NA
-4.24,-566,NA
-4.19,-574,NA
-4.25,-581,NA
-4.11,-588,NA
-4,-595,NA
-4.01,-603,NA
-3.97,-610,NA
-3.99,-617,NA
-3.98,-625,NA
-4.01,-632,NA
-3.56,-639,NA
-4.34,-647,NA
-4.76,-654,NA
-5.86,-661,NA
-7.04,-669,NA
-7.63,-676,NA
-7.76,-683,NA
-7.78,-691,NA
-7.42,-698,NA
-7.91,-705,NA
-7.84,-713,NA
-7.82,-720,NA
-7.57,-727,NA
-7.45,-735,NA
-6.98,-742,NA
-7.29,-749,NA
-7.36,-756,NA
-7.37,-764,NA
-7.25,-771,NA
-5.76,-778,NA
-4.7,-786,NA
-4.12,-793,NA
-3.91,-800,NA
-3.69,-808,NA
-3.62,-815,NA
