d18O (permil),year (AD),depth (cm)
6.7,1950,0
6.3,1892,5
6.1,1857,8
7,1833,10
7.8,1799,13
6.1,1775,15
4.4,1717,20
4.9,1659,25
5.4,1600,30
4.4,1542,35
3.5,1484,40
3.8,1426,45
3.9,1367,50
6.2,1325,55
6.9,1290,60
7.2,1254,65
6.4,1219,70
7.1,1183,75
7.1,1148,80
6,1112,85
5.7,1077,90
5.6,1041,95
5.6,1006,100
5.2,970,105
5,935,110
4.8,899,115
5.8,864,120
5.3,828,125
4.7,793,130
5.1,757,135
4.6,722,140
5,686,145
5.5,651,150
5.8,615,155
5.3,580,160
6,545,165
6,509,170
4.4,474,175
4.2,416,180
3.9,355,185
4.3,355,185
4.3,295,190
4,234,195
3.9,174,200
3.9,114,205
3.8,53,210
4.4,-7,215
3.7,-68,220
4,-128,225
3.7,-188,230
3.7,-249,235
4.2,-309,240
4.3,-370,245
3.4,-430,250
2.7,-490,255
3.2,-551,260
3.3,-611,265
2.2,-672,270
1.8,-732,275
1.6,-792,280
1.7,-853,285
2.1,-913,290
2.9,-974,295
2.8,-1034,300
3.5,-1119,305
3.1,-1206,310
3.8,-1294,315
3,-1381,320
2.6,-1469,325
3.7,-1556,330
3,-1644,335
2.7,-1731,340
2.4,-1819,345
2.7,-1906,350
2.7,-1994,355
2.2,-2081,360
1.9,-2169,365
1.8,-2256,370
1.9,-2344,375
1.6,-2431,380
0.2,-2519,385
0.7,-2606,390
0.9,-2694,395
0.3,-2781,400
-0.1,-2869,405
-0.3,-2956,410
-0.4,-3044,415
-0.2,-3131,420
0.1,-3219,425
0,-3306,430
-0.4,-3394,435
-0.3,-3481,440
1,-3505,445
0.7,-3523,450
0.8,-3540,455
1.1,-3557,460
0.6,-3574,465
0.1,-3591,470
0.4,-3608,475
0.4,-3625,480
-0.2,-3642,485
-5.3,-3659,490
-4.4,-3677,495
-2.7,-3694,500
-7.3,-3711,505
-6.7,-3728,510
-5.9,-3745,515
-9.8,-3762,520
-7.1,-3779,525
-7.8,-3796,530
-10.8,-3814,535
-12,-3831,540
-5.1,-3848,545
-15.7,-3865,550
-5,-3934,555
-14.9,-4026,560
-9.9,-4118,565
-11.2,-4210,570
-13.9,-4303,575
-10.8,-4579,590
-13.4,-4671,595
-7.3,-4763,600
-11.2,-4855,605
-7.7,-4947,610
-12.9,-5039,615
-1.9,-5131,620
-6,-5223,625
-7.2,-5315,630
-5.4,-5407,635
-3.8,-5499,640
-3.8,-5591,645
-5.6,-5683,650
3.6,-9761,655
7.1,-9884,660
7.1,-10007,665
7.2,-10130,670
7.2,-10253,675
7.2,-10376,680
7.4,-10499,685
7.7,-10622,690
7.7,-10745,695
7.4,-10868,700
7.6,-10991,705
7.9,-11114,710
6.4,-11237,715
5.9,-11360,720
6,-11483,725
0,-11606,730
0.4,-11729,735
0.9,-11861,740
2.9,-12072,745
3.8,-12283,750
5.8,-12494,755
2.9,-12705,760
3.1,-12916,765
1.1,-13127,770
-2.7,-13441,775
-0.5,-13800,780
0.2,-14159,785
0.6,-14518,790
-0.1,-14877,795
1.5,-15236,800
0.5,-15595,805
