d18O (permil),year (AD)
-4.705,1994
-4.658,1993
-4.664,1992
-4.627,1991
-4.598,1990
-4.532,1989
-4.577,1988
-4.59,1987
-4.449,1986
-4.477,1985
-4.498,1984
-4.571,1983
-4.552,1982
-4.544,1981
-4.629,1980
-4.557,1979
-4.521,1978
-4.5,1977
-4.56,1976
-4.334,1975
-4.411,1974
-4.423,1973
-4.378,1972
-4.345,1971
-4.376,1970
-4.349,1969
-4.323,1968
-4.369,1967
-4.351,1966
-4.279,1965
-4.186,1964
-4.288,1963
-4.294,1962
-4.318,1961
-4.369,1960
-4.34,1959
-4.291,1958
-4.356,1957
-4.387,1956
-4.349,1955
-4.41,1954
-4.369,1953
-4.408,1952
-4.343,1951
-4.35,1950
-4.524,1949
-4.457,1948
-4.441,1947
-4.45,1946
-4.489,1945
-4.417,1944
-4.387,1943
-4.507,1942
-4.506,1941
-4.476,1940
-4.517,1939
-4.441,1938
-4.414,1937
-4.452,1936
-4.427,1935
-4.323,1934
-4.48,1933
-4.51,1932
-4.53,1931
-4.453,1930
-4.382,1929
-4.35,1928
-4.408,1927
-4.388,1926
-4.361,1925
-4.342,1924
-4.352,1923
-4.368,1922
-4.356,1921
-4.337,1920
-4.352,1919
-4.338,1918
-4.341,1917
-4.354,1916
-4.436,1915
-4.464,1914
-4.406,1913
-4.398,1912
-4.245,1911
-4.266,1910
-4.352,1909
-4.279,1908
-4.387,1907
-4.511,1906
-4.355,1905
-4.449,1904
-4.428,1903
-4.439,1902
-4.394,1901
-4.517,1900
-4.39,1899
-4.523,1898
-4.499,1897
-4.534,1896
-4.555,1895
-4.381,1894
-4.393,1893
-4.444,1892
-4.375,1891
-4.432,1890
-4.504,1889
-4.444,1888
-4.393,1887
-4.406,1886
-4.379,1885
-4.314,1884
-4.348,1883
-4.408,1882
-4.429,1881
-4.561,1880
-4.561,1879
-4.568,1878
-4.505,1877
-4.467,1876
-4.492,1875
-4.495,1874
-4.548,1873
-4.327,1872
-4.481,1871
-4.476,1870
-4.474,1869
-4.472,1868
-4.514,1867
-4.413,1866
-4.436,1865
-4.317,1864
-4.441,1863
-4.377,1862
-4.345,1861
-4.302,1860
-4.362,1859
-4.309,1858
-4.331,1857
-4.371,1856
-4.382,1855
-4.353,1854
-4.352,1853
-4.518,1852
-4.366,1851
-4.286,1850
-4.28,1849
-4.266,1848
-4.205,1847
-4.22,1846
-4.257,1845
-4.254,1844
-4.289,1843
-4.329,1842
-4.273,1841
-4.333,1840
-4.332,1839
-4.413,1838
-4.204,1837
-4.243,1836
-4.426,1835
-4.419,1834
-4.344,1833
-4.375,1832
-4.323,1831
-4.298,1830
-4.29,1829
-4.287,1828
-4.168,1827
-4.398,1826
-4.424,1825
-4.38,1824
-4.479,1823
-4.472,1822
-4.302,1821
-4.25,1820
-4.276,1819
-4.327,1818
-4.298,1817
-4.1,1816
-4.208,1815
-4.373,1814
-4.342,1813
-4.25,1812
-4.165,1811
-4.122,1810
-4.249,1809
-4.248,1808
-4.159,1807
-4.26,1806
-4.294,1805
-4.294,1804
-4.182,1803
-4.24,1802
-4.214,1801
