d18O (permil),year (AD),depth (cm)
-6.35,1999.2,40
-4.87,1983.8,50
-4.92,1968.7,60
-7.66,1953.1,70
-8.3,1937.4,80
-7.25,1922,90
-9.77,1909.6,98
-4.8,1901.9,103
-5.87,1894.5,108
-6.36,1888.5,112
-6.18,1882.5,116
-9.33,1875,121
-6.36,1869,125
-4.52,1861.5,130
-8.12,1854,135
-7.99,1846.5,140
-5.55,1840.5,144
-7.41,1834.5,148
-7.44,1828.5,152
-8.72,1822.4,156
-9.59,1814.8,161
-8.43,1808.6,165
-8.22,1802.6,169
-8.27,1796.3,173
-8.28,1790.1,177
-9.39,1785.5,180
-8.11,1779.3,184
-8.28,1773.3,188
-7.02,1767.2,192
-7.14,1761.1,196
-8.02,1754.9,200
-8.11,1748.6,204
-8.25,1735.8,212
-7.79,1729.5,216
-7.57,1720,222
-7.72,1713.8,226
-5.08,1705.7,231
-7.32,1699.4,235
-6.43,1691.5,240
-5.08,1683.6,245
-7.19,1675.8,250
-6.64,1665.1,255
-5.9,1656.6,259
-7.27,1645.9,264
-8.39,1637.4,268
-5.33,1628.9,272
-5.95,1620.4,276
-8.99,1611.8,280
-4.67,1603.4,284
-3.68,1594.7,288
-6.97,1586.3,292
-1.47,1577.6,296
-5.32,1569,300
-3.5,1519.2,305
-5.26,1469.1,310
-8.66,1418.6,315
-6.98,1398.5,317
-7.01,1368.4,320
-1.55,1348.1,322
-0.68,1257.5,331
-0.65,1217,335
-0.84,1177.3,339
-0.76,1167.1,340
-1.74,1126.9,344
-0.69,1086.7,348
0.25,1049.6,352
-1.14,990,359
-0.61,955.9,363
-0.33,921.8,367
0.39,879.1,372
-0.62,836.5,377
0.6,802.2,381
-0.04,767.8,385
0.31,742.1,388
-0.74,626.5,402
-1.15,600.1,406
-4.13,573.6,410
-2.06,547.5,414
-2.86,527.9,417
-1.03,508.5,420
-1.99,482.4,424
-4.43,456.2,428
-2.75,449.7,429
-1.32,436.6,431
-0.73,430,432
-3.58,403.9,436
-1.84,377.6,440
-2.2,364.4,442
-7.25,351.2,444
-4.97,338.1,446
-6.45,324.9,448
-7.06,303.1,452
-4.64,285.7,456
-8.16,268.3,460
-3.96,251.2,464
-3.98,233.7,468
-4.28,216.4,472
-4.27,199,476
-6.33,177.7,481
-6.03,156,486
-7.42,139,490
-5.9,122,494
-7.88,105,498
-7.42,88.4,502
-8.46,71.6,506
-8.69,54.7,510
-7.95,37.9,514
-8.67,21,518
-6.82,4,522
-6.91,-13.1,526
-6.23,-63.9,538
-6.63,-80.9,542
-8.82,-121.6,555
-7.75,-128.8,560
-7.5,-134.4,564
-6.99,-140.1,568
-5.02,-145.8,572
-6.13,-151.6,576
-7.4,-155.8,579
-7.6,-160,582
-7.62,-164.3,585
-7.48,-171.3,590
-8.05,-177,594
-5,-188.4,602
-7.76,-205.4,614
-5.03,-218.6,623
-5.37,-224.5,627
-7.49,-230.3,631
-5.95,-236.4,635
-5.2,-242.1,639
-4.57,-248,643
-4.95,-253.8,647
-5,-260.7,651
-5.62,-272.9,656
-6.22,-282.5,660
-5.12,-292.2,664
-5.46,-301.8,668
-6.39,-311.4,672
-8.02,-323.6,677
-8.91,-333.4,681
-5.71,-343.2,685
-5.55,-352.8,689
-7.34,-365,694
-9.28,-377.2,699
-7.04,-387.1,703
-5.81,-396.6,707
-7.46,-401.6,709
-5.89,-406.5,711
-8.28,-416.5,715
-7.52,-428.9,720
-6.43,-438.3,724
-9.03,-457.6,732
-8.42,-471.9,738
-6.45,-481.4,742
-9.82,-491,746
-9.65,-501.2,750
-6.82,-518.2,754
-5.25,-535.5,758
-7.43,-588.3,770
-7.9,-606.3,774
-7.26,-633.1,780
-6.33,-650.5,784
-4.72,-686.1,792
-4.29,-703.4,796
-5.76,-716.2,799
-4.91,-750.2,803
-7.4,-789.7,807
-6.71,-829.3,811
-8.52,-936.9,822
-6.13,-976.1,826
-8.63,-1082.6,837
-3.32,-1120.9,841
-2.32,-1298.8,860
-6.11,-1498.1,882
-7.2,-1587.3,892
-6.32,-1691.7,903
-5.94,-2024.2,935
-5.32,-2045.3,937
-5.56,-2085.7,941
-3.97,-2108.2,943
-7.59,-2149.5,947
-4.84,-2170.2,949
-7.26,-2189.7,951
