d18O (permil),year (AD),depth (cm)
-9.64,1894.5783,6
-8.58,1802.2088,16
-8.7,1709.8394,26
-9.42,1594.3775,38.5
-9.76,1201.8072,81
-8.71,984.73896,104.5
-9.02,855.42169,118.5
-9.6,699.392,132.5
-8.71,523.328,146.5
-8.01,347.264,160.5
-8.29,171.2,174.5
-8.28,14,187
-8.16,-175.6,199
-8.24,-341.5,209.5
-7.93,-495.55,219.25
-7.62,-657.5,229.5
-7.58,-815.5,239.5
-7.57,-973.5,249.5
-7.61,-1131.5,259.5
-8.52,-1273,264.5
-9.02,-1390,269.5
-8.88,-1534,274.5
-8.22,-1722,279.25
-8.21,-1975,284
-7.47,-2093,286.75
-6.41,-2184,289.25
-6.76,-2242,291.4
-6.96,-2282,293.15
-6.58,-2323,295.1
-7.43,-2366,297.4
-7.62,-2418,300
-3.85,-2514,307.1
-6.01,-2525,308
-5.66,-2530,309
-5.93,-2557,310.75
-6.59,-2563,312.25
-6.32,-2574,313.4
-6.55,-2606,317.7
-6.91,-2638,323.25
-6.79,-2648,324.5
-6.59,-2729.875,329.15
-6.63,-2801.875,332.35
-7.09,-2906.5,337
-7.06,-3005,340.75
-6.6,-3192.7778,347.25
-6.56,-3258.2278,349.5
-6.93,-3288.7975,350.55
-6.55,-3381.962,353.75
-6.55,-3469.3038,356.75
-7.1,-3556.6456,359.75
-6.73,-3643.9873,362.75
-6.6,-3680.3797,364
-6.85,-3712.4051,365.1
-6.76,-3744.4304,366.2
-6.93,-3777.9114,367.35
-6.88,-3818.6709,368.75
-7,-3862.3418,370.25
-6.8,-3906.0127,371.75
-7.22,-3949.6835,373.25
-7.17,-3993.3544,374.75
-7.27,-4044.3038,376.5
-7.08,-4102.5316,378.5
-7.13,-4153.481,380.25
-7.55,-4192.7848,381.6
-7.28,-4227.7215,382.8
-6.9,-4261.2025,383.95
-7.13,-4287.4051,384.85
-7.02,-4304.8734,385.45
-7.07,-4331.0759,386.35
-6.73,-4372.0588,387.75
-6.61,-4419.1176,389.35
-6.77,-4451.4706,390.45
-7.21,-4477.9412,391.35
-7.17,-4519.1176,392.75
-7.11,-4563.2353,394.25
-7.19,-4602.9412,395.6
-7.69,-4647.0588,397.1
-6.93,-4688.2353,398.5
-8.2,-4725,399.75
-6.83,-4769.1176,401.25
-7.13,-4813.2353,402.75
-7.02,-4852.8571,404.15
-7.22,-4910,407.15
-7.04,-4959.5238,409.75
-6.66,-4988.0952,411.25
-6.8,-5045.2381,414.25
-6.32,-5102.381,417.25
-6.45,-5159.5238,420.25
-6.85,-5245.2381,424.75
-6.73,-5403.125,433.75
-6.54,-5481.875,438.25
-6.49,-5560.625,442.75
-6.51,-5613.5,445.75
-7.09,-5640.5,447.25
-6.5,-5694.5,450.25
-7,-5748.5,453.25
-6.92,-5775.5,454.75
-6.59,-5825,457.5
-6.66,-5868.2,459.9
-6.92,-5903.3,461.85
-6.93,-5928.5,463.25
-7.5,-5982.5,466.25
-6.91,-6028.4,468.8
-8.52,-6069.3333,471.45
-8.99,-6125.3333,475.65
-8.77,-6159.3333,478.2
-9.02,-6190,480.5
-9.04,-6240.6667,484.3
-9.71,-6260,485.7
-9.16,-6300.7143,488.55
-8.93,-6320,489.9
-8.14,-6355.7143,492.4
-7.8,-6396.4286,495.25
-8.135,-6508.3333,502
-8.35,-6785.6383,514
-8.53,-7079.2553,526
-9.54,-7372.8723,538
-10.38,-7678.7234,550.5
-10.4,-7997.3684,564.5
-10.34,-8302.6316,579
-10.63,-8650,595.5
-11.37,-8800,614.25
-10.84,-8925.7653,634
-10.87,-9101.4031,654.25
-11.67,-9222.8316,668.25
-10.9,-9354,690
-11.69,-9506.8966,722.5
-11.34,-9541.3793,732.5
