dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
NA,NA,NA,-260.94,1618.7667,113.62
NA,NA,NA,-262.15,1618.6667,113.65
NA,NA,NA,-262.07,1618.5667,113.68
NA,NA,NA,-262.07,1618.4333,113.72
NA,NA,NA,-261.17,1618.3333,113.75
NA,NA,NA,-263.41,1618.2333,113.78
NA,NA,NA,-266.21,1618.1333,113.81
NA,NA,NA,-266.44,1618,113.85
NA,NA,NA,-265.27,1617.875,113.88
NA,NA,NA,-255.18,1617.75,113.91
NA,NA,NA,-248.43,1617.625,113.94
NA,NA,NA,-242.52,1617.4583,113.98
NA,NA,NA,-240.74,1617.3333,114.01
NA,NA,NA,-242.91,1617.2083,114.04
NA,NA,NA,-245.53,1617.0833,114.07
NA,NA,NA,-245.72,1616.9655,114.1
NA,NA,NA,-247.13,1616.8621,114.13
NA,NA,NA,-246.8,1616.7586,114.16
NA,NA,NA,-248.02,1616.6552,114.19
NA,NA,NA,-253.7,1616.5517,114.22
NA,NA,NA,-262.43,1616.4483,114.25
NA,NA,NA,-272.32,1616.3448,114.28
NA,NA,NA,-277,1616.2414,114.31
NA,NA,NA,-280.46,1616.1379,114.34
NA,NA,NA,-278.55,1616.0345,114.37
NA,NA,NA,-273.9,1615.913,114.4
NA,NA,NA,-266.72,1615.7826,114.43
NA,NA,NA,-260.04,1615.6522,114.46
NA,NA,NA,-255.01,1615.5217,114.49
NA,NA,NA,-255.81,1615.3478,114.53
NA,NA,NA,-261.36,1615.2174,114.56
NA,NA,NA,-271.07,1615.087,114.59
NA,NA,NA,-269.61,1614.9643,114.62
NA,NA,NA,-275.04,1614.8571,114.65
NA,NA,NA,-263.41,1614.75,114.68
NA,NA,NA,-260.3,1614.6429,114.71
NA,NA,NA,-259.09,1614.5357,114.74
NA,NA,NA,-265.17,1614.4286,114.77
NA,NA,NA,-274.42,1614.3214,114.8
NA,NA,NA,-276.84,1614.2143,114.83
NA,NA,NA,-276.68,1614.1071,114.86
NA,NA,NA,-273.46,1614,114.89
NA,NA,NA,-270.2,1613.9032,114.92
NA,NA,NA,-268.12,1613.8064,114.95
NA,NA,NA,-268.23,1613.7097,114.98
NA,NA,NA,-273.02,1613.6129,115.01
NA,NA,NA,-274.76,1613.5161,115.04
NA,NA,NA,-279.2,1613.4193,115.07
NA,NA,NA,-277.63,1613.3226,115.1
NA,NA,NA,-274.57,1613.2258,115.13
NA,NA,NA,-271.57,1613.129,115.16
NA,NA,NA,-269.96,1613.0323,115.19
NA,NA,NA,-268.54,1612.9167,115.22
NA,NA,NA,-269.24,1612.7917,115.25
NA,NA,NA,-275.33,1612.6667,115.28
NA,NA,NA,-281.7,1612.5417,115.31
NA,NA,NA,-282.64,1612.4167,115.34
NA,NA,NA,-282.69,1612.2917,115.37
NA,NA,NA,-278.56,1612.1667,115.4
NA,NA,NA,-276.08,1612.0417,115.43
NA,NA,NA,-274.02,1611.9048,115.46
NA,NA,NA,-275.73,1611.7619,115.49
NA,NA,NA,-277.4,1611.5714,115.53
NA,NA,NA,-277.9,1611.4286,115.56
NA,NA,NA,-274.93,1611.2857,115.59
NA,NA,NA,-271.81,1611.1429,115.62
NA,NA,NA,-268.01,1611,115.65
NA,NA,NA,-264.47,1610.88,115.68
NA,NA,NA,-264.16,1610.76,115.71
NA,NA,NA,-262.94,1610.64,115.74
NA,NA,NA,-262.1,1610.52,115.77
NA,NA,NA,-259.94,1610.4,115.8
NA,NA,NA,-257.82,1610.28,115.83
NA,NA,NA,-253.27,1610.04,115.89
NA,NA,NA,-254.1,1609.913,115.92
NA,NA,NA,-260.48,1609.7826,115.95
NA,NA,NA,-268.58,1609.6522,115.98
NA,NA,NA,-272.03,1609.5217,116.01
NA,NA,NA,-271.69,1609.3913,116.04
NA,NA,NA,-269.46,1609.3043,116.06
NA,NA,NA,-265.27,1609.1739,116.09
NA,NA,NA,-263.21,1609.0435,116.12
NA,NA,NA,-264.65,1608.8889,116.15
NA,NA,NA,-270.79,1608.7778,116.17
NA,NA,NA,-276.44,1608.6111,116.2
NA,NA,NA,-279.29,1608.4444,116.23
NA,NA,NA,-278.36,1608.2778,116.26
NA,NA,NA,-280.02,1608.1667,116.28
NA,NA,NA,-283.83,1608,116.31
NA,NA,NA,-287.81,1607.8421,116.34
NA,NA,NA,-294.92,1607.6842,116.37
NA,NA,NA,-297.79,1607.5789,116.39
NA,NA,NA,-297.46,1607.421,116.42
NA,NA,NA,-291.89,1607.2632,116.45
NA,NA,NA,-286.05,1607.1053,116.48
NA,NA,NA,-280.38,1607,116.5
NA,NA,NA,-279.13,1606.88,116.53
NA,NA,NA,-280.54,1606.76,116.56
NA,NA,NA,-282.18,1606.64,116.59
NA,NA,NA,-281.65,1606.56,116.61
NA,NA,NA,-266.7,1606.44,116.64
NA,NA,NA,-273.5,1606.32,116.67
NA,NA,NA,-278.69,1606.2,116.7
NA,NA,NA,-255.53,1606.12,116.72
NA,NA,NA,-250.97,1606,116.75
NA,NA,NA,-249.96,1605.8,116.78
NA,NA,NA,-253.6,1605.6,116.81
NA,NA,NA,-257.31,1605.4667,116.83
NA,NA,NA,-267.23,1605.2667,116.86
NA,NA,NA,-272.22,1605.0667,116.89
NA,NA,NA,-274.5,1604.9333,116.92
NA,NA,NA,-274.92,1604.8667,116.94
NA,NA,NA,-274.89,1604.7667,116.97
NA,NA,NA,-275.79,1604.6667,117
NA,NA,NA,-276.94,1604.5667,117.03
NA,NA,NA,-278.5,1604.4667,117.06
NA,NA,NA,-278.58,1604.3667,117.09
NA,NA,NA,-275.76,1604.2667,117.12
NA,NA,NA,-272.23,1604.1667,117.15
NA,NA,NA,-268.57,1604.0667,117.18
NA,NA,NA,-263.97,1603.963,117.21
NA,NA,NA,-262.09,1603.8518,117.24
NA,NA,NA,-262.5,1603.7407,117.27
NA,NA,NA,-263.48,1603.6296,117.3
NA,NA,NA,-263.8,1603.5185,117.33
NA,NA,NA,-263.22,1603.4074,117.36
NA,NA,NA,-261.56,1603.2963,117.39
NA,NA,NA,-260.61,1603.1852,117.42
NA,NA,NA,-259.41,1603.0741,117.45
NA,NA,NA,-259.84,1602.9697,117.48
NA,NA,NA,-259.91,1602.8788,117.51
NA,NA,NA,-264.53,1602.7879,117.54
NA,NA,NA,-268.42,1602.697,117.57
NA,NA,NA,-271.23,1602.6061,117.6
NA,NA,NA,-272.31,1602.5151,117.63
NA,NA,NA,-273.16,1602.4242,117.66
NA,NA,NA,-275.18,1602.3333,117.69
NA,NA,NA,-282.7,1602.2424,117.72
NA,NA,NA,-288.57,1602.1515,117.75
NA,NA,NA,-292.81,1602.0606,117.78
NA,NA,NA,-292.93,1601.95,117.81
NA,NA,NA,-289.94,1601.8,117.84
NA,NA,NA,-285.38,1601.65,117.87
NA,NA,NA,-280.38,1601.5,117.9
NA,NA,NA,-276.14,1601.35,117.93
NA,NA,NA,-272.66,1601.2,117.96
NA,NA,NA,-267.46,1601,118
NA,NA,NA,-262.28,1600.85,118.03
NA,NA,NA,-257.23,1600.7,118.06
NA,NA,NA,-255.45,1600.55,118.09
NA,NA,NA,-252.63,1600.4,118.12
NA,NA,NA,-253.08,1600.25,118.15
NA,NA,NA,-254.92,1600.1,118.18
NA,NA,NA,-259.99,1599.96,118.21
NA,NA,NA,-267.84,1599.84,118.24
NA,NA,NA,-270.83,1599.72,118.27
NA,NA,NA,-269.89,1599.6,118.3
NA,NA,NA,-268.2,1599.48,118.33
NA,NA,NA,-266.48,1599.36,118.36
NA,NA,NA,-263.38,1599.24,118.39
NA,NA,NA,-265.13,1599.12,118.42
NA,NA,NA,-266.47,1599,118.45
NA,NA,NA,-269.22,1598.88,118.48
NA,NA,NA,-267.2,1598.6,118.55
NA,NA,NA,-263.89,1598.48,118.58
NA,NA,NA,-261.44,1598.36,118.61
NA,NA,NA,-259.59,1598.24,118.64
NA,NA,NA,-258.84,1598.12,118.67
NA,NA,NA,-263.05,1598,118.7
NA,NA,NA,-265.4,1597.9,118.73
NA,NA,NA,-267.4,1597.8,118.76
NA,NA,NA,-268.73,1597.7,118.79
NA,NA,NA,-268.15,1597.6,118.82
NA,NA,NA,-265.28,1597.5,118.85
NA,NA,NA,-260.75,1597.4,118.88
NA,NA,NA,-258.47,1597.3,118.91
NA,NA,NA,-255.55,1597.2,118.94
NA,NA,NA,-255.12,1597.1,118.97
NA,NA,NA,-257.29,1597,119
NA,NA,NA,-259.92,1596.85,119.03
NA,NA,NA,-259.87,1596.7,119.06
NA,NA,NA,-257.63,1596.55,119.09
NA,NA,NA,-254.42,1596.4,119.12
NA,NA,NA,-253.91,1596.25,119.15
NA,NA,NA,-254.81,1596.1,119.18
NA,NA,NA,-256.95,1595.9615,119.21
NA,NA,NA,-263.06,1595.8461,119.24
NA,NA,NA,-270.74,1595.7308,119.27
NA,NA,NA,-271.72,1595.6154,119.3
NA,NA,NA,-271.72,1595.5,119.33
NA,NA,NA,-268.65,1595.3846,119.36
NA,NA,NA,-262.8,1595.2692,119.39
NA,NA,NA,-262.57,1595.1538,119.42
NA,NA,NA,-265.55,1595.0385,119.45
NA,NA,NA,-268.34,1594.9048,119.48
NA,NA,NA,-271.49,1594.7143,119.52
NA,NA,NA,-269.11,1594.5714,119.55
NA,NA,NA,-265.61,1594.4286,119.58
NA,NA,NA,-261.19,1594.2857,119.61
NA,NA,NA,-257.71,1594.1429,119.64
NA,NA,NA,-257.8,1594,119.67
NA,NA,NA,-260.75,1593.8636,119.7
NA,NA,NA,-268.84,1593.7273,119.73
NA,NA,NA,-277.27,1593.5909,119.76
NA,NA,NA,-278.83,1593.4545,119.79
NA,NA,NA,-285.03,1593.3182,119.82
NA,NA,NA,-284.67,1593.1818,119.85
NA,NA,NA,-283.65,1593.0454,119.88
NA,NA,NA,-283.58,1592.8182,119.91
NA,NA,NA,-286.84,1592.5454,119.94
NA,NA,NA,-289.48,1592.2727,119.97
NA,NA,NA,-287.89,1592,120
NA,NA,NA,-283.77,1591.9,120.03
NA,NA,NA,-277.84,1591.8,120.06
NA,NA,NA,-269.9,1591.7,120.09
NA,NA,NA,-264.9,1591.6,120.12
NA,NA,NA,-262.41,1591.5,120.15
NA,NA,NA,-263.02,1591.4,120.18
NA,NA,NA,-267.69,1591.3,120.21
NA,NA,NA,-279.1,1591.2,120.24
NA,NA,NA,-291.14,1591.1,120.27
NA,NA,NA,-294.43,1591,120.3
NA,NA,NA,-295.7,1590.8696,120.33
NA,NA,NA,-292.39,1590.7391,120.36
NA,NA,NA,-285.06,1590.6087,120.39
NA,NA,NA,-280.63,1590.4783,120.42
NA,NA,NA,-276.94,1590.3478,120.45
NA,NA,NA,-276.55,1590.2174,120.48
NA,NA,NA,-282.25,1590.087,120.51
NA,NA,NA,-283.66,1589.9655,120.54
NA,NA,NA,-285.38,1589.8621,120.57
NA,NA,NA,-278.53,1589.7586,120.6
NA,NA,NA,-266.39,1589.6552,120.63
NA,NA,NA,-257.6,1589.5517,120.66
NA,NA,NA,-249.8,1589.4483,120.69
NA,NA,NA,-246.64,1589.3448,120.72
NA,NA,NA,-253.28,1589.2414,120.75
NA,NA,NA,-263.15,1589.1379,120.78
NA,NA,NA,-273.57,1589.0345,120.81
NA,NA,NA,-279.18,1588.9474,120.84
NA,NA,NA,-283.34,1588.8684,120.87
NA,NA,NA,-282.71,1588.7895,120.9
NA,NA,NA,-281.52,1588.7105,120.93
NA,NA,NA,-279.68,1588.6316,120.96
NA,NA,NA,-276.85,1588.5263,121
NA,NA,NA,-276.75,1588.4474,121.03
NA,NA,NA,-275.25,1588.3684,121.06
NA,NA,NA,-274.76,1588.2895,121.09
NA,NA,NA,-271.21,1588.2105,121.12
NA,NA,NA,-267.26,1588.1316,121.15
NA,NA,NA,-264.34,1588.0526,121.18
NA,NA,NA,-262.87,1587.9643,121.21
NA,NA,NA,-264.96,1587.8571,121.24
NA,NA,NA,-271.88,1587.75,121.27
NA,NA,NA,-282.48,1587.6429,121.3
NA,NA,NA,-282.92,1587.5357,121.33
NA,NA,NA,-282.2,1587.4286,121.36
NA,NA,NA,-278.02,1587.3214,121.39
NA,NA,NA,-271.45,1587.2143,121.42
NA,NA,NA,-265.47,1587.1071,121.45
NA,NA,NA,-263.2,1586.9565,121.49
NA,NA,NA,-264.04,1586.8261,121.52
NA,NA,NA,-270.54,1586.6956,121.55
NA,NA,NA,-276.69,1586.5652,121.58
NA,NA,NA,-278.04,1586.4348,121.61
NA,NA,NA,-275.64,1586.3043,121.64
NA,NA,NA,-270.97,1586.1739,121.67
NA,NA,NA,-265.5,1586.0435,121.7
NA,NA,NA,-261.33,1585.913,121.73
NA,NA,NA,-261.66,1585.7826,121.76
NA,NA,NA,-266.12,1585.6522,121.79
NA,NA,NA,-269.97,1585.5217,121.82
NA,NA,NA,-270.15,1585.3913,121.85
NA,NA,NA,-268.96,1585.2609,121.88
NA,NA,NA,-266.02,1585.1304,121.91
NA,NA,NA,-264.52,1584.9643,121.95
NA,NA,NA,-265.26,1584.8571,121.98
NA,NA,NA,-265.63,1584.75,122.01
NA,NA,NA,-266.44,1584.6429,122.04
NA,NA,NA,-264.16,1584.5357,122.07
NA,NA,NA,-262.62,1584.4286,122.1
NA,NA,NA,-260.36,1584.3214,122.13
NA,NA,NA,-259.91,1584.2143,122.16
NA,NA,NA,-261.6,1584.1071,122.19
NA,NA,NA,-274.2,1583.8333,122.25
NA,NA,NA,-281.92,1583.6667,122.28
NA,NA,NA,-285.06,1583.5,122.31
NA,NA,NA,-284.83,1583.3333,122.34
NA,NA,NA,-282.07,1583.1667,122.37
NA,NA,NA,-276.59,1583,122.4
NA,NA,NA,-272.71,1582.9062,122.43
NA,NA,NA,-270.22,1582.8125,122.46
NA,NA,NA,-271.8,1582.6875,122.5
NA,NA,NA,-276.54,1582.5937,122.53
NA,NA,NA,-280.96,1582.5,122.56
NA,NA,NA,-280.17,1582.4062,122.59
NA,NA,NA,-275.78,1582.3125,122.62
NA,NA,NA,-269.75,1582.2187,122.65
NA,NA,NA,-266.34,1582.125,122.68
NA,NA,NA,-265.4,1582.0312,122.71
NA,NA,NA,-267.34,1581.9091,122.74
NA,NA,NA,-271.32,1581.7727,122.77
NA,NA,NA,-273.27,1581.6364,122.8
NA,NA,NA,-271.46,1581.5,122.83
NA,NA,NA,-265.78,1581.3636,122.86
NA,NA,NA,-262.65,1581.2273,122.89
NA,NA,NA,-259.76,1581.0909,122.92
NA,NA,NA,-260.22,1580.9524,122.95
NA,NA,NA,-264.39,1580.8571,122.97
NA,NA,NA,-273.03,1580.7143,123
NA,NA,NA,-278.45,1580.5714,123.03
NA,NA,NA,-281.37,1580.4286,123.06
NA,NA,NA,-281.25,1580.2857,123.09
NA,NA,NA,-275.97,1580.1429,123.12
NA,NA,NA,-268.18,1580,123.15
NA,NA,NA,-261.96,1579.8636,123.18
NA,NA,NA,-257.99,1579.7273,123.21
NA,NA,NA,-258.18,1579.5909,123.24
NA,NA,NA,-261.36,1579.4545,123.27
NA,NA,NA,-265.88,1579.3182,123.3
NA,NA,NA,-270.16,1579.1818,123.33
NA,NA,NA,-272.06,1579.0454,123.36
NA,NA,NA,-271.2,1578.9394,123.39
NA,NA,NA,-270.94,1578.8485,123.42
NA,NA,NA,-271.78,1578.7576,123.45
NA,NA,NA,-279.46,1578.5454,123.52
NA,NA,NA,-286.65,1578.4545,123.55
NA,NA,NA,-284.96,1578.2727,123.61
NA,NA,NA,-279.82,1578.1818,123.64
NA,NA,NA,-274.38,1578.0909,123.67
NA,NA,NA,-264.39,1578,123.7
NA,NA,NA,-262.65,1577.9091,123.73
NA,NA,NA,-269.02,1577.8182,123.76
NA,NA,NA,-275.83,1577.7273,123.79
NA,NA,NA,-281.17,1577.6364,123.82
NA,NA,NA,-280.52,1577.5454,123.85
NA,NA,NA,-273.99,1577.4545,123.88
NA,NA,NA,-265.68,1577.3636,123.91
NA,NA,NA,-255.63,1577.2727,123.94
NA,NA,NA,-248.72,1577.1818,123.97
NA,NA,NA,-246,1577.0909,124
NA,NA,NA,-252.26,1577,124.03
NA,NA,NA,-260.22,1576.7857,124.06
NA,NA,NA,-267.42,1576.5714,124.09
NA,NA,NA,-272.14,1576.3571,124.12
NA,NA,NA,-271.85,1576.1429,124.15
NA,NA,NA,-267.54,1575.9583,124.18
NA,NA,NA,-265.05,1575.8333,124.21
NA,NA,NA,-261.29,1575.7083,124.24
NA,NA,NA,-259.99,1575.5833,124.27
NA,NA,NA,-261.63,1575.4583,124.3
NA,NA,NA,-262.21,1575.3333,124.33
NA,NA,NA,-262.27,1575.2083,124.36
NA,NA,NA,-260.98,1575.0833,124.39
NA,NA,NA,-258.34,1574.9655,124.42
NA,NA,NA,-254.53,1574.8621,124.45
NA,NA,NA,-252.68,1574.7586,124.48
NA,NA,NA,-254.25,1574.6552,124.51
NA,NA,NA,-260.42,1574.5517,124.54
NA,NA,NA,-269.54,1574.4483,124.57
NA,NA,NA,-275.62,1574.3448,124.6
NA,NA,NA,-276.42,1574.2414,124.63
NA,NA,NA,-273.82,1574.1379,124.66
NA,NA,NA,-270.99,1574.0345,124.69
NA,NA,NA,-267.63,1573.92,124.72
NA,NA,NA,-266.38,1573.8,124.75
NA,NA,NA,-268.49,1573.68,124.78
NA,NA,NA,-272.33,1573.56,124.81
NA,NA,NA,-274.95,1573.44,124.84
NA,NA,NA,-272.69,1573.32,124.87
NA,NA,NA,-267.6,1573.2,124.9
NA,NA,NA,-263.99,1573.08,124.93
NA,NA,NA,-261.17,1572.9444,124.96
NA,NA,NA,-264.54,1572.7778,124.99
NA,NA,NA,-270.81,1572.5556,125.03
NA,NA,NA,-276.7,1572.3889,125.06
NA,NA,NA,-279.38,1572.2222,125.09
NA,NA,NA,-277.86,1572.0556,125.12
NA,NA,NA,-274.49,1571.9167,125.15
NA,NA,NA,-270.67,1571.7917,125.18
NA,NA,NA,-267.55,1571.6667,125.21
NA,NA,NA,-267.69,1571.5417,125.24
NA,NA,NA,-272.86,1571.4167,125.27
NA,NA,NA,-279.75,1571.2917,125.3
NA,NA,NA,-282.67,1571.1667,125.33
NA,NA,NA,-284.46,1571.0417,125.36
NA,NA,NA,-287.04,1570.9091,125.39
NA,NA,NA,-289.19,1570.7727,125.42
NA,NA,NA,-293.15,1570.6364,125.45
NA,NA,NA,-296.11,1570.5,125.48
NA,NA,NA,-294.43,1570.3636,125.51
NA,NA,NA,-286.98,1570.2273,125.54
NA,NA,NA,-280.08,1570.0909,125.57
NA,NA,NA,-273.16,1569.9615,125.6
NA,NA,NA,-266.68,1569.8461,125.63
NA,NA,NA,-264.27,1569.7308,125.66
NA,NA,NA,-263.74,1569.6154,125.69
NA,NA,NA,-267.41,1569.5,125.72
NA,NA,NA,-267.99,1569.3846,125.75
NA,NA,NA,-267.74,1569.2692,125.78
NA,NA,NA,-270.39,1569.1538,125.81
NA,NA,NA,-270.56,1569.0385,125.84
NA,NA,NA,-269.86,1568.9048,125.87
NA,NA,NA,-285.39,1568.7619,125.9
NA,NA,NA,-289.27,1568.619,125.93
NA,NA,NA,-288.63,1568.4762,125.96
NA,NA,NA,-284.65,1568.2857,126
NA,NA,NA,-277.23,1568.1429,126.03
NA,NA,NA,-272.02,1568,126.06
NA,NA,NA,-269.33,1567.9,126.09
NA,NA,NA,-271.95,1567.8,126.12
NA,NA,NA,-277.46,1567.7,126.15
NA,NA,NA,-283.92,1567.6,126.18
NA,NA,NA,-286.77,1567.5,126.21
NA,NA,NA,-286.01,1567.4,126.24
NA,NA,NA,-284.09,1567.3,126.27
NA,NA,NA,-283.57,1567.2,126.3
NA,NA,NA,-284.77,1567.1,126.33
NA,NA,NA,-288.8,1567,126.36
NA,NA,NA,-295.47,1566.8421,126.39
NA,NA,NA,-296.72,1566.6842,126.42
NA,NA,NA,-294.24,1566.5263,126.45
NA,NA,NA,-287.97,1566.3684,126.48
NA,NA,NA,-281.98,1566.1579,126.52
NA,NA,NA,-276.14,1566,126.55
NA,NA,NA,-277.38,1565.88,126.58
NA,NA,NA,-281.92,1565.76,126.61
NA,NA,NA,-286.29,1565.64,126.64
NA,NA,NA,-285.94,1565.52,126.67
NA,NA,NA,-282.7,1565.4,126.7
NA,NA,NA,-277.57,1565.28,126.73
NA,NA,NA,-271.74,1565.16,126.76
NA,NA,NA,-266.81,1565.04,126.79
NA,NA,NA,-265.74,1564.8947,126.82
NA,NA,NA,-267.6,1564.7368,126.85
NA,NA,NA,-271.5,1564.5789,126.88
NA,NA,NA,-272.87,1564.421,126.91
NA,NA,NA,-274.55,1564.2632,126.94
NA,NA,NA,-276.02,1564.1053,126.97
NA,NA,NA,-277.07,1563.9524,127
NA,NA,NA,-279.11,1563.8095,127.03
NA,NA,NA,-277.22,1563.6667,127.06
NA,NA,NA,-271.77,1563.5238,127.09
NA,NA,NA,-266.16,1563.3809,127.12
NA,NA,NA,-260.49,1563.2381,127.15
NA,NA,NA,-258.3,1563.0952,127.18
NA,NA,NA,-260.89,1562.963,127.21
NA,NA,NA,-268.61,1562.8518,127.24
NA,NA,NA,-273.6,1562.7778,127.26
NA,NA,NA,-276.2,1562.6667,127.29
NA,NA,NA,-271,1562.5556,127.32
NA,NA,NA,-271.9,1562.4444,127.35
NA,NA,NA,-268.38,1562.3333,127.38
NA,NA,NA,-265.93,1562.2222,127.41
NA,NA,NA,-265.72,1562.1111,127.44
NA,NA,NA,-267.55,1562,127.47
NA,NA,NA,-268.01,1561.7692,127.5
NA,NA,NA,-270.44,1561.5385,127.53
NA,NA,NA,-269.46,1561.3077,127.56
NA,NA,NA,-270.98,1561.0769,127.59
NA,NA,NA,-274.09,1560.9259,127.62
NA,NA,NA,-279.18,1560.8148,127.65
NA,NA,NA,-285.05,1560.7037,127.68
NA,NA,NA,-292.09,1560.5926,127.71
NA,NA,NA,-292.29,1560.4815,127.74
NA,NA,NA,-286.76,1560.4074,127.76
NA,NA,NA,-278.61,1560.2963,127.79
NA,NA,NA,-270.25,1560.1852,127.82
NA,NA,NA,-261.81,1560.0741,127.85
NA,NA,NA,-259.02,1559.9286,127.88
NA,NA,NA,-256.46,1559.7143,127.91
NA,NA,NA,-256.19,1559.5,127.94
NA,NA,NA,-257.46,1559.2857,127.97
NA,NA,NA,-258.11,1559.0714,128
NA,NA,NA,-259.05,1558.8823,128.03
NA,NA,NA,-256.8,1558.7059,128.06
NA,NA,NA,-255.67,1558.5294,128.09
NA,NA,NA,-255.44,1558.3529,128.12
NA,NA,NA,-256.54,1558.1765,128.15
NA,NA,NA,-259.19,1557.95,128.19
NA,NA,NA,-262.64,1557.8,128.22
NA,NA,NA,-263.14,1557.65,128.25
NA,NA,NA,-261.5,1557.5,128.28
NA,NA,NA,-259.63,1557.35,128.31
NA,NA,NA,-256.8,1557.2,128.34
NA,NA,NA,-255.44,1557.05,128.37
NA,NA,NA,-256.98,1556.913,128.4
NA,NA,NA,-261.24,1556.7826,128.43
NA,NA,NA,-265.42,1556.6522,128.46
NA,NA,NA,-273.78,1556.4783,128.5
NA,NA,NA,-276.39,1556.3478,128.53
NA,NA,NA,-275.87,1556.2174,128.56
NA,NA,NA,-271.96,1556.087,128.59
NA,NA,NA,-265.78,1555.96,128.62
NA,NA,NA,-259.38,1555.84,128.65
NA,NA,NA,-256.2,1555.72,128.68
NA,NA,NA,-255.74,1555.6,128.71
NA,NA,NA,-259.57,1555.48,128.74
NA,NA,NA,-262.88,1555.36,128.77
NA,NA,NA,-264.09,1555.24,128.8
NA,NA,NA,-263.43,1555.08,128.84
NA,NA,NA,-263.55,1554.9643,128.87
NA,NA,NA,-267.35,1554.8571,128.9
NA,NA,NA,-270.86,1554.75,128.93
NA,NA,NA,-271.63,1554.6429,128.96
NA,NA,NA,-270.74,1554.5357,128.99
NA,NA,NA,-268.24,1554.4643,129.01
NA,NA,NA,-266.92,1554.3571,129.04
NA,NA,NA,-263.49,1554.25,129.07
NA,NA,NA,-259.62,1554.1429,129.1
NA,NA,NA,-258.65,1554.0357,129.13
NA,NA,NA,-254.6,1553.9167,129.16
NA,NA,NA,-253.54,1553.7917,129.19
NA,NA,NA,-253.08,1553.6667,129.22
NA,NA,NA,-252.65,1553.5417,129.25
NA,NA,NA,-252.07,1553.4167,129.28
NA,NA,NA,-254.13,1553.2917,129.31
NA,NA,NA,-255.12,1553.1667,129.34
NA,NA,NA,-256.21,1553.0417,129.37
NA,NA,NA,-259.96,1552.9167,129.4
NA,NA,NA,-263.87,1552.7917,129.43
NA,NA,NA,-268.4,1552.6667,129.46
NA,NA,NA,-270.19,1552.5417,129.49
NA,NA,NA,-269.41,1552.4167,129.52
NA,NA,NA,-263.86,1552.2917,129.55
NA,NA,NA,-258.62,1552.1667,129.58
NA,NA,NA,-254.03,1552.0417,129.61
NA,NA,NA,-253.05,1551.8823,129.64
NA,NA,NA,-259.49,1551.7059,129.67
NA,NA,NA,-263.92,1551.5294,129.7
NA,NA,NA,-267.03,1551.3529,129.73
NA,NA,NA,-267.06,1551.1765,129.76
NA,NA,NA,-265.25,1551,129.79
NA,NA,NA,-262.17,1550.9143,129.82
NA,NA,NA,-258.13,1550.8286,129.85
NA,NA,NA,-254.6,1550.7429,129.88
NA,NA,NA,-254.82,1550.6571,129.91
NA,NA,NA,-257.37,1550.5714,129.94
NA,NA,NA,-263.58,1550.4857,129.97
NA,NA,NA,-266.59,1550.4,130
NA,NA,NA,-266.49,1550.3143,130.03
NA,NA,NA,-264.83,1550.2286,130.06
NA,NA,NA,-263.4,1550.1429,130.09
NA,NA,NA,-261.27,1550.0571,130.12
NA,NA,NA,-264.78,1549.9545,130.15
NA,NA,NA,-272.66,1549.8182,130.18
NA,NA,NA,-279.48,1549.6818,130.21
NA,NA,NA,-282.66,1549.5454,130.24
NA,NA,NA,-281.08,1549.4091,130.27
NA,NA,NA,-278.13,1549.2727,130.3
NA,NA,NA,-274.73,1549.1364,130.33
NA,NA,NA,-273.62,1549,130.36
NA,NA,NA,-276.24,1548.8846,130.39
NA,NA,NA,-284.07,1548.7692,130.42
NA,NA,NA,-288.79,1548.6538,130.45
NA,NA,NA,-289.81,1548.5385,130.48
NA,NA,NA,-287.45,1548.3846,130.52
NA,NA,NA,-282.41,1548.2692,130.55
NA,NA,NA,-278.79,1548.1538,130.58
NA,NA,NA,-277.94,1548.0385,130.61
NA,NA,NA,-280.07,1547.9167,130.64
NA,NA,NA,-283.83,1547.7917,130.67
NA,NA,NA,-287.89,1547.6667,130.7
NA,NA,NA,-289.34,1547.5417,130.73
NA,NA,NA,-288.37,1547.4167,130.76
NA,NA,NA,-284.57,1547.2917,130.79
NA,NA,NA,-280.34,1547.1667,130.82
NA,NA,NA,-274.11,1547.0417,130.85
NA,NA,NA,-271.44,1546.9167,130.88
NA,NA,NA,-269.88,1546.7917,130.91
NA,NA,NA,-271.52,1546.6667,130.94
NA,NA,NA,-270.93,1546.5417,130.97
NA,NA,NA,-270.75,1546.4167,131
NA,NA,NA,-268.98,1546.2917,131.03
NA,NA,NA,-267.94,1546.1667,131.06
NA,NA,NA,-268.02,1546.0417,131.09
NA,NA,NA,-272.03,1545.913,131.12
NA,NA,NA,-277.53,1545.7826,131.15
NA,NA,NA,-282.78,1545.6522,131.18
NA,NA,NA,-286.81,1545.5217,131.21
NA,NA,NA,-288.12,1545.3913,131.24
NA,NA,NA,-287.77,1545.2609,131.27
NA,NA,NA,-286.98,1545.1304,131.3
NA,NA,NA,-289.18,1545,131.33
NA,NA,NA,-292.95,1544.8421,131.36
NA,NA,NA,-298.58,1544.6842,131.39
NA,NA,NA,-299.77,1544.5263,131.42
NA,NA,NA,-297.73,1544.3684,131.45
NA,NA,NA,-289.56,1544.2105,131.48
NA,NA,NA,-279.48,1544,131.52
NA,NA,NA,-269.5,1543.9091,131.55
