d18O (permil),year (AD)
28.52,2010
28.94,2009
28.9,2008
28.86,2007
29.91,2006
29.08,2005
29.23,2004
29.55,2003
29.22,2002
29.1,2001
29.31,2000
29.6,1999
29.16,1998
29.14,1997
29.23,1996
29.64,1995
29.54,1994
29.34,1993
29.32,1992
29.2,1991
30.32,1990
30.3,1989
28.95,1988
28.8,1987
29.17,1986
28.99,1985
29.44,1984
29.1,1983
29.26,1982
28.91,1981
28.97,1980
28.97,1979
29.16,1978
29.53,1977
30.04,1976
30.58,1975
28.7,1974
28.91,1973
29.22,1972
28.81,1971
29.13,1970
29.08,1969
28.82,1968
29.47,1967
28.97,1966
29.22,1965
29.73,1964
29.46,1963
28.83,1962
29.05,1961
28.64,1960
29.44,1959
28.51,1958
29.76,1957
28.62,1956
29.97,1955
28.82,1954
28.78,1953
29.27,1952
29.14,1951
29.36,1950
30,1949
29.17,1948
29.21,1947
29.11,1946
29.56,1945
29.7,1944
29.63,1943
28.56,1942
28.68,1941
29.26,1940
28.94,1939
28.39,1938
28.32,1937
27.87,1936
29.32,1935
29.19,1934
28.65,1933
28.15,1932
28.01,1931
28.49,1930
29.85,1929
29.36,1928
28.29,1927
29.06,1926
28.67,1925
27.89,1924
28.47,1923
29.08,1922
29.85,1921
28.7,1920
28.72,1919
29.01,1918
28.29,1917
28.62,1916
28.86,1915
29.25,1914
28.99,1913
27.8,1912
29.92,1911
28.56,1910
28.49,1909
28.81,1908
29.07,1907
29.07,1906
28.35,1905
29.39,1904
28.68,1903
28.56,1902
29.34,1901
28.73,1900
29.38,1899
29.33,1898
29.28,1897
29.21,1896
28.97,1895
29.29,1894
30.25,1893
29.13,1892
28.73,1891
28.34,1890
28.95,1889
28.87,1888
29.42,1887
29.2,1886
29.73,1885
29.57,1884
28.26,1883
28.5,1882
28.05,1881
28.2,1880
28.02,1879
29.15,1878
28.51,1877
28.91,1876
28.7,1875
29.79,1874
28.45,1873
28.88,1872
28.86,1871
28.98,1870
29.07,1869
30.18,1868
29.34,1867
29.43,1866
28.7,1865
29.45,1864
29.16,1863
28.98,1862
28.19,1861
27.5,1860
29.65,1859
29.47,1858
28.76,1857
29.19,1856
28.81,1855
28.74,1854
28.24,1853
29.29,1852
28.85,1851
28.68,1850
29.71,1849
28.43,1848
29.05,1847
28.42,1846
27.91,1845
28.86,1844
28.43,1843
28.66,1842
28.18,1841
28.79,1840
28.04,1839
28.37,1838
28.25,1837
28.13,1836
29.57,1835
29.05,1834
28.97,1833
29.09,1832
28.76,1831
29.36,1830
