d18O (permil),year (AD)
26.26,1865
26.2,1866
26.44,1867
26.76,1868
26.68,1869
26.93,1870
25.39,1871
25.79,1872
26.44,1873
26.07,1874
27.3,1875
25.48,1876
26.36,1877
25.62,1878
25.16,1879
25.39,1880
26.07,1881
26.05,1882
26.16,1883
26.04,1884
27.27,1885
23.64,1886
25.38,1887
25.58,1888
26.09,1889
25.87,1890
24.97,1891
25.91,1892
24.83,1893
25.08,1894
25.32,1895
25.41,1896
26.32,1897
25.81,1898
24.42,1899
25.03,1900
25.93,1901
25.11,1902
24.66,1903
23.78,1904
24.71,1905
24.82,1906
24.22,1907
24.88,1908
24.35,1909
24.35,1910
25.15,1911
25.49,1912
25.32,1913
23.92,1914
25.49,1915
24.33,1916
24.96,1917
23.88,1918
25,1919
26.54,1920
26.05,1921
24.58,1922
23.52,1923
25.83,1924
25.43,1925
23.81,1926
25.47,1927
25.83,1928
23.93,1929
25.05,1930
24.63,1931
24.63,1932
24.21,1933
25.47,1934
26.15,1935
26.08,1936
25.17,1937
25.59,1938
25.36,1939
26,1940
24.61,1941
24.81,1942
25.98,1943
25.34,1944
26.86,1945
26.02,1946
25.68,1947
24.93,1948
23.95,1949
25.59,1950
25.95,1951
24.51,1952
25.3,1953
26.02,1954
25.62,1955
24.25,1956
24.08,1957
24.05,1958
25.71,1959
23.6,1960
22.86,1961
23.55,1962
23.24,1963
23.43,1964
24.29,1965
24.43,1966
23.35,1967
23.4,1968
22.65,1969
