d18O (permil),year (AD),depth (cm)
-3.4,1734,15
-3.5,1647.6,21
-3.6,1532.4,29
-3.9,1417.2,37
-3.2,1273.2,47
-3.5,1186.8,53
-3.4,1071.6,61
-3.6,956.4,69
-4.4,841.2,77
-4.6,783.6,81
-4.8,726,85
-5,662.5,89
-4.9,589.2,93
-4.9,515.8,97
-5.1,442.5,101
-4.9,149.2,117
-5.4,75.8,121
-5.2,2.5,125
-5.1,-70.8,129
-4.6,-180.8,135
-6,-364.2,145
-4.5,-510.8,153
-4.5,-657.5,161
-4.2,-706.5,169
-3.8,-733,177
-4,-759.5,185
-4.1,-786,193
-3.8,-812.5,201
-3.5,-858.9,215
-3.4,-872.2,219
-3.7,-898.7,227
-3.4,-911.9,231
-3.6,-925.2,235
-3.5,-951.7,243
-3.9,-1028,247
-4.3,-1125.3,251
-4.3,-1222.7,255
-2.5,-1320,259
-4.9,-1417.3,263
-5.7,-1466,265
-8.99,-1612,271
-6.41,-1675.6,273
-6.47,-1739.3,275
-4.04,-1771.1,276
-4.1,-1866.5,279
-1.34,-1993.8,283
-1.33,-2121,287
-1.27,-2248.3,291
-1.66,-2375.6,295
-1.63,-2502.8,299
-4.17,-2630.1,303
-2.97,-2757.4,307
-2.4,-2884.6,311
-4.34,-3011.9,315
-0.9,-3139.1,319
-5.9,-3393.7,327
-5.1,-3648.2,335
-6,-3734.4,343
-6.7,-3796.5,351
-7.6,-3858.7,359
-7.2,-4107.3,391
-8.2,-4169.4,399
-7.3,-4231.6,407
-6.8,-4293.7,415
-5.4,-4355.9,423
-6.7,-4418,431
-7.3,-4480.2,439
-7.1,-4526.8,445
-6.5,-4542.3,447
-3.4,-4759.8,475
-6.4,-4822,483
-6.8,-4884.1,491
-3.1,-4946.3,499
-1.2,-5008.4,507
-3.2,-5070.6,515
-7.4,-5132.7,523
-4.2,-5194.9,531
-4.3,-5257,539
-6,-5424.8,547
-3.4,-5550.6,553
-2.1,-5718.4,561
-3.4,-5886.2,569
-6.6,-6054,577
-5.7,-6221.8,585
-6,-6389.6,593
-6.4,-6557.3,601
-3.3,-6725.1,609
-3.1,-6857.7,617
-5.2,-6931.4,625
-6.3,-7005.1,633
-6.6,-7078.9,641
-6.8,-7189.5,653
-6.6,-7263.2,661
-6.8,-7337,669
-7.5,-7410.7,677
-7.3,-7484.4,685
-8,-7558.2,693
-7.5,-7631.9,701
-5.9,-7705.7,709
-5.9,-7779.4,717
-6.4,-7853.1,725
-6.7,-7908.4,731
-6.4,-8129.7,755
-7.1,-8203.4,763
-7.7,-8258.7,769
-6.7,-8350.9,779
-7.1,-8406.2,785
-6.9,-8553.7,801
-7.4,-8609,807
-7.4,-8664.3,813
