year (AD),depth (cm),d18O (permil)
1983,3,-11.32
1932,7,-10.85
1913,8,-11.08
1893,9,-10.31
1884,9.5,-10.41
1874,10,-11.1
1864,10.5,-11.23
1815,13,-11.23
1796,14,-12.05
1786,14.5,-10.9
1776,15,-12.13
1767,15.5,-11.97
1757,16,-11.56
1747,16.5,-11.77
1738,17,-11.94
1728,17.5,-12.06
1718,18,-12.17
1708,18.5,-11.87
1699,19,-11.78
1689,19.5,-12.37
1679,20,-11.88
1669,20.5,-11.86
1572,25.5,-11.74
1562,26,-11.45
1553,26.5,-12
1543,27,-12.6
1533,27.5,-12.85
1523,28,-13.01
1514,28.5,-12.75
1504,29,-12.54
1494,29.5,-12.41
1484,30,-12.16
1475,30.5,-11.38
1465,31,-11.9
1455,31.5,-11.59
1445,32,-11.52
1436,32.5,-11.64
1426,33,-11.62
1416,33.5,-11.72
1407,34,-12.42
1397,34.5,-12.41
1387,35,-12.54
1377,35.5,-12.29
1368,36,-12.15
1358,36.5,-12.15
1348,37,-12.46
1338,37.5,-12.38
1329,38,-12.65
1319,38.5,-12.76
1309,39,-12.68
1299,39.5,-12.59
1290,40,-12.85
1280,40.5,-12.88
1270,41,-12.85
1261,41.5,-12.54
1251,42,-12.07
1241,42.5,-11.68
1231,43,-11.77
1222,43.5,-11.93
1212,44,-11.88
1202,44.5,-11.91
1192,45,-12.41
1183,45.5,-12.61
1173,46,-12.86
1163,46.5,-12.87
1153,47,-12.72
1105,49.5,-11.9
1095,50,-11.64
1085,50.5,-11.59
1076,51,-11.18
1066,51.5,-11.39
1056,52,-11.5
1046,52.5,-11.51
1037,53,-11.75
1027,53.5,-12.02
1017,54,-12.11
1007,54.5,-12.3
998,55,-12.37
988,55.5,-12.24
