year (AD),depth (cm),d18O (permil)
1815.6,5,0.30036231
1647.6,10,2.10014001
1479.6,15,3.17803643
1345.2,19,2.79443849
1143.6,25,5.18862553
1041.000272,30,3.32698355
954.7506129,35,-0.17445589
868.5009534,40,2.65297813
782.2512938,45,5.8769149
696.0016343,50,5.43824987
609.7519748,55,3.0644544
523.5023153,60,1.86125326
178.5036772,80,3.3038337
92.25401772,85,2.46571062
-80.24530131,95,6.70006446
-252.7446203,105,3.6042892
-338.9942799,110,2.96082188
-425.2439394,115,2.97195351
-511.4935989,120,2.25883962
-597.7432584,125,3.41652914
-683.9929179,130,0.90698689
-770.2425774,135,4.81251435
-856.4922369,140,4.63332466
-1120.780387,145,2.561511595
-1385.068536,150,3.03637905
-1649.356686,155,4.243963885
-1913.644836,160,3.538758693
-1969.77059,165,0.90048523
-2025.896344,170,3.391359835
-2082.022098,175,3.798797195
-2138.147851,180,2.770352795
-2194.273605,185,2.63731504
-2250.399359,190,2.01384525
-2306.525113,195,2.0616226
-2418.776621,205,1.53863301
-2599.956137,210,2.52255089
-2781.135654,215,1.81367293
-2962.31517,220,1.93139238
-3006.699412,225,1.56335902
-3051.083653,230,0.79429145
-3255.251164,253,1.24152685
-3317.389102,260,0.24677287
-3344.019647,263,2.0990564
-3610.325096,293,1.98655798
-3672.463034,300,2.37133804
-3699.093579,303,2.67031589
-3743.47782,308,2.57525374
-3787.862062,313,4.90698544
-3832.246303,318,2.77059907
-3868.881063,323,4.87969817
-3900.349501,328,5.079969
-3931.817939,333,2.0123676
-3975.873752,340,5.72974096
-3994.754814,343,4.33513489
-4057.69169,353,2.77522904
-4101.747503,360,0.64839814
-4123.203816,363,2.51250287
-4158.964336,368,0.37404779
-4302.006419,388,1.24044324
-4337.76694,393,0.82906548
-4387.831669,400,0.18086968
-4409.287981,403,-0.15800472
-4445.048502,408,0.09181664
-4480.809023,413,-0.10737058
-4530.873752,420,-0.2927664
-4552.330064,423,-1.60482109
-4588.090585,428,0.17761885
-4695.372147,443,1.00983133
-4731.132668,448,4.98037539
-4802.653709,458,5.44219027
-4816.957917,460,1.51203531
-4838.41423,463,3.67472385
-4874.17475,468,0.62061832
-4960,480,-0.64789495
-5064.166667,485,0.15870493
-5168.333333,490,1.55537971
-5376.666667,500,-0.68079729
-5480.833333,505,0.04965436
