year (AD),d18O (permil)
1901,27.638
1902,27.593
1903,27.418
1904,29.602
1905,28.039
1906,28.242
1907,27.984
1908,28.058
1909,28.728
1910,28.864
1911,28.159
1912,27.653
1913,26.494
1914,26.315
1915,26.973
1916,27.187
1917,26.746
1918,27.091
1919,27.534
1920,26.652
1921,26.871
1922,28.079
1923,27.649
1924,27.566
1925,27.82
1926,29.06
1927,28.211
1928,27.961
1929,28.396
1930,27.769
1931,28.06
1932,26.574
1933,27.453
1934,27.704
1935,27.611
1936,27.181
1937,27.829
1938,27.033
1939,28.585
1940,28.681
1941,27.666
1942,25.746
1943,28.025
1944,29.456
1945,29.916
1946,28.116
1947,26.503
1948,27.994
1949,28.875
1950,27.935
1951,29.343
1952,28.739
1953,28.283
1954,28.315
1955,28.682
1956,28.811
1957,28.059
1958,27.425
1959,27.685
1960,26.733
1961,26.469
1962,28.489
1963,29.272
1964,28.628
1965,29.822
1966,28.365
1967,27.026
1968,28.36
1969,26.078
1970,25.939
1971,26.805
1972,26.32
1973,28.111
1974,30.926
1975,28.601
1976,26.526
1977,26.999
1978,28.659
1979,28.483
1980,29.112
1981,29.003
1982,28.897
1983,27.279
1984,26.403
1985,27.532
1986,29.739
1987,30.282
1988,26.457
1989,29.928
1990,26.623
1991,28.814
1992,28.016
1993,26.558
1994,27.155
1995,27.2
1996,28.903
1997,28.781
1998,28.375
1999,28.631
2000,30.22
2001,28.443
2002,28.764
2003,29.971
2004,29.306
