year (AD),depth (cm),d18O (permil)
1950,1,-4.56
1923,3,-4.35
1895,5,-4.34
1868,7,-4.33
1841,9,-4.37
1813,11,-4.44
1786,13,-4.23
1758,15,-4.33
1730,17,-4.36
1703,19,-4.37
1675,21,-4.41
1647,23,-4.66
1620,25,-4.78
1592,27,-4.54
1564,29,-4.67
1536,31,-4.35
1508,33,-4.22
1480,35,-4.29
1453,37,-4.28
1425,39,-4.16
1397,41,-4.29
1370,43,-4.21
1342,45,-4.24
1314,47,-4.34
1287,49,-4.12
1260,51,-4.02
1233,53,-4.12
1206,55,-4.05
1179,57,-4.44
1152,59,-4.32
1125,61,-4.07
1099,63,-4.23
1072,65,-4.34
1046,67,-4.2
1021,69,-4.35
995,71,-4.15
969,73,-4.21
944,75,-4.33
919,77,-4.15
894,79,-4.2
870,81,-4.34
846,83,-4.34
822,85,-4.17
798,87,-4.33
775,89,-4.22
752,91,-4.29
729,93,-4.42
707,95,-4.28
685,97,-4.5
663,99,-4.51
642,101,-4.48
621,103,-4.61
601,105,-4.56
581,107,-4.45
561,109,-4.52
542,111,-4.48
523,113,-4.51
504,115,-4.55
486,117,-4.55
469,119,-4.62
435,321,-4.47
419,323,-4.61
404,325,-4.67
389,327,-4.68
374,329,-4.58
360,331,-4.65
346,333,-4.58
332,335,-4.74
319,337,-4.8
307,339,-4.79
294,341,-4.67
282,343,-4.92
270,345,-5.3
258,351,-5.16
247,353,-4.69
236,355,-4.57
225,357,-4.5
214,359,-4.66
203,361,-4.64
193,363,-4.66
182,365,-4.89
172,367,-4.59
162,369,-4.53
152,371,-4.55
142,373,-4.65
132,375,-4.6
122,377,-4.62
112,379,-4.48
102,381,-4.51
92,383,-4.66
82,385,-4.63
72,387,-4.98
62,389,-4.67
52,391,-4.79
41,393,-4.66
31,395,-4.72
20,397,-4.5
9,399,-4.75
-2,401,-4.7
-7,402,-4.67
-19,404,-4.48
-31,406,-4.02
-42,408,-4.59
-55,410,-4.58
-67,412,-4.41
-86,415,-4.75
-100,417,-4.91
-113,419,-4.63
-127,421,-4.6
-142,423,-4.47
-157,425,-4.51
-172,427,-4.6
-188,429,-4.71
-204,431,-4.6
-221,433,-4.61
-238,435,-4.74
-256,437,-4.89
-274,439,-4.67
-293,441,-4.82
-313,443,-5.06
-333,445,-4.92
-353,447,-4.83
-374,449,-5.05
-396,451,-5.01
-419,453,-4.95
-442,455,-5.05
-466,457,-5.01
-490,459,-4.83
-515,461,-4.89
-541,463,-4.86
-567,465,-4.78
-594,467,-4.72
-622,469,-4.63
-650,471,-4.66
-679,473,-4.69
-708,475,-4.67
-739,477,-4.62
-770,479,-4.68
-802,481,-4.81
-834,483,-4.91
-867,485,-5.08
-901,487,-5.12
-935,489,-5.12
-971,491,-5.12
-1007,493,-5.15
-1043,495,-5.14
-1081,497,-5.1
-1119,499,-5.05
-1158,501,-5.17
-1198,503,-5.2
-1238,505,-5.22
-1279,507,-5.21
-1321,509,-5.34
-1364,511,-5.16
-1408,513,-5.13
-1452,515,-5.18
-1497,517,-5.07
-1543,519,-4.95
-1590,521,-4.94
-1637,523,-5.02
-1685,525,-5.07
-1734,527,-5.04
-1784,529,-5.02
-1835,531,-5.02
-1887,533,-5.09
-1939,535,-5.07
-1993,537,-4.98
-2049,539,-5.05
-2105,541,-5.13
-2163,543,-5.12
-2282,551,-5.16
-2344,553,-5.15
-2407,555,-5
-2471,557,-5.12
-2537,559,-5.12
-2604,561,-5.21
-2672,563,-5.22
-2742,565,-5.31
-2814,567,-5.11
-2887,569,-5.04
-2961,571,-4.59
-3037,573,-5.02
-3115,575,-5.1
-3194,577,-5.07
-3274,579,-5.02
-3356,581,-5.15
-3439,583,-5.19
-3523,585,-5.38
-3608,587,-5.49
-3694,589,-5.38
-3781,591,-5.58
-3868,593,-5.48
-3956,595,-5.62
-4044,597,-5.66
-4132,599,-5.71
-4221,601,-5.53
-4310,603,-5.65
-4399,605,-5.73
-4487,607,-5.81
-4576,609,-5.74
-4664,611,-5.91
-4751,613,-5.98
-4838,615,-5.83
-4925,617,-5.84
-5095,621,-5.88
-5179,623,-5.77
-5262,625,-5.74
-5343,627,-5.74
-5423,629,-5.49
-5502,631,-5.52
-5579,633,-5.55
-5655,635,-5.62
-5729,637,-5.69
-5801,639,-5.82
-5871,641,-5.78
-5939,643,-5.83
-6004,645,-5.58
-6068,647,-5.73
-6129,649,-5.9
-6187,651,-5.74
-6243,653,-5.82
-6296,655,-5.81
-6347,657,-6
-6394,659,-5.96
-6439,661,-5.91
-6482,663,-5.95
-6522,665,-5.94
-6560,667,-6.11
-6596,669,-5.86
-6630,671,-5.77
-6662,673,-5.81
-6692,675,-5.8
-6721,677,-5.96
-6748,679,-6.12
-6773,681,-6.22
-6798,683,-6.11
-6821,685,-6.03
-6843,687,-5.89
-6864,689,-6.03
-6885,691,-5.41
-6905,693,-5.37
-6924,695,-5.85
-6943,697,-6.1
-6961,699,-6.5
-6979,701,-6.37
-6997,703,-4.43
-7016,705,-2.12
-7034,707,-4.4
-7053,709,-2.96
-7072,711,-4.83
-7091,713,-5.15
-7111,715,-4.98
-7131,717,-5.5
-7152,719,-6.28
-7173,721,-6.16
-7194,723,-5.02
-7825,775,-3.91
-7851,777,-5.2
-7877,779,-4.52
-7903,781,-4.82
-7929,783,-3.97
-7955,785,-3.82
-7981,787,-4.32
-8007,789,-5.2
-8033,791,-5.25
-8059,793,-4.49
-8085,795,-4.86
-8111,797,-5.07
-8143,799.5,-4.95
-8168,801.5,-2.12
-8194,803.5,-2.82
-8219,805.5,-2.72
-8244,807.5,-4.09
-8270,809.5,1.88
-8314,813,-5.41
