year (AD),d18O (permil)
1918.9435,-50.12
1910.2775,-49.16
1901.6115,-48.14
1892.9455,-50.35
1883.6156,-50.94
1874.2857,-50.6
1864.9558,-50.52
1855.13486667,-51.07
1845.3139333,-49.97
1835.493,-50.89
1825.329,-51.6
1815.165,-50.45
1805.001,-50.81
1794.5563333,-49.98
1784.1116667,-50.62
1773.667,-51.07
1763.265,-51.72
1752.863,-50.11
1742.461,-52.51
1731.6486667,-50.22
1720.8363333,-49.92
1710.024,-49.86
1698.6156667,-50.44
1687.2073333,-50.7
1675.799,-51.7
1663.8346667,-50.98
1651.8703333,-50.72
1639.906,-51.68
1627.7246667,-51.17
1615.5433333,-51.26
1603.362,-50.64
1590.6103333,-51.5
1577.8586667,-51.56
1565.107,-51.89
1552.1583333,-51
1539.2096667,-50.55
1526.261,-50.58
1513.6063333,-51.93
1500.9516667,-50.5
1488.297,-50.49
1475.464,-51.06
1462.631,-51.24
1449.798,-50.23
1436.5786667,-52.52
1423.3593333,-51.03
1410.14,-50.94
1396.9193333,-49.54
1383.6986667,-50.14
1370.478,-51.18
1357.6033333,-49.53
1344.7286667,-51.2
1331.854,-51.18
1319.3016667,-49.33
1306.7493333,-49.82
1294.197,-50.43
1280.55,-51.31
1266.903,-51.06
1253.256,-51.1
1238.7506667,-51.02
1224.2453333,-51.49
1209.74,-51.68
1195.14,-51.58
1180.54,-50.7
1165.94,-50.82
1152.3606667,-50.44
1138.7813333,-50.65
1125.202,-50.24
1112.4526667,-49.93
1099.7033333,-49.7
1086.954,-49.57
1073.3226667,-51.58
1059.6913333,-50.27
1046.06,-51.79
1031.4513333,-49.99
1016.8426667,-51.45
1002.234,-51.04
987.3013333,-51.16
972.3686667,-51.28
957.436,-50.41
942.614,-51.06
927.792,-50.98
912.97,-51.55
898.536667,-50.61
884.103333,-49.76
869.67,-50.36
854.89,-51.06
840.11,-51.2
825.33,-50.17
810.41,-51.09
795.49,-49.6
780.57,-51.35
766.336667,-50.9
752.103333,-49.91
737.87,-49.89
723.543333,-50.1
709.216667,-51.15
694.89,-50.29
679.823333,-50.31
664.756667,-50.3
649.69,-50.8
634.606667,-50.77
619.523333,-49.77
604.44,-50.47
589.526667,-50
574.613333,-50.9
559.7,-49.43
545.166667,-50.25
530.633333,-50.89
516.1,-50.76
499.82,-51
483.54,-51.03
467.26,-50.98
451.206667,-49.87
435.153333,-51.44
419.1,-50.93
403.11,-50.99
387.12,-50.65
371.13,-50.03
354.92,-51.38
338.71,-50.48
322.5,-50.38
305.733333,-51.65
288.966667,-51.3
272.2,-50.27
255.493333,-51.61
238.786667,-50.43
222.08,-50.47
205.193333,-51.28
188.306667,-51.11
171.42,-50.64
154.526667,-50.55
137.633333,-50.16
120.74,-51.68
103.37,-50.68
86,-51.41
68.6300000000001,-51.45
52.176667,-50.2
35.7233329999999,-51.44
19.27,-49.36
2.59999999999991,-50.68
