year (AD),d18O (permil)
3,-27.4
8,-27.77
13,-26.14
18,-26.52
23,-27.77
28,-27.6
33,-26.85
38,-26.62
43,-27.41
48,-26.91
53,-26.78
58,-27.23
63,-27.92
68,-26.27
73,-26.39
78,-26.68
83,-27.9
88,-28.29
93,-27.37
98,-27.36
103,-27.86
108,-27.32
113,-27.12
118,-27.04
123,-26.5
128,-26.87
133,-26.71
138,-26.04
143,-27.67
148,-26.82
153,-27.44
158,-27.08
163,-25.54
168,-27.98
173,-27.01
178,-27.01
183,-28.61
188,-27.17
193,-27.03
198,-26.91
203,-27.56
208,-27.41
213,-27.34
218,-27.68
223,-28.1
228,-27.83
233,-27.25
238,-27.32
243,-27.99
248,-27.3
253,-26.73
258,-27.3
263,-27.12
268,-27.65
273,-28.52
278,-27.06
283,-27.14
288,-27.01
293,-26.69
298,-26.32
303,-27.34
308,-28.22
313,-28.15
318,-27.21
323,-27.05
328,-26.51
333,-27.13
338,-26.75
343,-26.53
348,-27.69
353,-27.11
358,-27.7
363,-27.69
368,-27.07
373,-27.24
378,-27.03
383,-27.67
388,-26.85
393,-26.72
398,-27.19
403,-26.37
408,-27.05
413,-26.56
418,-25.83
423,-26.92
428,-26.59
433,-26.59
438,-26.73
443,-27.36
448,-27.07
453,-26.58
458,-26.87
463,-27.37
468,-27.85
473,-28.38
478,-27.83
483,-28.14
488,-27.14
493,-27.41
498,-26.13
503,-26.84
508,-26.82
513,-26.87
518,-27.33
523,-27.12
528,-27.62
533,-27.08
538,-27.25
543,-27.44
548,-26.4
553,-26.92
558,-26.83
563,-27.03
568,-26.31
573,-27.56
578,-27.18
583,-27.24
588,-28.07
593,-27.28
598,-27.26
603,-27.41
608,-27.47
613,-26.86
618,-27.41
623,-27.62
628,-26.85
633,-26.8
638,-27.01
643,-27.82
648,-27.52
653,-27.61
658,-27.16
663,-26.84
668,-28.22
673,-27.13
678,-26.94
683,-27.57
688,-28.2
693,-27.3
698,-27.61
703,-27.41
708,-27.56
713,-27.57
718,-27.14
723,-27.83
728,-26.03
733,-27.83
738,-27.11
743,-27.24
748,-26.7
753,-27.12
758,-26.76
763,-26.32
768,-26.74
773,-25.95
778,-27.03
783,-28.11
