year (AD),depth (cm),d18O (permil)
-8257,2,-10.038
-8266,4,-10.134
-8275,6,-10.148
-8284,8,-10.255
-8293,10,-10.231
-8302,12,-10.242
-8311,14,-10.193
-8320,16,-10.202
-8329,18,-10.242
-8338,20,-10.191
-8347,22,-10.247
-8356,24,-10.193
-8365,26,-10.158
-8374,28,-10.23
-8382,30,-10.1
-8391,32,-10.214
-8400,34,-10.249
-8409,36,-10.074
-8418,38,-10.105
-8427,40,-10.085
-8436,42,-10.103
-8445,44,-10.092
-8454,46,-10.274
-8463,48,-10.158
-8472,50,NA
-8481,52,-10.273
-8490,54,-10.091
-8499,56,-10.135
-8508,58,-10.04
-8516,60,-10.199
-8525,62,-9.956
-8534,NA,NA
-8543,66,-9.997
-8552,NA,NA
-8561,70,-10.017
-8570,NA,NA
-8579,74,-10.03
-8600,NA,NA
-8622,78,-10.054
-8643,80,-10.12
-8665,82,-10.018
-8686,84,-9.906
-8708,86,-9.928
-8729,NA,NA
-8751,90,-9.956
-8772,92,-10.013
-8793,94,-9.939
-8815,96,-9.878
-8836,98,-9.894
-8858,100,-9.973
-8879,102,-9.864
-8901,104,-9.964
-8922,106,-9.842
-8944,108,-9.862
-8965,110,-9.732
-8986,112,-9.856
-9008,114,-9.881
-9029,116,-9.886
-9051,118,-9.808
-9072,120,-9.85
-9094,122,-9.688
-9115,124,-9.81
-9137,126,-9.588
-9158,128,-9.724
-9166,130,-9.803
-9174,132,-9.756
-9183,134,-9.376
-9191,136,-9.853
-9199,138,-9.726
-9207,140,-9.623
-9216,142,-9.631
-9224,144,-9.468
-9232,146,-9.613
-9240,148,-9.644
-9249,150,-9.533
-9257,152,-9.626
-9265,154,-9.459
-9273,156,-9.598
-9282,158,-9.532
-9290,160,-9.435
-9298,NA,NA
-9306,164,-9.434
-9315,166,-9.32
-9323,168,-9.413
-9331,170,-9.274
-9351,172,-9.446
-9372,174,-9.211
-9392,176,-9.114
-9412,178,-8.954
-9436,180,-8.946
-9459,182,-8.972
-9483,184,-8.861
-9507,186,-8.84
-9530,188,-8.712
-9554,190,-8.766
-9578,192,-8.811
-9602,194,-8.772
-9625,196,-8.664
-9649,198,-8.503
-9673,200,-8.438
-9696,202,-8.26
-9720,204,-8.165
-9744,206,-8.277
-9767,208,-8.246
-9791,210,-8.106
-9815,212,-7.988
-9838,214,-8.121
-9862,216,-8.103
-9886,218,-8.187
-9910,220,-7.938
-9933,222,-8.153
-9957,224,-8.132
-9981,226,-8.255
-10004,228,-8.103
-10028,230,-8.343
-10052,232,-8.27
-10075,234,-8.243
-10099,236,-8.314
-10123,238,-8.218
-10146,240,-8.384
-10170,242,-8.337
-10194,244,-8.235
-10217,246,-8.302
-10241,248,-8.446
-10265,250,-8.305
-10289,252,-8.417
-10312,254,-8.7
-10336,256,-8.507
-10360,258,-8.528
-10383,260,-8.585
-10407,262,-8.757
-10431,264,-8.547
-10454,266,-8.708
-10478,268,-8.725
-10502,270,-8.829
-10525,272,-8.948
-10549,274,-8.934
-10573,276,-9.094
-10597,278,-8.855
-10620,280,-8.96
-10644,282,-9.029
-10668,284,-9.253
-10691,286,-9.225
-10715,288,-9.303
-10759,290,-9.402
-10803,292,-9.306
-10848,294,-9.592
-10892,296,-9.702
-10936,298,-9.555
-10980,300,-9.603
-10997,302,-9.757
-11014,304,-9.686
-11031,306,-9.503
-11048,308,-9.526
-11065,310,-9.555
-11082,312,-9.624
-11099,314,-9.457
-11117,316,-9.578
-11134,318,-9.564
-11151,320,-9.54
-11168,322,-9.401
-11185,324,-9.462
-11202,326,-9.608
-11219,328,-9.577
-11236,330,-9.629
