year (AD),d18O (permil)
1994,-43.32
1993,-42.15
1992,-43.04
1991,-45.51
1990,-44.34
1989,-42.8
1988,-43.51
1987,-41.98
1986,-44.09
1985,-46.42
1984,-47.57
1983,-47.85
1982,NA
1981,-42.72
1980,-42.88
1979,-45.72
1978,-45.91
1977,-42.57
1976,-44.41
1975,-45.34
1974,-45.29
1973,-45.39
1972,-46.73
1971,-43.7
1970,-41.69
1969,-43.65
1968,-43.97
1967,-43.42
1966,-44.98
1965,-45.78
1964,-47.64
1963,-44.66
1962,-43.54
1961,-45.86
1960,-46.92
1959,-45.94
1958,-42.61
1957,-42.83
1956,-45.16
1955,-44.98
1954,-45.51
1953,-47.16
1952,-44.6
1951,-45.45
1950,-44.8
1949,-43.99
1948,-45.06
1947,-45.31
1946,-44.79
1945,-44.74
1944,-44.64
1943,-44.98
1942,-47.15
1941,-45.61
1940,-43.93
1939,-43.8
1938,-43.77
1937,-45.78
1936,-43.17
1935,-43.3
1934,-44.24
1933,-45.79
1932,-43.59
1931,-44.9
1930,-43.51
1929,-43.85
1928,-46.59
1927,-47.23
1926,-46.04
1925,-44.99
1924,-43.12
1923,-42.41
1922,-42.76
1921,-43
1920,-42.89
1919,-43.56
1918,-44.2
1917,-45.61
1916,-44.46
1915,-43.31
1914,-43.66
1913,-45.08
1912,-45.87
1911,-46.18
1910,-47.12
1909,-47.3
1908,-47.61
1907,-46.91
1906,-45.16
1905,-44.46
1904,-45.18
1903,-45.29
1902,-45.86
1901,-45.35
1900,-44.51
1899,-44.19
1898,-44.62
1897,-44.72
1896,-46.76
1895,-46.97
1894,-46.05
1893,-45.07
1892,-44.46
1891,-44.82
1890,-44.56
1889,-44.81
1888,-46.23
1887,-46.06
1886,-46.19
1885,-46.98
1884,-47.16
1883,-44.98
1882,-43.88
1881,-46.1
1880,-44.46
1879,-44.5
1878,-45.43
1877,NA
1876,-44.03
1875,-43.97
1874,-45.38
1873,-45.82
1872,-43.91
1871,-44.34
1870,-45.15
1869,-44.82
1868,-44.71
1867,-44.24
1866,-43.65
1865,-45.04
1864,-46.27
1863,-45.93
1862,-45.49
1861,-45.69
1860,-46.5
1859,-46.47
1858,-45.22
1857,-45.74
1856,-46.02
1855,-46.27
1854,-47.17
1853,-47.2
1852,-46
1851,-45.91
1850,-46.02
1849,-45.95
1848,-45.8
1847,-45.7
1846,-45.84
1845,-46.46
1844,-46.83
1843,-46.82
1842,-46.09
1841,-44.94
1840,-45.12
1839,-45.8
1838,-45.26
1837,-44.86
1836,-45.11
1835,-45.21
1834,-44.51
1833,-43.96
1832,-44.33
1831,-44.09
1830,-42.82
1829,-42.77
1828,-45.59
1827,-46.56
1826,-45.62
1825,-45.27
1824,-45.06
1823,-46.05
1822,-46.12
1821,-46.06
1820,-45.36
1819,-44.04
1818,-44.05
1817,-45.03
1816,-45.72
1815,-45.82
1814,-45.01
1813,-44.4
1812,-44.28
1811,-44.07
1810,-43.72
1809,-43.07
1808,-42.81
1807,-44.08
1806,-44.5
1805,-45.17
1804,-44.45
1803,-43.69
1802,-44.18
1801,-44.02
1800,-44.46
1799,-44.55
1798,-44.83
1797,-43.31
1796,-42.29
1795,-45.47
1794,-46.7
1793,-46.53
1792,-45.69
1791,-44.35
1790,-43.99
1789,-45.05
1788,-45.28
1787,-44.3
1786,-43.16
1785,-45.19
1784,-46.67
1783,-47.13
1782,-45.76
1781,-45.02
1780,-46.28
1779,-47.23
1778,-46.92
1777,-45.85
1776,-46.34
1775,-46.25
1774,-46.59
1773,-46.4
1772,-45.1
1771,-44.59
1770,-45.12
1769,-44.4
1768,-42.24
1767,-42.08
1766,-42.94
1765,-44.56
1764,-45.29
1763,-45.21
1762,-44.83
1761,-45.4
1760,-45.9
1759,-45.53
1758,-42.89
1757,-43.23
1756,-45.08
1755,-45.74
1754,-45.07
1753,-43.16
1752,-43.7
1751,-44.79
1750,-45.47
1749,-46.62
1748,-47.02
1747,-46.07
1746,-44.5
1745,-43.12
1744,-43.52
1743,-44.6
1742,-46.24
1741,-46.58
1740,-45.75
1739,-44.63
1738,-44.01
1737,-44.68
1736,-45.1
1735,-44.81
1734,-45.16
1733,-46.39
1732,-46.68
1731,-45.56
1730,-45.21
1729,-44.97
1728,-44.24
1727,-43.32
1726,-43.93
1725,-46.05
1724,-47.06
1723,-47.74
1722,-47.77
1721,-46.42
1720,-44.7
1719,-43.6
1718,-43.49
1717,-43.5
1716,-43.85
1715,-45.8
1714,-46.18
1713,-45.66
1712,-45.35
1711,-45.32
1710,-45.47
1709,-45.7
1708,-45.46
1707,-44.4
1706,-44.25
1705,-45.11
1704,-45.36
1703,-45.32
