year (AD),d18O (permil)
1998,-19.2599
1997,-22.1392
1996,-20.3402
1995,-18.7155
1994,-17.492
1993,-20.4612
1992,-18.9546
1991,-18.1599
1990,-18.5843
1989,-19.1415
1988,-18.8079
1987,-21.2032
1986,-21.8714
1985,-19.795
1984,-19.9317
1983,-18.8128
1982,-18.8577
1981,-20.4722
1980,-21.9066
1979,-20.1338
1978,-19.513
1977,-20.359
1976,-20.1617
1975,-19.2083
1974,-21.5593
1973,-20.4205
1972,-20.647
1971,-20.3449
1970,-20.8687
1969,-19.6545
1968,-19.111
1967,-19.5328
1966,-20.7008
1965,-19.9655
1964,-20.6264
1963,-20.8811
1962,-21.2075
1961,-21.2578
1960,-19.9029
1959,-20.0962
1958,-19.1415
1957,-19.2223
1956,-20.3442
1955,-19.9999
1954,-19.2582
1953,-20.3247
1952,-20.0677
1951,-19.1082
1950,-19.8285
1949,-19.6823
1948,-20.4905
1947,-21.2389
1946,-20.9157
1945,-19.8519
1944,-18.5749
1943,-19.5795
1942,-18.8849
1941,-18.7369
1940,-18.4068
1939,-17.9757
1938,-17.5073
1937,-18.0816
1936,-18.0781
1935,-17.8374
1934,-20.1462
1933,-19.9914
1932,-18.9223
1931,-18.6324
1930,-20.6186
1929,-20.8814
1928,-18.5022
1927,-19.9556
1926,-20.3106
1925,-19.6722
1924,-20.0119
1923,-17.1846
1922,-17.9619
1921,-16.8077
1920,-18.1705
1919,-20.1989
1918,-19.8743
1917,-20.4967
1916,-21.3944
1915,-21.2389
1914,-20.0613
1913,-19.7571
1912,-20.8067
1911,-21.8331
1910,-21.2354
1909,-20.0277
1908,-21.0854
1907,-20.689
1906,-21.3732
1905,-20.3684
1904,-21.1005
1903,-21.7506
1902,-22.6018
1901,-21.9852
1900,-22.1377
1899,-20.7139
1898,-21.8502
1897,-24.5823
1896,-20.7039
1895,-21.6462
1894,-22.9432
1893,-23.1753
1892,-22.1272
1891,-20.2221
1890,-19.3844
1889,-20.3277
1888,-21.1376
1887,-22.4671
1886,-22.0752
1885,-23.7114
1884,-21.7399
1883,-21.4662
1882,-20.988
1881,-20.8482
1880,-20.8708
1879,-21.3568
1878,-21.2124
1877,-21.2967
1876,-22.0771
1875,-22.5587
1874,-22.5587
1873,-21.9465
1872,-21.3783
1871,-21.7561
1870,-23.2026
1869,-22.863
1868,-24.1169
1867,-22.2348
1866,-21.6206
1865,-21.7999
1864,-21.2916
1863,-20.9036
1862,-19.2987
1861,-21.4888
1860,-21.9567
1859,-24.8952
1858,-21.8325
1857,-21.1398
1856,-20.0627
1855,-21.9216
1854,-22.0824
1853,-22.2937
1852,-20.6029
1851,-21.1525
1850,-21.253
1849,-21.789
1848,-20.3835
1847,-20.4967
1846,-22.6379
1845,-22.8906
1844,-21.701
1843,-23.5685
1842,-22.9946
1841,-22.324
1840,-23.4342
1839,-23.2906
1838,-22.0506
1837,-21.1027
1836,-21.1127
1835,-21.7048
1834,-23.2052
1833,-23.2112
1832,-23.6799
1831,-23.6192
1830,-22.5901
1829,-21.4885
1828,-21.8011
1827,-23.3263
1826,-22.3895
1825,-22.9663
1824,-22.6527
1823,-22.102
1822,-22.2273
1821,-22.6469
1820,-22.2851
1819,-20.5706
1818,-22.4396
1817,-23.4931
1816,-24.4706
1815,-22.734
1814,-24.9782
1813,-26.4929
1812,-24.1327
1811,-23.2942
1810,-22.4785
1809,-21.9837
1808,-23.4569
1807,-23.0374
1806,-22.6968
1805,-23.1038
1804,-21.62
1803,-23.2324
1802,-23.4917
1801,-23.1959
1800,-23.9952
1799,-24.871
1798,-24.7171
1797,-24.6384
1796,-22.3933
1795,-23.4368
1794,-22.8998
1793,-21.7406
1792,-21.4486
1791,-23.4286
1790,-22.7774
1789,-24.1329
1788,-23.2685
1787,-24.5657
1786,-24.8756
1785,-25.1734
1784,-26.0535
1783,-23.3682
1782,-23.7735
1781,-22.6339
1780,-22.7319
1779,-23.0128
1778,-25.0586
1777,-22.7565
1776,-23.7002
1775,-22.755
1774,-23.8665
1773,-24.3992
1772,-23.5578
1771,-22.5021
1770,-22.2378
1769,-22.018
1768,-23.255
1767,-23.1005
1766,-22.4707
1765,-21.7841
1764,-21.2033
1763,-21.1926
1762,-21.9047
1761,-22.1256
1760,-21.6218
1759,-20.9877
1758,-22.1376
1757,-21.9082
1756,-22.1171
1755,-22.4023
1754,-18.6019
1753,-19.9565
1752,-20.7022
1751,-20.5987
1750,-21.5608
1749,-21.7365
1748,-25.6502
1747,-23.6626
1746,-23.917
1745,-23.503
1744,-22.8084
1743,-24.6195
1742,-23.0662
1741,-21.5439
1740,-20.2839
1739,-21.8344
1738,-21.9628
1737,-21.5944
1736,-19.7718
1735,-20.6582
1734,-20.7632
1733,-21.1926
1732,-22.5506
1731,-20.8715
1730,-20.4631
1729,-22.7942
1728,-22.7492
1727,-21.9192
1726,-21.8124
1725,-21.5951
1724,-22.044
1723,-21.0094
1722,-22.5484
1721,-23.3159
1720,-23.6047
1719,-21.9128
1718,-21.0213
1717,-21.5892
1716,-21.6889
1715,-20.7157
1714,-21.353
1713,-20.6848
1712,-20.3268
1711,-21.4571
1710,-21.4639
1709,-22.4724
1708,-24.5728
1707,-22.7869
1706,-24.9956
1705,-23.8189
1704,-22.0515
1703,-24.1776
1702,-20.9046
1701,-22.4381
1700,-22.0798
1699,-22.8365
1698,-21.2402
1697,-21.1688
1696,-21.0947
1695,-20.7541
1694,-21.4133
1693,-22.1815
1692,-23.2317
1691,-21.558
1690,-21.0792
1689,-21.6004
1688,-21.7584
1687,-22.174
1686,-22.0549
1685,-21.2196
1684,-22.748
1683,-21.7759
1682,-21.9603
1681,-24.1436
1680,-22.405
1679,-22.4436
1678,-22.9753
1677,-23.0498
1676,-24.1605
1675,-22.6908
1674,-21.5535
1673,-21.8334
1672,-21.8721
1671,-23.6867
1670,-22.0599
1669,-23.4117
1668,-22.4771
1667,-20.0105
1666,-21.7854
1665,-23.2255
1664,-22.1594
1663,-19.7597
1662,-22.49
1661,-21.7699
1660,-22.161
1659,-21.5052
1658,-21.1748
1657,-22.5356
1656,-23.0912
1655,-22.8338
1654,-21.9501
1653,-22.1426
1652,-22.9528
1651,-21.6276
1650,-23.1802
1649,-23.5427
1648,-21.7733
1647,-24.1898
1646,-20.7398
1645,-21.0156
1644,-22.512
1643,-21.5219
1642,-22.8697
1641,-20.6349
1640,-22.6163
1639,-21.7757
1638,-19.8129
1637,-22.3336
