year (AD),d18O (permil)
2009,-39.5223257869454
2008,-39.9485358664372
2007,-42.4205899168281
2006,-41.3484212327487
2005,-40.1188709909165
2004,-46.044269326797
2003,-44.6401626598793
2002,-40.475013261307
2001,-38.2085186867831
2000,-38.0675816774397
1999,-39.1261660752604
1998,-41.9943837663261
1997,-47.1468320304713
1996,-45.49200964261
1995,-40.3971387914249
1994,-43.1820955105247
1993,-41.1558983522767
1992,-42.2888827429289
1991,-43.6329221723347
1990,-41.7499254379412
1989,-37.0511595786204
1988,-40.6569431546358
1987,-42.88439186623
1986,-40.6580457926449
1985,-41.2452608268056
1984,-43.3372424650118
1983,-42.5757967435253
1982,-43.0234829373483
1981,-39.1157842943091
1980,-38.0826196818965
1979,-42.199410491869
1978,-41.0649890793412
1977,-39.8239330539995
1976,-42.331408747623
