year (AD),depth (cm),d18O (permil)
1555.6,1,2.58
1539.68,5,2.59
1515.8,11,2.74
1499.88,15,2.61
1476,21,2.41
1460.08,25,2.33
1436.2,31,2.58
1420.28,35,2.93
1396.4,41,1.81
1380.48,45,2.75
1368.54,48,2.75
1364.56,49,2.69
1356.6,51,2.27
1340.68,55,2.7
1316.8,61,2.38
1300.88,65,2.51
1277,71,2.57
1226.08,75,2.27
1149.7,81,2.58
1098.78,85,2.51
1022.4,91,2.52
971.48,95,2.7
895.1,101,2.52
844.18,105,2.55
767.8,111,2.47
716.88,115,2.48
640.5,121,2.42
589.58,125,2.68
513.2,131,2.59
462.28,135,2.46
385.9,141,2.33
334.98,145,2.37
258.6,151,2.55
207.68,155,2.85
131.3,161,2.53
4,171,2.53
-68.025,175,2.59
-176.063,181,2.39
-248.088,185,2.72
-356.126,191,2.5
-428.151,195,2.36
-536.189,201,2.61
-608.215,205,2.73
-716.252,211,2.53
-788.278,215,2.61
-896.315,221,2.54
-968.341,225,2.34
-1076.379,231,2.56
-1148.404,235,2.61
-1256.442,241,2.6
-1328.467,245,2.49
-1436.505,251,2.24
-1508.53,255,2.6
-1616.568,261,2.57
-1688.593,265,2.67
-1796.631,271,2.63
-1868.656,275,2.52
-1976.694,281,2.49
-2048.719,285,2.67
-2156.757,291,2.6
-2228.782,295,2.69
-2336.82,301,2.44
