year (AD),d18O (permil)
1996,NA
1995,-38.61
1994,-42.54
1993,-43.66
1992,-44.35
1991,-42.62
1990,-42.54
1989,-48.34
1988,-45.64
1987,-44.99
1986,-43.87
1985,-43.75
1984,-43.47
1983,-44.87
1982,-41.65
1981,-41.81
1980,-44.51
1979,-39.42
1978,-42.31
1977,-43.17
1976,-43.62
1975,-42.62
1974,-45.38
1973,-42.8
1972,-41.15
1971,-43.95
1970,-42.48
1969,-44.28
1968,-44.83
1967,-44.96
1966,-44.02
1965,-44.9
1964,-44.87
1963,-42.2
1962,-42.35
1961,-41.98
1960,-44.66
1959,-44.08
1958,-42.15
1957,-43.03
1956,-42.55
1955,-44.38
1954,-48.24
1953,-47.07
1952,-44.36
1951,-41.05
1950,-43.95
1949,-45.76
1948,-47.29
1947,-45.71
1946,-42.84
1945,-41.98
1944,-44.44
1943,-43.43
1942,-44.87
1941,-44.92
