year (AD),depth (cm),d18O (permil)
1987,NA,-10.09
1980,NA,-10.33
1970,NA,-10.39
1960,NA,-9.74
1950,NA,-9.22
1940,NA,-9.43
1930,NA,-9.85
1920,NA,-9.74
1910,NA,-10.86
1900,NA,-10.16
1890,NA,-9.89
1880,NA,-11.63
1870,NA,-10
1860,NA,-10.08
1850,NA,-10.56
1840,NA,-10.24
1830,NA,-10.77
1820,NA,-10.7
1810,NA,-10.19
1800,NA,-10.6
1790,NA,-11.38
1780,NA,-11.63
1770,NA,-10.82
1760,NA,-10.19
1750,NA,-10.6
1740,NA,-10.51
1730,NA,-10.43
1720,NA,-9.74
1710,NA,-9.75
1700,NA,-10.02
1690,NA,-10.22
1680,NA,-11.56
1670,NA,-11.47
1660,NA,-12.18
1650,NA,-11.98
1640,NA,-10.44
1630,NA,-11.18
1620,NA,-12.4
1610,NA,-10.83
1600,NA,-10.61
1590,NA,-11.15
1580,NA,-10.24
1570,NA,-10.15
1560,NA,-11.13
1550,NA,-10.2
1540,NA,-11.56
1530,NA,-10.8
1520,NA,-10.06
1510,NA,-11.73
1500,NA,-10.48
1490,NA,-10.93
1480,NA,-11.56
1470,NA,-11.29
1460,NA,-11.06
1450,NA,-11.2
1440,NA,-10.69
1430,NA,-12.41
1420,NA,-10.89
1410,NA,-12.03
1400,NA,-12.8
1390,NA,-11.03
1380,NA,-11.31
1370,NA,-11.36
1360,NA,-12.83
1350,NA,-11.09
1340,NA,-11.27
1330,NA,-11.3
1320,NA,-10.1
1310,NA,-11.37
1300,NA,-11.23
1290,NA,-11.52
1280,NA,-10.93
1270,NA,-11.04
1260,NA,-10.76
1250,NA,-10.2
1240,NA,-10.69
1230,NA,-9.56
1220,NA,-9.84
1210,NA,-10.58
1200,NA,-9.88
1190,NA,-10.28
1180,NA,-10.86
1170,NA,-11.79
1160,NA,-11.76
1150,NA,-10.64
1140,NA,-11.6
1130,NA,-11.39
1120,NA,-11.12
1110,NA,-9.98
1100,NA,-9.64
1090,NA,-11.19
1080,NA,-10.49
1070,NA,-11.23
1060,NA,-10.8
1050,NA,-10.98
1040,NA,-11.64
1030,NA,-10.8
1020,NA,-10.74
1010,NA,-11.37
