year (AD),d18O (permil)
1971,-3.69
1945,-4.01
1329,-4.43
1304,-4.78
1278,-5.35
1252,-4.9
1226,-3.92
1201,-3.6
1175,-4.01
1149,-3.9
1123,-4.97
1072,-3.82
916,-4.47
890,-4.44
865,-3.71
839,-3.61
704,-3.84
678,-4.22
626,-3.98
600,-3.95
574,-4.58
522,-4.5
495,-4.18
469,-5.3
443,-4.69
417,-4.82
365,-4.19
339,-4.38
313,-5.11
286,-4.77
260,-4.56
234,-6.18
208,-4.05
182,-5.07
24,-4.2
-2,-3.59
-29,-4.02
-55,-3.69
-81,-4.03
-108,-4.01
-134,-4.74
-213,-3.82
-240,-6.11
-266,-3.83
-293,-5.29
-319,-3.82
-345,-4.34
-372,-4.59
-451,-4.42
-478,-4.9
-558,-4.12
-584,-4.54
-664,-4.78
-691,-4.35
-744,-3.62
-771,-3.59
-797,-4.04
-824,-4.74
-851,-3.87
-878,-3.93
-904,-4.64
-931,-3.63
-958,-3.86
-984,-4.57
-1118,-3.6
-1145,-3.85
-1172,-3.64
-1225,-4.06
-1252,-3.78
-1278,-3.48
-1303,-3.46
-1330,-3.63
-1357,-3.66
-1384,-3.09
-1410,-3.51
-1437,-4.69
-1464,-4.94
-1518,-3.32
-1544,-3.74
-1571,-3.39
-1625,-4.59
-1786,-3.46
-1839,-3.69
-1866,-4.63
-1893,-3.97
-1947,-5.47
-1973,-4.23
-2000,-4.19
-2080,-4.01
-2107,-4.4
-2134,-4.31
-2161,-3.82
-2187,-3.41
-2294,-3.71
-2320,-3.46
-2347,-3.62
-2374,-4.11
-2400,-4.89
-2427,-3.77
-2453,-3.61
-2480,-3.49
-2506,-3.57
-2532,-3.69
-2559,-4.24
-2585,-4.43
-2611,-3.94
-2664,-4.38
-2690,-4.4
-2716,-4.22
-2742,-3.47
-2768,-4.09
-2794,-3.44
-2820,-3.57
-2846,-3.53
-2872,-3.67
-2898,-5.27
-2950,-3.54
-2976,-3.42
-3001,-3.67
-3027,-4.07
-3052,-4.8
-3078,-3.75
-3103,-4.88
-3154,-3.83
-3180,-3.73
-3205,-3.87
-3305,-4.83
-3355,-4.38
-3380,-4.23
-3405,-4.82
-3430,-5.02
-3479,-3.98
-3503,-4.1
-3552,-3.96
-3601,-5.44
-3625,-4.21
-3649,-5.48
-3673,-4.02
-3697,-4.1
-3721,-4.53
-3744,-5.18
-3815,-4.91
-3839,-4.66
-3885,-3.52
-3909,-3.79
-3932,-4.19
-3955,-4.11
-3978,-3.83
-4000,-3.6
-4046,-3.08
-4068,-3.45
-4091,-3.33
-4113,-3.45
-4136,-3.66
-4158,-4.46
-4202,-3.73
-4224,-3.42
-4245,-3.9
-4267,-3.96
-4310,-4.02
-4332,-3.38
-4353,-4.98
-4374,-4.24
-4395,-3.32
-4416,-4.42
-4458,-3.95
-4479,-4.69
-4499,-3.51
-4520,-3.81
-4540,-4.07
-4560,-4.15
-4580,-3.57
-4600,-4.23
-4640,-5.07
-4660,-4.95
-4679,-4.9
-4699,-4.71
-4718,-4.04
-4737,-4.42
-4756,-3.66
-4775,-2.54
-4792,-3.86
-4810,-2.78
-4829,-3.38
-4847,-3.31
-4866,-3.85
-4884,-2.89
-4902,-2.93
-4920,-4.14
-4938,-4.58
-4974,-4.84
-5026,-4.56
-5060,-5.14
-5077,-2.42
-5094,-2.53
-5110,-2.56
-5127,-2.32
-5157,-2.26
-5173,-2.54
-5189,-3.04
-5205,-2.78
-5221,-2.57
-5236,-2.73
-5252,-3.49
-5267,-2.5
-5283,-2.96
-5298,-3.02
-5327,-3.11
-5342,-3.03
-5400,-4.18
-5469,-1.99
-5483,-2.44
-5496,-1.68
-5509,-2.39
-5522,-2.49
-5535,-2.64
-5586,-2.62
-5599,-2.1
-5647,-2.47
-5659,-1.99
-5670,-2.34
-5682,-2.41
-5693,-2.18
-5705,-2.31
-5716,-2.72
-5727,-2.71
-5738,-2.85
-5749,-3.16
-5760,-2.96
-5770,-3
-5781,-2.15
-5791,-3.08
-5802,-2.76
-5812,-2.68
-5822,-2.55
-5851,-1.85
-5962,-2.2
-5971,-1.55
-5979,-1.85
-6010,-2.19
-6018,-1.98
-6026,-2.24
-6033,-1.69
-6040,-2.27
-6048,-1.91
-6055,-2.28
-6069,-2.46
-6075,-2.63
-6082,-2.49
-6089,-3.05
-6095,-2.94
-6101,-2.45
-6108,-2.36
-6114,-2.78
-6120,-2.69
-6132,-2.95
-6138,-2.27
-6143,-2.54
-6149,-2.87
-6154,-2.58
-6165,-2.92
-6170,-2.74
-6175,-2.73
-6180,-1.86
-6185,-2.54
-6190,-2.19
-6195,-2.25
-6213,-3.16
-6217,-3.27
-6221,-2.54
-6229,-1.78
-6233,-2.79
-6238,-2.97
-6242,-2.74
-6246,-2.77
-6249,-2.88
-6253,-2.44
-6256,-2.95
-6260,-2.75
-6270,-3.45
-6273,-2.91
-6276,-2.59
-6279,-2.64
-6285,-3.2
-6288,-2.41
-6293,-3.6
-6299,-3.12
-6302,-2.3
-6304,-2.85
-6307,-2.82
-6310,-3
-6312,-3.14
-6314,-3.54
-6315,-3.49
-6318,-2.77
-6320,-3.12
-6323,-3.05
-6325,-3.21
-6327,-3.44
-6330,-2.71
-6332,-3.21
-6335,-3.05
-6337,-3.1
-6339,-2.61
-6342,-2.91
-6344,-3.36
-6349,-2.91
-6351,-2.95
-6353,-2.89
-6356,-2.65
-6358,-3.06
-6365,-3.12
-6370,-2.89
-6372,-3.2
-6375,-2.48
-6377,-2.93
-6380,-2.47
-6382,-2.56
-6385,-2.73
-6388,-2.65
-6390,-2.67
-6392,-3.09
-6400,-2.75
-6403,-2.92
-6406,-3.12
-6409,-3.08
-6411,-2.34
-6421,-2.49
-6424,-2.69
-6440,-2.29
-6444,-2.46
-6447,-2.82
-6451,-2.36
-6455,-2.68
-6458,-2.73
-6462,-3.26
-6466,-3.12
-6470,-2.81
-6474,-3.78
-6479,-2.95
-6483,-2.49
-6487,-2.57
-6492,-2.42
-6496,-2.54
-6501,-2.82
-6506,-2.23
-6510,-2.43
-6515,-2.73
-6520,-2.46
-6525,-2.42
-6531,-2.7
-6536,-3.07
-6542,-2.65
-6547,-2.84
-6571,-2.68
-6577,-2.86
-6583,-2.47
-6589,-2.3
-6596,-2.68
-6603,-2.26
-6609,-2.7
-6616,-2.62
-6631,-2.58
-6638,-2.36
-6645,-2.48
-6653,-2.27
-6661,-2.61
-6669,-2.75
-6681,-2.64
-6691,-3.44
-6699,-3.21
-6717,-2.9
-6726,-2.3
-6735,-2.73
-6744,-2.81
-6754,-2.34
-6763,-2.9
-6773,-2.67
-6783,-3.41
-6793,-2.87
-6803,-2.93
-6835,-2.84
-6846,-2.93
-6858,-2.53
-6869,-2.53
-6881,-2.4
-6892,-2.68
-6904,-3.31
-6917,-2.42
-6929,-2.3
-6951,-4.05
-6964,-2.81
-6977,-2.76
-7032,-2.28
-7046,-2.12
-7060,-2.52
-7075,-3.53
-7090,-2.5
-7105,-2.67
-7120,-2.51
-7136,-2.47
-7152,-2.38
-7168,-2.66
-7200,-2.73
-7234,-2.47
-7251,-2.49
-7269,-2.57
-7284,-2.6
-7318,-3.17
-7335,-3.14
