year (AD),depth (cm),d18O (permil)
1909,5,5.44
1773,12,5.15
1696,16,5.39
1619,20,4.9
1543,24,4.71
1467,28,5.06
1392,32,5
1317,36,4.71
1243,40,5.2
1169,44,5.28
1095,48,5.3
1022,52,5.25
949,56,5.28
877,60,5.73
805,64,6.23
734,68,5.48
663,72,5.58
592,76,5.69
522,80,6.43
178,100,5.31
111,104,4.62
44,108,4.84
-23,112,5.48
-89,116,4.4
-155,120,3.63
-220,124,3.76
-285,128,4.2
-350,132,4.94
-414,136,4.69
-477,140,4.78
-540,144,5.03
-603,148,4.32
-665,152,4.38
-727,156,4.3
-789,160,4.51
-970,172,4.76
-1030,176,3.66
-1089,180,3.34
-1148,184,3.12
-1206,188,3.13
-1264,192,3.63
-1321,196,3.28
-1379,200,3.53
-1435,204,3.82
-1491,208,4.13
-1547,212,4.25
-1602,216,3.83
-1657,220,3.81
-1712,224,4.19
-1766,228,4.09
-1819,232,4.2
-1872,236,4.37
-1925,240,4.83
-1977,244,5.8
-2029,248,3.52
