year (AD),d18O (permil)
1659,22.098
1660,24.81
1661,25.106
1662,24.468
1663,23.125
1664,23.319
1665,23.546
1666,22.876
1667,23.334
1668,25.02
1669,25.094
1670,23.972
1671,23.167
1672,25.82
1673,24.056
1674,23.5405
1675,23.0165
1676,24.4365
1677,25.323
1678,24.37
1679,22.937
1680,23.0855
1681,24.0785
1682,24.478
1683,25.134
1684,24.291
1685,24.4815
1686,23.67
1687,23.383
1688,22.606
1689,22.8195
1690,22.5125
1691,24.035
1692,22.839
1693,23.7
1694,23.741
1695,23.5715
1696,24.4335
1697,22.9365
1698,23.151
1699,23.947
1700,23.3005
1701,23.877
1702,22.3075
1703,23.13
1704,22.8245
1705,24.1145
1706,24.427
1707,23.389
1708,23.447
1709,24.338
1710,24.359
1711,24.3365
1712,24.6245
1713,24.126
1714,23.7855
1715,23.579
1716,24.221
1717,23.4415
1718,22.1515
1719,22.812
1720,23.3755
1721,23.4325
1722,23.5465
1723,24.7525
1724,24.2445
1725,24.489
1726,24.7445
1727,24.3395
1728,23.299
1729,24.972
1730,25.036
1731,25.826
1732,26.052
1733,24.113
1734,24.126
1735,24.095
1736,23.833
1737,23.401
1738,23.958
1739,NA
1740,23.9425
1741,22.0225
1742,23.8875
1743,24.3855
1744,23.785
1745,22.8125
1746,23.77
1747,22.418
1748,23.597
1749,22.533
1750,22.9115
1751,21.944
1752,23.752
1753,23.372
1754,23.352
1755,23.8505
1756,23.3665
1757,24.4545
1758,23.36
1759,23.24
1760,23.5505
1761,23.8195
1762,22.9115
1763,22.5835
1764,22.773
1765,22.2425
1766,23.5295
1767,22.6155
1768,23.639
1769,23.137
1770,23.3405
1771,24.0465
1772,23.581
1773,24.266
1774,22.953
1775,23.0805
1776,21.8335
1777,23.697
1778,21.675
1779,23.43
1780,21.6395
1781,22.3305
1782,22.374
1783,21.2655
1784,23.159
1785,22.2345
1786,21.657
1787,23.3425
1788,22.605
1789,21.5995
1790,22.3215
1791,21.5015
1792,23.4295
1793,22.5235
1794,22.6855
1795,24.302
1796,23.7125
1797,24.0555
1798,25.493
1799,23.96
1800,23.1725
1801,24.147
1802,24.7825
1803,22.9335
1804,23.0285
1805,23.033
1806,23.2075
1807,24.4955
1808,24.345
1809,22.1615
1810,23.803
1811,23.8015
1812,22.851
1813,23.45575
1814,22.3395
1815,23.1755
1816,21.9755
1817,24.156
1818,23.73
1819,23.6425
1820,21.3045
1821,22.339
1822,22.97
1823,24.31475
1824,24.607
1825,23.75675
1826,23.4475
1827,23.0615
1828,23.547
1829,23.0845
1830,23.441
1831,22.0445
1832,24.17725
1833,24.10925
1834,23.559
1835,24.278
1836,23.569
1837,23.7465
1838,23.769
1839,25.0135
1840,23.9365
1841,22.6655
1842,24.1865
1843,24.5525
1844,23.5185
1845,22.7675
1846,21.137
1847,22.3115
1848,23.5465
1849,24.3475
1850,22.445
1851,22.4495
1852,22.984
1853,22.8455
1854,22.8845
1855,22.857
1856,22.4075
1857,24.4545
1858,24.26
1859,25.483
1860,24.07585
1861,23.75747
1862,23.5866
1863,22.25423
1864,22.47519
1865,23.34731
1866,23.42211
1867,22.83233
1868,22.84103
1869,21.85049
1870,22.08187
1871,22.90666
1872,22.36512
1873,24.28925
1874,23.24304
1875,22.7675
1876,23.18296
1877,24.12642
1878,22.91588
1879,22.70734
1880,22.46772
1881,22.95318
1882,24.02131
1883,22.39943
1884,23.37956
1885,22.29402
1886,23.40815
1887,23.52327
1888,22.42807
1889,22.09119
1890,22.69874
1891,23.93803
1892,24.11616
1893,23.45862
1894,23.21141
1895,23.81821
1896,23.04733
1897,22.75146
1898,24.02759
1899,23.83871
1900,23.87309
1901,23.09989
1902,24.61135
1903,23.68671
1904,23.3266
1905,22.724
1906,22.23019
1907,22.11431
1908,22.65344
1909,22.30457
1910,22.39728
1911,23.02174
1912,22.49453
1913,23.42533
1914,22.95468
1915,22.34391
1916,22.91771
1917,21.6385
1918,23.43096
1919,23.58385
1920,24.27735
1921,24.43527
1922,24.32586
1923,24.17511
1924,25.44903
1925,24.38929
1926,24.33254
1927,24.71513
1928,25.49505
1929,24.89055
1930,23.58339
1931,23.50398
1932,22.72057
1933,23.70582
1934,24.05574
1935,24.63693
1936,22.66612
1937,23.14071
1938,23.61494
1939,24.0002
1940,24.01896
1941,23.51484
1942,23.96122
1943,25.6631
1944,24.43598
1945,22.97421
1946,23.98724
1947,22.75462
1948,22.9925
1949,22.70676
1950,24.19152
1951,24.2034
1952,24.20528
1953,23.57116
1954,23.7236
1955,23.00023
1956,22.74711
1957,23.74849
1958,23.51537
1959,23.97263
1960,23.44089
1961,24.18277
1962,22.67865
1963,22.90496
1964,22.7945
1965,22.84103
1966,22.59807
1967,22.3106
1968,22.83243
1969,23.59319
1970,23.87795
1971,23.66983
1972,22.88371
1973,22.92309
1974,23.84197
1975,23.36385
1976,23.33623
1977,23.80511
1978,24.69499
1979,24.95475
1980,24.66551
1981,24.85614
1982,23.01608
1983,22.27596
1984,22.89234
1985,21.95633
1986,23.3691
1987,23.27198
1988,22.25586
1989,24.63326
1990,23.29602
1991,22.6644
1992,23.17078
1993,23.15666
1994,22.79604
1995,23.78342
1996,23.2478
1997,24.84149
1998,23.34262
1999,24.03385
2000,24.93501
2001,23.57246
