year (AD),d18O (permil)
2010,28.52
2009,28.94
2008,28.9
2007,28.86
2006,29.91
2005,29.08
2004,29.23
2003,29.55
2002,29.22
2001,29.1
2000,29.31
1999,29.6
1998,29.16
1997,29.14
1996,29.23
1995,29.64
1994,29.54
1993,29.34
1992,29.32
1991,29.2
1990,30.32
1989,30.3
1988,28.95
1987,28.8
1986,29.17
1985,28.99
1984,29.44
1983,29.1
1982,29.26
1981,28.91
1980,28.97
1979,28.97
1978,29.16
1977,29.53
1976,30.04
1975,30.58
1974,28.7
1973,28.91
1972,29.22
1971,28.81
1970,29.13
1969,29.08
1968,28.82
1967,29.47
1966,28.97
1965,29.22
1964,29.73
1963,29.46
1962,28.83
1961,29.05
1960,28.64
1959,29.44
1958,28.51
1957,29.76
1956,28.62
1955,29.97
1954,28.82
1953,28.78
1952,29.27
1951,29.14
1950,29.36
1949,30
1948,29.17
1947,29.21
1946,29.11
1945,29.56
1944,29.7
1943,29.63
1942,28.56
1941,28.68
1940,29.26
1939,28.94
1938,28.39
1937,28.32
1936,27.87
1935,29.32
1934,29.19
1933,28.65
1932,28.15
1931,28.01
1930,28.49
1929,29.85
1928,29.36
1927,28.29
1926,29.06
1925,28.67
1924,27.89
1923,28.47
1922,29.08
1921,29.85
1920,28.7
1919,28.72
1918,29.01
1917,28.29
1916,28.62
1915,28.86
1914,29.25
1913,28.99
1912,27.8
1911,29.92
1910,28.56
1909,28.49
1908,28.81
1907,29.07
1906,29.07
1905,28.35
1904,29.39
1903,28.68
1902,28.56
1901,29.34
1900,28.73
1899,29.38
1898,29.33
1897,29.28
1896,29.21
1895,28.97
1894,29.29
1893,30.25
1892,29.13
1891,28.73
1890,28.34
1889,28.95
1888,28.87
1887,29.42
1886,29.2
1885,29.73
1884,29.57
1883,28.26
1882,28.5
1881,28.05
1880,28.2
1879,28.02
1878,29.15
1877,28.51
1876,28.91
1875,28.7
1874,29.79
1873,28.45
1872,28.88
1871,28.86
1870,28.98
1869,29.07
1868,30.18
1867,29.34
1866,29.43
1865,28.7
1864,29.45
1863,29.16
1862,28.98
1861,28.19
1860,27.5
1859,29.65
1858,29.47
1857,28.76
1856,29.19
1855,28.81
1854,28.74
1853,28.24
1852,29.29
1851,28.85
1850,28.68
1849,29.71
1848,28.43
1847,29.05
1846,28.42
1845,27.91
1844,28.86
1843,28.43
1842,28.66
1841,28.18
1840,28.79
1839,28.04
1838,28.37
1837,28.25
1836,28.13
1835,29.57
1834,29.05
1833,28.97
1832,29.09
1831,28.76
1830,29.36
