year (AD),depth (cm),d18O (permil)
2001.6,270,-4.05
1850.48,280,-5.8
1710.66,290,-2.43
1683.95,292,-3.87
1580.97,300,-3.7
1460.22,310,-4.13
1391.58,316,-0.08
1303.95,324,-1.94
1240.84,330,-5.58
1179.67,336,-4.62
1100.69,344,-3.73
1043.07,350,NA
949.34,360,-6.14
857.47,370,-0.7
766.28,380,-5.51
674.6,390,-4.11
600.1,398,-3.24
504.55,408,-2.57
425.43,416,NA
343.27,424,NA
257.47,432,NA
167.42,440,-0.77
23.07,452,NA
-53.84,458,-3.44
-189.9,468,0.36
-276.69,474,0.2
-367.64,480,0.58
-463.03,486,-1.78
-563.1,492,1.47
-632.54,496,0.37
-778.31,504,0.83
-933.75,512,2.53
-1099.49,520,0.87
-1276.12,528,NA
-1513.15,538,-1.53
-1716.49,546,-2.21
-1822.95,550,0.22
-1960.65,555,-1.16
-2103.65,560,NA
-2282.43,566,NA
-2469.29,572,NA
-2731.44,580,-0.24
-3080.9,590,1.79
-3378.61,598,2.65
-3612.88,604,1.12
-3856.84,610,NA
-4285.68,620,1.65
-4743.34,630,-3.77
-5231,640,NA
-5857.46,652,-1.22
-6301.04,660,0.99
-6885.79,670,0.5
-7505.25,680,-2.47
-8160.62,690,0.64
-8853.07,700,-0.31
-9286.83,706,-0.61
-9887.04,714,0.42
-10512.8,722,-0.05
-10835.45,726,-0.42
-11164.71,730,-0.2
-11843.37,738,0.13
-12549.39,746,-0.19
-13661.03,758,-0.39
-14438.09,766,0.81
-15659.12,778,0.94
