year (AD),depth (cm),d18O (permil)
2008,0,-14.97
2002,0.25,-15.31
1997,0.5,-15.93
1991,0.75,-15.98
1985,1,-15.49
1979,1.25,-16.02
1974,1.5,-15.63
1968,1.75,-15.88
1962,2,-15.72
1956,2.25,-16.11
1951,2.5,-16.62
1945,2.75,-16.9
1939,3,-16.61
1934,3.25,-17.42
1928,3.5,-17.01
1922,3.75,-17.34
1916,4,-17.3
1911,4.25,-17.34
1905,4.5,-17.52
1899,4.75,-17.61
1893,5,-17.13
1871,6,-17.41
1848,7,-16.85
1825,8,-17.35
1802,9,-16.94
1779,10,-16.77
1767,10.5,-16.62
1759,11,-17.01
1749,11.5,-16.99
1740,12,-16.82
1731,12.5,-16.58
1721,13,-16.75
1712,13.5,-16.66
1703,14,-15.92
1693,14.5,-16.82
1684,15,-16.9
1674,15.5,-17.03
1664,16,-17.56
1655,16.5,-17.66
1645,17,-16.83
1636,17.5,-16.64
1626,18,-17.08
1616,18.5,-17.69
1606,19,-17.42
1597,19.5,-17.19
1587,20,-16.8
1577,20.5,-17.13
1567,21,-17.05
1557,21.5,-17
1548,22,-16.89
1538,22.5,-16.8
1528,23,-17.05
1518,23.5,-16.81
1508,24,-16.68
1498,24.5,-16.57
1488,25,-16.7
1477,25.5,-17.09
1467,26,-17.75
1457,26.5,-16.69
1447,27,-16.69
1437,27.5,-17.37
1427,28,-16.97
1416,28.5,-16.86
1406,29,-16.63
1396,29.5,-16.61
1385,30,-16.22
1375,30.5,-16.37
1364,31,-16.48
1354,31.5,-16.4
1344,32,-16.64
1333,32.5,-16.3
1323,33,-15.9
1312,33.5,-16.02
1301,34,-16.26
1291,34.5,-16.7
1280,35,-16.4
1270,35.5,-15.81
1259,36,-16.16
1248,36.5,-16.5
1237,37,-15.77
1227,37.5,-15.76
1216,38,-15.85
1205,38.5,-15.9
1194,39,-15.96
1183,39.5,-15.99
1172,40,-16.34
1161,40.5,-16.84
1150,41,-17.14
1139,41.5,-17.72
1128,42,-17.48
1117,42.5,-16.67
1106,43,-16.23
1095,43.5,-16.13
1084,44,-15.82
1073,44.5,-15.91
1062,45,-16.04
1050,45.5,-16.11
1039,46,-16.25
1028,46.5,-15.79
1016,47,-15.75
1005,47.5,-16
994,48,-16.44
982,48.5,-16.2
971,49,-16.52
959,49.5,-16.73
948,50,-16.12
925,51,-15.45
902,52,-15.63
878,53,-15.48
855,54,-15.51
