year (AD),d18O (permil)
1966.5,-7.9
1948.3,-8.06
1930,-7.98
1911.8,-7.9
1893.5,-7.73
1858.7,-7.84
1857,-7.94
1855.3,-8.02
1853.5,-7.83
1851.8,-7.85
1850.1,-8.05
1848.4,-7.86
1846.6,-8.15
1844.9,-8.21
1843.2,-8.08
1841.4,-8.03
1839.7,-7.98
1838,-7.91
1836.2,-7.66
1834.5,-7.7
1832.8,-7.85
1831,-7.86
1829.3,-7.86
1827.6,-7.84
1825.9,-7.94
1824.1,-7.59
1822.4,-7.78
1820.7,-7.96
1818.9,-7.95
1817.2,-8.1
1815.5,-7.99
1813.7,-7.68
1812,-7.88
1810.3,-7.75
1808.5,-7.86
1806.8,-7.96
1805.1,-8.36
1803.4,-8.08
1801.6,-7.66
1799.9,-7.98
1798.2,-7.97
1794.7,-7.71
1791.2,-7.75
1784.3,-7.79
1780.9,-8.18
1777.4,-8.08
1773.9,-7.88
1770.5,-8.44
1767,-8.04
1763,-8.17
1759,-8.29
1755,-7.97
1751,-7.85
1747,-7.78
1743,-7.72
1739,-7.78
1735,-8.09
1731,-8.01
1727,-8.05
1723,-7.85
1719,-8.12
1715,-7.9
1711,-8.03
1707,-8
1703,-7.98
1699,-8.12
1695,-8.05
1691,-7.99
1687,-8.1
1683,-8.03
1679,-7.72
1675,-7.83
1671,-7.63
1667,-7.86
1663,-7.93
1659,-8.04
1655,-7.93
1651,-8.09
1647,-7.89
1643,-8
1639,-7.96
1635,-7.96
1631,-7.57
1627,-7.75
1623,-7.9
1619,-7.8
1615,-7.73
1611,-7.76
1607,-7.75
1603,-7.37
1599,-7.63
1595,-7.73
1591,-7.24
1587,-7.47
1583,-7.69
1579,-7.86
1575,-7.82
1571,-7.84
1567,-7.7
1563,-7.92
1559,-8.01
1546.8,-7.38
1534.7,-7.62
1522.5,-7.65
1510.3,-7.53
1498.2,-7.62
1486,-7.46
1473.8,-7.74
1461.7,-7.52
1449.5,-7.72
1437.4,-7.57
1425.2,-7.58
1413,-7.75
1400.9,-7.59
1388.7,-8.04
1376.5,-7.9
1364.4,-7.93
1340,-7.9
1315.7,-7.97
1303.6,-7.79
1291.4,-8.04
1279.2,-7.68
1267.1,-7.78
1254.9,-7.13
1242.7,-7.94
1218.4,-7.6
1157.6,-7.06
1096.8,-7.53
1036,-7.61
991.5,-7.77
947,-7.56
926.2,-7.45
905.4,-7.21
884.6,-7.46
863.9,-7.56
843.1,-7.91
822.3,-7.73
801.5,-7.61
780.7,-7.74
759.9,-7.48
739.1,-7.74
718.4,-7.63
697.6,-7.4
676.8,-7.73
656,-7.31
622.4,-7.54
588.7,-7.77
555.1,-7.71
521.4,-7.69
455.7,-7.54
368.4,-7.69
281.1,-7.6
193.8,-7.28
106.5,-7.78
-121.4,-6.93
-139,-7.61
-158.6,-7.36
-178.2,-7.35
-197.8,-7.19
-217.4,-7.28
-237,-7.14
-256.6,-7.34
-276.2,-7.75
-295.8,-7.61
-315.3,-7.4
-334.9,-7.76
-354.5,-7.71
-374.1,-7.66
-393.7,-7.66
-413.3,-7.56
-432.9,-7.6
-452.5,-7.21
-472.1,-7
-491.7,-8.11
-511.3,-6.76
-530.8,-6.75
-550.4,-6.64
-570,-6.75
-575.1,-6.96
-580.3,-6.69
-585.4,-6.72
-590.5,-6.71
-595.7,-7.26
-600.8,-7.36
-606,-7.35
-611.1,-7.46
-616.3,-7.6
-621.4,-7.25
-626.5,-7.37
-631.7,-7.76
-636.8,-7.8
-642,-7.53
-647.1,-7.35
-652.3,-7.37
-657.4,-8.32
-662.5,-7.39
-667.7,-7.67
-672.8,-7.86
-678.1,-7.79
-703.8,-7.49
-729.5,-7.67
-755.2,-7.42
-780.9,-6.88
-806.6,-6.7
-832.2,-7.36
-883.6,-7.83
-947.9,-7.91
-1012.1,-7.39
-1076.4,-7.41
-1140.6,-7.12
-1204.8,-7.23
-1268.6,-7.44
-1381.4,-7.28
-1494.2,-7.45
-1607,-8.59
-1682.2,-8.27
-1700.2,-8.1
-1718.2,-7.74
-1736.2,-7.85
-1754.2,-7.73
-1772.1,-7.8
-1790.1,-8.02
-1808.1,-8.29
-1826.1,-8.08
-1844.1,-8.08
-1862,-8.16
-1880,-8.48
-1898,-8.04
-1916,-8
-1934,-8.46
-1952,-7.88
-1969.9,-8.05
-1987.9,-8.15
-2005.9,-8.25
-2023.9,-8.16
-2041.9,-8.2
-2059.9,-8.15
-2081.4,-8.21
-2096.1,-8.31
-2100.4,-8.18
-2104.7,-8.38
-2108.9,-8.12
-2113.2,-8.13
-2117.5,-8.38
-2121.8,-8
-2126,-8.38
-2130.3,-8.2
-2134.6,-8.34
-2138.9,-8.34
-2143.1,-8.13
-2147.4,-8.39
-2151.7,-8.18
-2156,-8.56
-2160.2,-8.21
-2164.5,-8.63
-2168.8,-8.11
-2177.3,-8.14
-2185.9,-8.38
-2194.4,-8.28
-2203,-7.7
-2226.5,-7.95
-2250,-8.47
-2273.4,-8.41
-2296.9,-7.92
-2323.9,-8.18
-2356.3,-8.51
-2388.7,-8.62
-2421,-8.59
-2453.4,-8.3
-2485.8,-8.49
-2518.1,-8.5
-2550.5,-7.57
-2582.9,-8.48
-2615.2,-8.46
-2647.6,-8.5
-2680,-7.87
-2730.8,-7.98
-2781.5,-8.53
-2832.3,-8.5
-2883.1,-8.3
-2933.8,-8.67
-2984.6,-8.35
-3035.3,-8.43
-3060.7,-8.3
-3086.1,-8.43
-3111.5,-8.18
-3136.8,-8.12
-3162.2,-8.4
-3187.6,-8.05
-3213,-7.82
-3228.3,-7.77
-3241.2,-8.47
-3254.1,-8.44
-3266.9,-7.88
-3279.8,-8.49
-3292.6,-8.65
-3305.5,-8.4
-3318.3,-8.38
-3331.2,-8.57
-3344.1,-8.15
-3356.9,-8.49
-3369.8,-8.35
-3382.6,-8.45
-3395.5,-8.5
-3408.3,-8.59
-3421.2,-8.46
-3434,-8.65
-3440.5,-8.55
-3446.9,-8.66
-3453.4,-8.78
-3456,-8.7
-3465.1,-8.56
-3471.5,-8.52
-3478,-8.73
-3484.5,-8.66
-3491,-8.12
-3503.9,-8.31
-3510.4,-8.69
-3516.9,-8.91
-3523.4,-8.05
-3529.8,-8.28
-3536.3,-8.81
-3542.8,-8.73
-3549.3,-8.93
-3555.7,-8.49
-3562.2,-8.59
-3568.7,-8.46
-3575.2,-8.76
-3581.6,-8.85
-3588.1,-8.38
-3594.6,-8.91
-3601.1,-8.67
-3607.6,-8.56
-3614,-8.51
-3620.5,-8.64
-3627,-8.97
-3646.4,-8.42
-3672.3,-8.82
-3698.2,-9.17
-3724.1,-9.17
-3750,-9.04
-3775.9,-8.57
-3801.8,-9.28
-3833.1,-8.79
-3876.8,-8.95
-3920.5,-8.78
-3964.2,-9.06
-4007.9,-8.71
-4051.6,-8.81
-4095.3,-8.96
-4139,-8.89
-4182.7,-9.06
-4226.4,-8.82
-4270.1,-8.76
-4313.8,-9.03
-4357.5,-8.87
-4394.5,-8.82
-4427.2,-8.55
