year (AD),d18O (permil)
2000,17
1999,16.9
1998,16.9
1997,17
1996,16.7
1995,16.6
1994,16.3
1993,16.3
1992,16.3
1991,16.4
1990,16.1
1989,16.2
1988,16.1
1987,16.1
1986,16.1
1985,16
1984,16
1983,16
1982,16
1981,16
1980,16.2
1979,16.1
1978,16.1
1977,16.1
1976,16.1
1975,16.1
1974,16.3
1973,16.1
1972,16
1971,15.9
1970,15.7
1969,15.6
1968,15.3
1967,15.3
1966,15.6
1965,15.7
1964,15.9
1963,16.1
1962,16.1
1961,16
1960,15.9
1959,15.8
1958,15.8
1957,16.2
1956,16.4
1955,16.6
1954,16.6
1953,16.6
1952,16.3
1951,16.1
1950,16
1949,16.1
1948,16.1
1947,16.1
1946,16.1
1945,16
1944,16.1
1943,16.1
1942,16.2
1941,16.2
1940,16.2
1939,16
1938,15.8
1937,15.6
1936,15.5
1935,15.6
1934,15.5
1933,15.6
1932,15.7
1931,15.7
1930,15.5
1929,15.4
1928,15.3
1927,15.3
1926,15.2
1925,15.3
1924,15.5
1923,15.5
1922,15.7
1921,16
1920,16.3
1919,16.6
1918,16.7
1917,16.6
1916,16.5
1915,16.2
1914,15.9
1913,15.8
1912,15.8
1911,15.7
1910,15.8
1909,15.8
1908,15.7
1907,15.5
1906,15.4
1905,15.4
1904,15.5
1903,15.7
1902,15.8
1901,15.9
1900,15.9
1899,15.8
1898,15.7
1897,15.7
1896,15.7
1895,15.6
1894,15.7
1893,15.6
1892,15.5
1891,15.4
1890,15.4
1889,15.5
1888,15.5
1887,15.5
1886,15.6
1885,15.6
1884,15.3
1883,15.3
1882,15.4
1881,15.5
1880,15.6
1879,15.8
1878,15.9
1877,15.8
1876,15.7
1875,15.6
1874,15.6
1873,15.4
1872,15.4
1871,15.5
1870,15.6
1869,15.5
1868,15.6
1867,15.8
1866,16.1
1865,16.2
1864,16.3
1863,16.6
1862,16.8
1861,16.8
1860,16.9
1859,17
1858,16.9
1857,16.6
1856,16.4
1855,16.3
1854,16
1853,16
1852,16.1
1851,16.2
1850,16.2
1849,16.3
1848,16.1
1847,16
1846,15.7
1845,15.5
1844,15.2
1843,14.9
1842,14.9
1841,15
1840,15.2
1839,15.2
1838,15.4
1837,15.6
1836,15.7
1835,15.7
1834,15.9
1833,16
1832,15.8
1831,15.7
1830,15.8
1829,15.5
1828,15.2
1827,15.2
1826,15.2
1825,15
1824,15.2
1823,15.4
1822,15.5
1821,15.5
1820,15.6
1819,15.6
1818,15.6
1817,15.6
1816,15.6
1815,15.8
1814,16
1813,16.2
1812,16.5
1811,16.6
1810,16.8
1809,16.5
1808,16.4
1807,16.2
1806,16.1
1805,15.8
1804,15.9
1803,15.9
1802,15.9
1801,15.9
1800,16.1
1799,16.1
1798,16.1
1797,16
1796,16.1
1795,15.9
1794,15.8
1793,15.8
1792,15.6
1791,15.5
1790,15.3
1789,15.3
1788,15.3
1787,15.3
1786,15.3
1785,15.4
1784,15.6
1783,15.6
1782,15.6
1781,15.8
1780,15.7
1779,15.7
1778,15.7
1777,15.6
1776,15.5
1775,15.4
1774,15.4
1773,15.5
1772,15.5
1771,15.6
1770,15.6
1769,15.8
1768,15.9
1767,15.9
1766,16.1
1765,16.2
1764,16.2
1763,16.2
1762,16.1
1761,16.1
1760,16
1759,15.8
1758,15.7
1757,15.6
1756,15.7
1755,15.5
1754,15.8
1753,15.9
1752,16
1751,16
1750,16.2
1749,15.9
1748,15.9
1747,15.8
1746,15.7
1745,15.7
1744,15.9
1743,16
1742,15.9
1741,15.9
1740,16
1739,15.7
1738,15.7
1737,15.8
1736,15.9
1735,15.9
1734,16.1
1733,16.2
1732,16.1
1731,15.9
1730,15.8
1729,15.9
1728,15.9
1727,15.9
1726,15.9
1725,15.9
1724,15.7
1723,15.7
1722,15.7
1721,15.7
1720,15.7
1719,15.9
1718,16
1717,16.1
1716,16.2
1715,16.2
1714,16.2
1713,16
1712,16
1711,15.9
1710,15.9
1709,15.7
1708,15.9
1707,15.8
1706,16.1
1705,15.9
1704,15.9
1703,15.9
1702,15.9
1701,15.9
1700,16
1699,15.8
1698,15.9
1697,15.9
