year (AD),dD (permil)
223,-151.15
222,-151.5
221,-154.7
220,-157.9
219,-157.05
218,-156.2
217,-154.233333333333
216,-152.266666666667
215,-150.3
214,-144.6
213,-138.9
212,-142.05
211,-145.2
210,-153.15
209,-161.1
208,-156.7
207,-152.3
206,-155.033333333333
205,-157.766666666667
204,-160.5
203,-152.95
202,-145.4
201,-144.5
200,-143.6
199,-145.75
198,-147.9
197,-145.1
196,-142.3
195,-143.8
194,-145.3
193,-146.8
192,-151.45
191,-156.1
190,-151.85
189,-147.6
188,-145.2
187,-142.8
186,-145
185,-147.2
184,-149.4
183,-148.75
182,-148.1
181,-153.45
180,-158.8
179,-156.25
178,-153.7
177,-150.733333333333
176,-147.766666666667
175,-144.8
174,-147.9
173,-151
172,-149.95
171,-148.9
170,-150.05
169,-151.2
168,-143.15
167,-135.1
166,-140.1
165,-145.1
164,-150.1
163,-148.75
162,-147.4
161,-152.05
160,-156.7
159,-151.6
158,-146.5
157,-144.7
156,-142.9
155,-141.1
154,-143.6
153,-146.1
152,-151.8
151,-157.5
150,-153.966666666667
149,-150.433333333333
148,-146.9
147,-142.25
146,-137.6
145,-139.3
144,-141
143,-148.2
142,-155.4
141,-148.533333333333
140,-141.666666666667
139,-134.8
138,-137.6
137,-140.4
136,-144.75
135,-149.1
134,-152.65
133,-156.2
132,-154.166666666667
131,-152.133333333333
130,-150.1
129,-144.95
128,-139.8
127,-144.9
126,-150
125,-147.9
124,-145.8
123,-146.666666666667
122,-147.533333333333
121,-148.4
120,-149.25
119,-150.1
118,-147.35
117,-144.6
116,-147
115,-149.4
114,-149.266666666667
113,-149.133333333333
112,-149
111,-148.55
110,-148.1
109,-148.35
108,-148.6
107,-149.05
106,-149.5
105,-147.666666666667
104,-145.833333333333
103,-144
102,-147.2
101,-150.4
100,-151.55
99,-152.7
98,-152.6
97,-152.5
96,-153.8
95,-155.1
94,-153.433333333333
93,-151.766666666667
92,-150.1
91,-151.1
90,-152.1
89,-150.1
88,-148.1
87,-144.45
86,-140.8
85,-143.8
84,-146.8
83,-149.8
82,-150.05
81,-150.3
80,-151.3
79,-152.3
78,-150.05
77,-147.8
76,-146.366666666667
75,-144.933333333333
74,-143.5
73,-147.8
72,-152.1
71,-152.75
70,-153.4
69,-153.5
68,-153.6
67,-148.65
66,-143.7
65,-142.433333333333
64,-141.166666666667
63,-139.9
62,-141.75
61,-143.6
60,-144.65
59,-145.7
58,-147.2
57,-148.7
56,-151.25
55,-153.8
54,-154.45
53,-155.1
52,-150.4
51,-145.7
50,-141
49,-145.65
48,-150.3
47,-151.25
46,-152.2
45,-153.2
44,-154.2
43,-152.8
42,-151.4
41,-148.1
40,-144.8
39,-146.866666666667
38,-148.933333333333
37,-151
36,-147.7
35,-144.4
34,-149.8
33,-155.2
32,-147.9
31,-140.6
30,-150.3
29,-160
28,-153.4
27,-146.8
26,-147.7
25,-148.6
24,-150.05
23,-151.5
22,-150.966666666667
21,-150.433333333333
20,-149.9
19,-148.85
18,-147.8
17,-148.5
16,-149.2
15,-151.6
14,-154
13,-154.55
12,-155.1
11,-152.75
10,-150.4
9,-151.45
8,-152.5
7,-153.5
6,-154.5
5,-146.6
4,-138.7
3,-142.95
2,-147.2
1,-151.05
0,-154.9
