year (AD),d18O (permil)
-4111,18.92298
-4110,18.92348
-4109,18.92991
-4108,18.93966
-4107,18.95216
-4106,18.96929
-4105,18.98339
-4104,19.00675
-4103,19.02603
-4102,19.04914
-4101,19.06874
-4100,19.08281
-4099,19.09764
-4098,19.10233
-4097,19.10961
-4096,19.10447
-4095,19.11058
-4094,19.10793
-4093,19.10604
-4092,19.09719
-4091,19.08611
-4090,19.07782
-4089,19.06275
-4088,19.06082
-4087,19.05939
-4086,19.06179
-4085,19.05752
-4084,19.05905
-4083,19.07061
-4082,19.07473
-4081,19.08143
-4080,19.08427
-4079,19.09371
-4078,19.11581
-4077,19.13013
-4076,19.14896
-4075,19.16454
-4074,19.18133
-4073,19.19498
-4072,19.21284
-4071,19.2268
-4070,19.2445
-4069,19.25989
-4068,19.27874
-4067,19.29638
-4066,19.31141
-4065,19.3279
-4064,19.34938
-4063,19.36984
-4062,19.39131
-4061,19.41539
-4060,19.43507
-4059,19.4495
-4058,19.46744
-4057,19.48603
-4056,19.49742
-4055,19.51555
-4054,19.51715
-4053,19.52179
-4052,19.51857
-4051,19.52694
-4050,19.52321
-4049,19.52225
-4048,19.51156
-4047,19.50209
-4046,19.4911
-4045,19.47632
-4044,19.46951
-4043,19.4638
-4042,19.45292
-4041,19.44924
-4040,19.44851
-4039,19.45452
-4038,19.4633
-4037,19.46855
-4036,19.48013
-4035,19.49255
-4034,19.50216
-4033,19.51141
-4032,19.52127
-4031,19.52808
-4030,19.53844
-4029,19.53929
-4028,19.54186
-4027,19.53486
-4026,19.53029
-4025,19.5207
-4024,19.50512
-4023,19.48627
-4022,19.4681
-4021,19.45284
-4020,19.43279
-4019,19.41096
-4018,19.39661
-4017,19.37723
-4016,19.36386
-4015,19.3504
-4014,19.34411
-4013,19.34591
-4012,19.34402
-4011,19.35008
-4010,19.35851
-4009,19.36884
-4008,19.37697
-4007,19.40091
-4006,19.41842
-4005,19.44259
-4004,19.46508
-4003,19.49196
-4002,19.51393
-4001,19.54251
-4000,19.5658
-3999,19.59888
-3998,19.62623
-3997,19.65525
-3996,19.68488
-3995,19.70135
-3994,19.72491
-3993,19.7478
-3992,19.77165
-3991,19.79451
-3990,19.81196
-3989,19.82725
-3988,19.83932
-3987,19.84651
-3986,19.85349
-3985,19.84938
-3984,19.84705
-3983,19.83929
-3982,19.82977
-3981,19.81116
-3980,19.7849
-3979,19.75746
-3978,19.72449
-3977,19.68999
-3976,19.65965
-3975,19.62252
-3974,19.59294
-3973,19.55821
-3972,19.51611
-3971,19.48269
-3970,19.45302
-3969,19.42027
-3968,19.39238
-3967,19.37119
-3966,19.3472
-3965,19.33255
-3964,19.31631
-3963,19.30854
-3962,19.30301
-3961,19.30077
-3960,19.29574
-3959,19.29714
-3958,19.29386
-3957,19.29017
-3956,19.28666
-3955,19.28266
-3954,19.2897
-3953,19.29227
-3952,19.3
-3951,19.30391
-3950,19.30772
-3949,19.31324
-3948,19.31821
-3947,19.32235
-3946,19.3302
-3945,19.33978
-3944,19.35522
-3943,19.37138
-3942,19.38912
-3941,19.41298
-3940,19.43782
-3939,19.46266
-3938,19.49156
-3937,19.52724
-3936,19.566770000000002
-3935,19.59695
-3934,19.6296
-3933,19.65683
-3932,19.68931
-3931,19.72088
-3930,19.75299
-3929,19.78301
-3928,19.80917
-3927,19.82572
-3926,19.84499
-3925,19.86001
-3924,19.8693
-3923,19.87648
-3922,19.87433
-3921,19.86713
-3920,19.86154
-3919,19.85179
-3918,19.83859
-3917,19.82321
-3916,19.81603
-3915,19.79999
-3914,19.78931
-3913,19.77521
-3912,19.76395
-3911,19.751
-3910,19.73663
-3909,19.73002
-3908,19.72633
-3907,19.72341
-3906,19.72817
-3905,19.73055
-3904,19.73493
-3903,19.73859
-3902,19.74855
-3901,19.77175
-3900,19.78982
-3899,19.81057
-3898,19.83714
-3897,19.86319
-3896,19.8905
-3895,19.91604
-3894,19.94866
-3893,19.97936
-3892,20.01229
-3891,20.04681
-3890,20.07931
-3889,20.1111
-3888,20.13938
-3887,20.16506
-3886,20.19292
-3885,20.21456
-3884,20.23304
-3883,20.24578
-3882,20.25673
-3881,20.26588
-3880,20.27151
-3879,20.27109
-3878,20.27312
-3877,20.26758
-3876,20.25546
-3875,20.23731
-3874,20.22667
-3873,20.21053
-3872,20.19771
-3871,20.1846
-3870,20.16593
-3869,20.16072
-3868,20.15153
-3867,20.13902
-3866,20.13313
-3865,20.12983
-3864,20.12978
-3863,20.1314
-3862,20.13967
-3861,20.15064
-3860,20.16115
-3859,20.16867
-3858,20.18795
-3857,20.1995
-3856,20.21718
-3855,20.23505
-3854,20.24563
-3853,20.25605
-3852,20.26666
-3851,20.27617
-3850,20.27676
-3849,20.27387
-3848,20.27268
-3847,20.26337
-3846,20.25773
-3845,20.2494
-3844,20.2322
-3843,20.21317
-3842,20.19687
-3841,20.18013
-3840,20.16183
-3839,20.14086
-3838,20.11969
-3837,20.09712
-3836,20.07994
-3835,20.06911
-3834,20.05922
-3833,20.04934
-3832,20.04375
-3831,20.04209
-3830,20.03602
-3829,20.0406
-3828,20.03895
-3827,20.03328
-3826,20.03984
-3825,20.03495
-3824,20.02839
-3823,20.02298
-3822,20.01445
-3821,20.0064
-3820,19.99192
-3819,19.97025
-3818,19.95327
-3817,19.92626
-3816,19.90488
-3815,19.87769
-3814,19.8472
-3813,19.8212
-3812,19.79723
-3811,19.77343
-3810,19.74997
-3809,19.73036
-3808,19.72052
-3807,19.7131
-3806,19.71592
