year (AD),depth (cm),d18O (permil)
1994,NA,-17.23
1993,NA,-11.98
1992,NA,-13.31
1991,NA,-14.64
1990,NA,-12.28
1989,NA,-10.52
1988,NA,-13.53
1987,NA,-13.78
1986,NA,-13.66
1985,NA,-13.32
1984,NA,-10.33
1983,NA,-15.45
1982,NA,-11.75
1981,NA,-11.45
1980,NA,-15.52
1979,NA,-13.32
1978,NA,-10.89
1977,NA,-12.95
1976,NA,-13.28
1975,NA,-12.99
1974,NA,-13.63
1973,NA,-12.26
1972,NA,-13.39
1971,NA,-14.69
1970,NA,-16.87
1969,NA,-14.39
1968,NA,-14.87
1967,NA,-11.94
1966,NA,-10.88
1965,NA,-13.09
1964,NA,-12.03
1963,NA,-16.55
1962,NA,-13.33
1961,NA,-17.48
1960,NA,-13.82
1959,NA,-11.58
1958,NA,-12.67
1957,NA,-14
1956,NA,-14.3
1955,NA,-13.47
1954,NA,-15.81
1953,NA,-16.51
1952,NA,-17.85
1951,NA,-14.64
1950,NA,-8.89
1949,NA,-11.73
1948,NA,-14.52
1947,NA,-13.26
1946,NA,-15.25
1945,NA,-13.78
1944,NA,-14.83
1943,NA,-14.43
1942,NA,-14.66
1941,NA,-11.71
1940,NA,-14.04
