year (AD),depth (cm),d18O (permil)
1995,NA,NA
1985,NA,NA
1975,NA,1.35
1965,NA,1.86
1955,NA,2.34
1945,NA,1.68
1935,NA,1.46
1925,NA,0.36
1915,NA,0.04
1905,NA,-0.45
1895,NA,0.91
1885,NA,0.34
1875,NA,-0.16
1865,NA,-2.97
1855,NA,-0.12
1845,NA,-0.17
1835,NA,-1.55
1825,NA,0.15
1815,NA,-1.57
1805,NA,1.84
1795,NA,-0.38
1785,NA,-0.06
1775,NA,-0.97
1765,NA,-0.91
1755,NA,-0.56
1745,NA,0.73
1735,NA,-0.18
1725,NA,0.19
1715,NA,1.06
1705,NA,-1.16
1695,NA,0.01
1685,NA,-0.73
1675,NA,-0.14
1665,NA,1.75
1655,NA,0.58
1645,NA,-0.93
1635,NA,-1.5
1625,NA,-0.81
1615,NA,-0.26
1605,NA,-0.7
1595,NA,0.31
1585,NA,0.48
1575,NA,-0.75
1565,NA,0.29
1555,NA,-0.32
1545,NA,-0.61
1535,NA,-1.86
1525,NA,-2.25
1515,NA,-0.7
1505,NA,0.05
1495,NA,0.56
1485,NA,0.38
1475,NA,-0.29
1465,NA,-1.42
1455,NA,-0.82
1445,NA,-1.06
1435,NA,0.05
1425,NA,-1.3
1415,NA,0.91
1405,NA,-0.97
1395,NA,1.56
1385,NA,0.96
1375,NA,-1
1365,NA,-1.12
1355,NA,1.24
1345,NA,0.6
1335,NA,-0.02
1325,NA,1.9
1315,NA,-1.69
1305,NA,1.39
1295,NA,0.32
1285,NA,-1.18
1275,NA,1.24
1265,NA,-1.04
1255,NA,0.83
1245,NA,0.63
1235,NA,1.06
1225,NA,2.09
1215,NA,0.49
1205,NA,0.99
1195,NA,-2.7
1185,NA,-1.32
1175,NA,0.12
1165,NA,0.25
1155,NA,-0.29
1145,NA,0.53
1135,NA,0.83
1125,NA,0.48
1115,NA,-0.02
1105,NA,-0.44
1095,NA,-0.01
1085,NA,0.63
1075,NA,-1.1
1065,NA,1.39
1055,NA,0.11
1045,NA,0.67
1035,NA,1.21
1025,NA,0.68
1015,NA,0.46
1005,NA,1.59
995,NA,1.28
985,NA,0.69
975,NA,-0.27
965,NA,1.06
955,NA,1.41
945,NA,0.48
935,NA,0.66
925,NA,1.17
915,NA,2.16
905,NA,0.62
895,NA,-0.3
885,NA,0.33
875,NA,1.66
865,NA,0.84
855,NA,-0.73
845,NA,-0.47
835,NA,1.93
825,NA,-0.97
815,NA,1.43
805,NA,2.52
795,NA,0.36
785,NA,1.05
775,NA,-0.65
765,NA,-0.12
755,NA,1.26
745,NA,2.1
735,NA,0.55
725,NA,0.58
715,NA,-0.5
705,NA,0.78
695,NA,0.58
685,NA,-1.55
675,NA,-0.16
665,NA,0.29
655,NA,0.56
645,NA,-1.45
635,NA,-0.11
625,NA,-0.77
615,NA,-1.69
605,NA,0.45
595,NA,0.91
585,NA,1.29
575,NA,-0.88
565,NA,0.35
555,NA,2.82
545,NA,1.06
535,NA,-2.17
525,NA,0.53
515,NA,0.69
505,NA,0.99
495,NA,0.21
485,NA,-0.2
475,NA,0.43
465,NA,-0.41
455,NA,2.4
445,NA,0.77
435,NA,0.65
425,NA,0.64
415,NA,1.76
405,NA,1.87
395,NA,0.36
385,NA,1.42
375,NA,1.05
365,NA,0.45
355,NA,-1.42
345,NA,0.46
335,NA,2.92
325,NA,0.99
315,NA,0.79
305,NA,0.76
295,NA,2.25
285,NA,0.37
275,NA,1.96
265,NA,0.8
255,NA,2.5
245,NA,2.17
235,NA,1.18
225,NA,0.92
215,NA,-0.34
205,NA,0.49
195,NA,1.72
185,NA,0.91
175,NA,1
165,NA,0.66
155,NA,0.17
145,NA,2.23
135,NA,2.22
125,NA,2.3
115,NA,0.18
105,NA,1.36
95,NA,1.05
85,NA,1.31
75,NA,1.48
65,NA,2.97
55,NA,1.92
45,NA,2.06
35,NA,0.6
25,NA,1.38
15,NA,2.66
5,NA,9.23
