year (AD),d18O (permil)
1999.875,-28.95
1999.625,-31.15
1999.375,-39.2
1999.125,-37.88
1998.9423,-37.52
1998.8269,-35.19
1998.7115,-34.12
1998.59615,-33.38
1998.4808,-32.84
1998.3654,-34.21
1998.25,-36.01
1998.1346,-34.46
1998.0176,-32
1997.8958,-30.63
1997.7708,-30.39
1997.6458,-29.08
1997.5208,-29.73
1997.3958,-31.96
1997.2708,-32.07
1997.1458,-31.09
1997.02605,-28.46
1996.9219,-26.75
1996.82815,-27.81
1996.7344,-31.16
1996.64065,-35.23
1996.5469,-36.59
1996.45315,-37.02
1996.3594,-37.22
1996.26565,-36.78
1996.1719,-36.17
1996.07815,-34.09
1995.98785,-33.22
1995.90275,-32.02
1995.81945,-30.95
1995.7361,-28.93
1995.5694,-27.61
1995.40275,-26.56
1995.31945,-26.98
1995.2361,-35.36
1995.15275,-35.88
1995.05555,-35.82
1994.95,-35.2
1994.85,-33.98
1994.75,-33.15
1994.63335,-33.03
1994.5167,-33.22
1994.4167,-33.84
1994.3167,-34.32
1994.2,-34.67
1994.0833,-34.57
1993.9939,-34.15
1993.92045,-33.29
1993.84095,-31.51
1993.7614,-30.74
1993.6932,-30.84
1993.625,-31.74
1993.54545,-32.41
1993.4659,-33.06
1993.3977,-33.46
1993.32955,-33.64
1993.25,-33.82
1993.17045,-33.9
1993.1023,-33.76
1993.0341,-33.83
1992.9524,-34.69
1992.86905,-35.53
1992.7976,-35.82
1992.7024,-35.74
1992.60715,-35.8
1992.5238,-35.93
1992.4405,-35.87
1992.36905,-35.47
1992.2976,-34.7
1992.2143,-34.03
1992.13095,-33.33
1992.0595,-33.27
1991.9869,-34.06
1991.9,-34.99
1991.8125,-34.73
1991.7375,-33.58
1991.6625,-32.2
1991.575,-30.87
1991.4875,-30.03
1991.4125,-29.83
1991.325,-30.08
1991.2375,-30.42
1991.1625,-30.31
1991.0875,-29.58
1991.0012,-28.74
1990.9167,-27.82
1990.84525,-27.58
1990.7738,NA
1990.6905,NA
1990.60715,NA
1990.5357,-31.73
1990.4643,-32.03
1990.38095,NA
1990.2976,NA
1990.2262,NA
1990.15475,NA
1990.0833,-34.32
1990,NA
1989.9167,NA
1989.84525,NA
1989.7738,NA
1989.7024,NA
1989.63095,-31.18
1989.5595,-31.13
1989.4881,-30.5
1989.40475,NA
1989.3214,NA
1989.25,-33.96
1989.1786,-33.69
1989.10715,-33.78
1989.0357,-33.87
1988.9659,-33.8
1988.8977,-33.82
1988.81815,-33.15
1988.7386,-32.48
1988.67045,-31.25
1988.6023,-30.37
1988.5341,-29.7
1988.4659,-29.5
1988.3977,-30.08
1988.3311,-30.86
1988.25955,-31.88
1988.19115,-32.46
1988.1325,-32.78
1988.07385,-33.04
1988.00935,-33.14
1987.92045,-33.71
1987.81295,-34.14
1987.6875,-34.59
1987.56205,-34.31
1987.45455,-34.16
1987.34705,-33.88
1987.23955,-33.63
1987.11415,-33.54
1986.9725,-33.54
1986.82185,-33.65
1986.6606,-33.66
1986.4994,-33.52
1986.3113,-33.27
1986.12315,-33.05
1985.9873,-32.74
1985.88605,-32.37
1985.79395,-31.73
1985.68645,-31.51
1985.57895,-31.41
1985.4868,-31.41
1985.39465,-31.62
1985.2718,-32.18
1985.13355,-32.78
1985.0233,-33.12
1984.9159,-33.39
1984.79865,-33.33
1984.68135,-33.33
1984.54455,-33.17
1984.40775,-33.1
1984.29045,-33.39
1984.1927,-33.71
1984.095,-34.63
1983.9794,-35.22
1983.88445,-35.44
1983.7959,-35.01
1983.70735,-34.05
1983.63145,-33.36
1983.54295,-32.73
1983.45445,-32.68
1983.3659,-33.22
1983.27735,-33.99
1983.20145,-34.76
1983.11295,-34.98
1983.0197,-34.66
1982.891,-33.87
1982.7405,-32.69
1982.59,-31.43
1982.4395,-30.37
1982.3105,-29.75
1982.16,-29.81
1982.01865,-30.51
1981.906,-31.26
1981.8057,-31.8
1981.7197,-31.96
1981.61935,-31.72
1981.53165,-31.19
1981.4693,-30.35
1981.4133,-30.16
1981.3733,-30.21
1981.3413,-30.37
1981.3093,-30.59
1981.2773,-30.61
1981.2373,-30.76
1981.1813,-30.22
1981.1253,-29.53
1981.0773,-28.81
1981.0152,-27.97
1980.9257,-27.14
1980.82285,-26.46
1980.70285,-25.77
1980.58285,-25.32
1980.48,-25.26
1980.36,-25.92
1980.24,-26.96
1980.13715,-28.57
1980.00685,-30.45
1979.856,-32.19
1979.712,-33.82
1979.544,-34.8
1979.376,-35.32
1979.232,-35.26
1979.06,-34.87
1978.87,-34.34
1978.69,-33.76
1978.48,-33.39
1978.27,-33.15
1978.09,-33.26
1977.88,-33.64
1977.67,-34.27
1977.49,-34.34
1977.28,-34.43
1977.07285,-34.53
1976.9214,-33.07
1976.7714,-32.67
1976.6214,-32.08
1976.49285,-31.89
1976.34285,-32.23
1976.19285,-32.87
1976.0643,-33.1
1975.94545,-33.29
1975.85,-32.81
1975.7682,-31.77
1975.67275,-30.68
1975.5773,-29.86
1975.49545,-29.61
1975.4,-30.05
1975.30455,-30.82
1975.20905,-31.68
1975.1136,-32.36
1975.028,-32.77
1974.8833,-33.02
1974.7083,-33.52
1974.5583,-34.21
1974.3833,-34.85
1974.2083,-35.52
1974.0611,-35.71
1973.91835,-35.37
1973.7861,-34.52
1973.66275,-33.17
1973.5189,-31.74
1973.375,-30.4
1973.25165,-29.92
1973.12835,-29.05
1973.01375,-28.95
1972.9181,-29.25
1972.8327,-29.4
1972.7473,-29.6
1972.6619,-29.84
1972.5765,-30.12
1972.49115,-30.18
1972.4058,-30.45
1972.3204,-30.62
1972.235,-30.54
1972.1496,-30.39
1972.0642,-30.16
1971.96465,-29.84
1971.8461,-29.47
1971.72275,-28.97
1971.59945,-28.59
1971.4761,-28.27
1971.35275,-28.21
1971.22945,-28.59
1971.1061,-29.54
1970.97785,-30.74
1970.8419,-31.84
1970.70315,-32.77
1970.5644,-33.35
1970.42565,-33.57
1970.2869,-33.86
1970.15625,-34.04
1970.05,-33.96
1969.9647,-33.83
1969.8711,-33.35
