year (AD),d18O (permil)
1997,-44.93
1996,-44.17
1995,-45.68
1994,-48.23
1993,-46.76
1992,-44.27
1991,-45.04
1990,-45
1989,-45.16
1988,-46.08
1987,-44.78
1986,-44.18
1985,-45.03
1984,-45.36
1983,-43.88
1982,-43.77
1981,NA
1980,-46.44
1979,-45.19
1978,-43.67
1977,-44.37
1976,-43.42
1975,-46.03
1974,-47.26
1973,-46.39
1972,-43.29
1971,-47.88
1970,-45.81
1969,-45.5
1968,-46.07
1967,-46.83
1966,-44.85
1965,-43.11
1964,-45.61
1963,-45.43
1962,-45.87
1961,-44.69
1960,-45.14
1959,-43.95
1958,-45
1957,-47.57
1956,-47.5
1955,-46.8
1954,-46.45
1953,-46.04
1952,-45
1951,-45.99
1950,-45.74
1949,-44.45
1948,-47.96
1947,-50.43
1946,-49.19
1945,-47.32
1944,-47.24
1943,-45.07
1942,-43.28
1941,-44.36
1940,-45.07
1939,-42.51
1938,-43.3
1937,-44.83
1936,-41.64
1935,-40.99
1934,-42
1933,-46.11
1932,-47.11
1931,-46.47
1930,-46.37
1929,-47.16
1928,-45.62
1927,-44.7
1926,-45.85
1925,-47.27
1924,-47.97
1923,-47.01
1922,-46.55
1921,-46.32
1920,-46.78
1919,-44.71
1918,-45.17
1917,-45.28
1916,-45.37
1915,-44.59
1914,-44.72
1913,-45.88
1912,-46.03
1911,-45.76
1910,-46.34
1909,-46.32
1908,-46.74
1907,-45.73
1906,-45.62
1905,-45.11
1904,-45.19
1903,-45.25
1902,-46
1901,-46.47
1900,-45.85
1899,-46.49
1898,-46.75
1897,-46.39
1896,-45.04
1895,-43.52
1894,-44.07
1893,-46.22
1892,-46.51
1891,-46.21
1890,-46.45
1889,-44.8
1888,NA
1887,NA
1886,-47.44
1885,-47.87
1884,NA
1883,NA
1882,NA
1881,NA
1880,NA
1879,NA
1878,NA
1877,NA
1876,NA
1875,NA
1874,NA
1873,NA
1872,NA
1871,-44.62
1870,-45.04
1869,NA
1868,NA
1867,-45.72
1866,NA
1865,NA
1864,NA
1863,-46.91
1862,-46
1861,NA
1860,NA
1859,-45.29
1858,NA
1857,NA
1856,NA
1855,-47.24
1854,-48
1853,NA
1852,NA
1851,NA
1850,-46.38
1849,NA
1848,NA
1847,NA
1846,-43.18
1845,-43.09
1844,-44.97
1843,-46.73
1842,NA
1841,NA
1840,NA
1839,-45.53
1838,-44.84
1837,-45.39
1836,-45.49
1835,-44.74
1834,NA
1833,NA
1832,-43.86
1831,-46.08
1830,NA
1829,-46.34
1828,-48.16
1827,-47.85
1826,-46.1
1825,NA
1824,-44.54
1823,-45.74
1822,-45.95
1821,-45.95
1820,-45.63
1819,-45.9
1818,-43.8
1817,-44.3
1816,-45.48
1815,-46.4
1814,-44.86
1813,-43.26
1812,-42.31
1811,-43.93
1810,-45.74
1809,NA
1808,-45.16
1807,-45.94
1806,-45.23
1805,-44.83
1804,-44.45
1803,-44.54
1802,-43.78
1801,-43.52
