year (AD),d18O (permil)
2009,-18.5112
2008,-18.5783
2007,-19.7035
2006,-18.4039
2005,-18.0582
2004,-18.8276
2003,-19.2959
2002,-20.0882
2001,-18.5204
2000,-18.1729
1999,-18.8057
1998,-18.689
1997,-20.4655
1996,-20.1046
1995,-18.261
1994,-20.2103
1993,-18.9123
1992,-18.0297
1991,-19.8831
1990,-20.3291
1989,-18.3735
1988,-18.4648
1987,-19.7307
1986,-20.9069
1985,-18.5037
1984,-19.2693
1983,-18.6625
1982,-19.2833
1981,-19.4138
1980,-20.078
1979,-18.943
1978,-19.6668
1977,-20.0779
1976,-21.2858
1975,-20.2578
1974,-18.5559
1973,-21.0046
1972,-20.1891
1971,-19.8709
1970,-18.6252
1969,-21.6947
1968,-20.5196
1967,-20.7847
1966,-19.0484
1965,-19.2851
1964,-19.111
1963,-20.1703
1962,-19.1524
1961,-19.9816
1960,-18.3137
1959,-20.0597
1958,-20.6277
1957,-19.0258
1956,-19.3009
1955,-18.5493
1954,-19.5463
1953,-20.9675
1952,-20.0081
1951,-18.3369
1950,-19.7747
1949,-20.5213
1948,-20.0212
1947,-20.2094
1946,-20.2703
1945,-19.041
1944,-19.9263
1943,-18.2623
1942,-19.1014
1941,-20.7827
1940,-21.2304
1939,-20.5435
1938,-20.6309
1937,-18.6637
1936,-19.8209
1935,-20.2479
1934,-19.5344
1933,-21.3051
1932,-20.3487
1931,-18.2964
1930,-19.8941
1929,-19.7769
1928,-20.5641
1927,-19.5678
1926,-20.7172
1925,-19.9285
1924,-20.3748
1923,-19.5905
1922,-17.8057
1921,-19.1132
1920,-20.8688
1919,-19.4288
1918,-20.1743
1917,-18.748
1916,-20.3057
1915,-20.4199
1914,-19.5684
1913,-20.4519
1912,-20.1079
1911,-19.0925
1910,-19.2387
1909,-18.5415
1908,-19.723
1907,-19.7952
1906,-20.062
1905,-20.2823
1904,-20.057
1903,-19.5967
1902,-19.6998
1901,-20.01
1900,-18.3327
