year (AD),depth (cm),d18O (permil)
2006,NA,-8.39
2004.08,NA,-8.13
2002.15,NA,-8.05
2000.23,NA,-8.28
1998.3,NA,-8.18
1996.38,NA,-8.31
1994.45,NA,-8.38
1992.53,NA,-8.37
1990.6,NA,-8.45
1988.68,NA,-8.26
1986.75,NA,-8.39
1984.83,NA,-8.29
1982.91,NA,-8.36
1980.98,NA,-8.5
1979.06,NA,-8.73
1977.13,NA,-8.43
1975.21,NA,-8.3
1973.28,NA,-8.4
1971.36,NA,-8.42
1969.43,NA,-8.62
1967.51,NA,-8.27
1965.58,NA,-8.04
1963.66,NA,-8.05
1961.74,NA,-8.02
1959.81,NA,-8.04
1957.89,NA,-8.03
1955.96,NA,-8.07
1954.04,NA,-7.97
1952.11,NA,-7.96
1950.19,NA,-7.91
1948.26,NA,-8.04
1946.34,NA,-8.42
1944.42,NA,-8.39
1942.49,NA,-8.35
1940.57,NA,-8.23
1938.64,NA,-8.15
1936.72,NA,-7.87
1934.79,NA,-8.04
1932.87,NA,-8.18
1930.94,NA,-8.18
1929.02,NA,-8.19
1927.09,NA,-8.31
1925.17,NA,-8.05
1923.25,NA,-7.96
1921.32,NA,-7.75
1919.4,NA,-7.69
1917.47,NA,-7.81
1915.55,NA,-7.83
1913.62,NA,-7.69
1911.7,NA,-7.68
1909.77,NA,-7.82
1907.85,NA,-7.76
1905.92,NA,-7.77
1904,NA,-7.85
1902.08,NA,-7.84
1900.15,NA,-7.89
1898.23,NA,-7.78
1896.3,NA,-7.73
1894.38,NA,-7.63
1892.45,NA,-7.49
1890.53,NA,-7.33
1888.6,NA,-7.43
1886.68,NA,-7.84
1884.75,NA,-8.02
1882.83,NA,-8.06
1880.91,NA,-8.02
1878.98,NA,-7.85
1877.06,NA,-7.66
1875.13,NA,-7.82
1873.21,NA,-7.91
1871.28,NA,-7.99
1869.36,NA,-7.97
1867.43,NA,-7.89
1865.51,NA,-8
1863.58,NA,-7.92
1861.66,NA,-7.89
1859.74,NA,-7.92
1857.81,NA,-7.97
1855.89,NA,-7.99
1853.96,NA,-7.91
1852.04,NA,-7.81
1850.11,NA,-7.98
1848.19,NA,-8.18
1846.26,NA,-8.22
1844.34,NA,-8.27
1842.42,NA,-8.11
1840.49,NA,-8.13
1838.57,NA,-7.99
1836.64,NA,-7.92
1834.72,NA,-8.3
1832.79,NA,-8
1830.87,NA,-8.26
1828.94,NA,-8.26
1827.02,NA,-7.89
1825.09,NA,-7.88
1823.17,NA,-7.89
1821.25,NA,-8.14
1819.32,NA,-7.98
1817.4,NA,-7.88
1815.47,NA,-7.94
1813.55,NA,-7.97
1811.62,NA,-8.03
1809.7,NA,-8.07
1807.77,NA,-7.76
1805.85,NA,-7.7
1803.92,NA,-7.67
1802,NA,-7.71
1800.08,NA,-7.8
1798.15,NA,-7.89
1796.23,NA,-7.97
1794.3,NA,-7.96
1792.38,NA,-8.05
1790.45,NA,-8.1
1788.53,NA,-8.13
1786.6,NA,-8.23
1784.68,NA,-8.03
1782.75,NA,-7.8
1780.83,NA,-7.88
1778.91,NA,-7.7
1776.98,NA,-7.78
1775.06,NA,-7.77
1773.13,NA,-7.94
1771.21,NA,-7.67
1769.28,NA,-7.7
1767.36,NA,-7.55
1765.43,NA,-7.52
1763.51,NA,-7.5
1761.58,NA,-7.85
1759.66,NA,-7.86
1757.74,NA,-7.87
1755.81,NA,-7.87
1753.89,NA,-7.88
1751.96,NA,-7.64
1750.04,NA,-7.62
1748.11,NA,-7.67
1746.19,NA,-7.58
1744.26,NA,-7.5
1742.34,NA,-7.61
1740.42,NA,-7.52
1738.49,NA,-7.52
1736.57,NA,-7.64
1734.64,NA,-7.72
1732.72,NA,-7.8
1730.79,NA,-7.77
1728.87,NA,-7.8
1726.94,NA,-7.89
1725.02,NA,-7.89
1723.09,NA,-8.16
1721.17,NA,-8.22
1719.25,NA,-8.04
1717.32,NA,-8.1
1715.4,NA,-8.02
1713.47,NA,-7.79
1711.55,NA,-7.78
