year (AD),d18O (permil)
1990,-5.284
1989.92,-5.114
1989.83,-5.333
1989.75,-5.365
1989.67,-5.237
1989.58,-5.3691
1989.5,-5.198
1989.42,-5.303
1989.33,-5.135
1989.25,-5.267
1989.17,-5.288
1989.08,-5.391
1989,-5.379
1988.92,-5.387
1988.83,-5.333
1988.75,-5.332
1988.67,-5.289
1988.58,-5.1421
1988.5,-5.012
1988.42,-5.039
1988.33,-5.193
1988.25,-5.104
1988.17,-5.252
1988.08,-5.35
1988,-5.476
1987.92,-5.159
1987.83,-5.141
1987.75,-5.051
1987.67,-5.047
1987.58,-4.6891
1987.5,-4.756
1987.42,-4.771
1987.33,-4.77
1987.25,-4.854
1987.17,-5.056
1987.08,-5.393
1987,-5.512
1986.92,-5.245
1986.83,-5.22
1986.75,-5.1
1986.67,-5.024
1986.58,-4.9691
1986.5,-4.869
1986.42,-4.857
1986.33,-4.868
1986.25,-5.124
1986.17,-5.338
1986.08,-5.227
1986,-5.42
1985.92,-5.276
1985.83,-5.13
1985.75,-5.029
1985.67,-4.985
1985.58,-4.9661
1985.5,-4.919
1985.42,-4.908
1985.33,-4.954
1985.25,-5.067
1985.17,-5.304
1985.08,-5.456
1985,-5.5
1984.92,-5.272
1984.83,-5.317
1984.75,-5.17
1984.67,-5.071
1984.58,-5.1481
1984.5,-5.19
1984.42,-5.11
1984.33,-5.086
1984.25,-5.034
1984.17,-4.981
1984.08,-5.172
1984,-5.423
1983.92,-5.299
1983.83,-5.22
1983.75,-5.181
1983.67,-5.086
1983.58,-5.0711
1983.5,-4.768
1983.42,-4.504
1983.33,-4.574
1983.25,-4.795
1983.17,-4.935
1983.08,-5.079
1983,-5.128
1982.92,-4.754
1982.83,-4.91
1982.75,-5.083
1982.67,-4.832
1982.58,-4.7531
1982.5,-4.687
1982.42,-4.701
1982.33,-4.814
1982.25,-4.631
1982.17,-4.843
1982.08,-5.307
1982,-5.448
1981.92,-5.38
1981.83,-5.324
1981.75,-5.158
1981.67,-5.165
1981.58,-5.0711
1981.5,-4.922
1981.42,-4.867
1981.33,-4.934
1981.25,-5.015
1981.17,-4.994
1981.08,-5.093
1981,-5.321
1980.92,-5.205
1980.83,-5.13
1980.75,-5.057
1980.67,-4.92
1980.58,-4.8741
1980.5,-4.82
1980.42,-4.795
1980.33,-4.883
1980.25,-4.882
1980.17,-5.038
1980.08,-5.236
1980,-5.287
1979.92,-5.168
1979.83,-5.121
1979.75,-5.123
1979.67,-4.988
1979.58,-4.9341
1979.5,-4.759
1979.42,-4.69
1979.33,-5.084
1979.25,-5.367
1979.17,-5.243
1979.08,-5.295
1979,-5.354
1978.92,-5.206
1978.83,-5.124
1978.75,-5.069
1978.67,-5.004
1978.58,-4.8821
1978.5,-4.853
1978.42,-4.923
1978.33,-4.998
1978.25,-5.065
1978.17,-5.164
1978.08,-5.155
1978,-5.267
1977.92,-5.186
1977.83,-5.119
1977.75,-5.066
1977.67,-4.872
1977.58,-4.5991
1977.5,-4.747
1977.42,-4.798
1977.33,-4.849
1977.25,-4.903
1977.17,-4.779
1977.08,-5.259
1977,-5.277
1976.92,-5.013
1976.83,-5.03
1976.75,-4.893
1976.67,-4.755
1976.58,-4.6771
1976.5,-4.789
1976.42,-4.745
1976.33,-4.643
1976.25,-4.761
1976.17,-5.009
1976.08,-5.051
1976,-5.389
1975.92,-5.27
1975.83,-5.291
1975.75,-5.249
1975.67,-5.051
1975.58,-5.0821
1975.5,-5.059
1975.42,-5.005
1975.33,-4.958
1975.25,-4.727
1975.17,-5.037
1975.08,-5.001
1975,-5.338
1974.92,-5.29
1974.83,-5.188
1974.75,-5.108
1974.67,-5.111
1974.58,-5.0821
1974.5,-5.023
1974.42,-4.913
1974.33,-4.861
1974.25,-4.914
1974.17,-5.132
1974.08,-5.234
1974,-5.388
1973.92,-5.166
1973.83,-5.109
1973.75,-5.193
1973.67,-5.157
1973.58,-5.2281
1973.5,-5.225
1973.42,-5.136
1973.33,-5.007
1973.25,-4.905
1973.17,-4.941
1973.08,-5.2
1973,-5.267
1972.92,-5.17
1972.83,-5.033
1972.75,-4.975
1972.67,-4.974
1972.58,-4.6571
1972.5,-4.563
1972.42,-4.517
1972.33,-4.631
1972.25,-4.52
1972.17,-4.726
1972.08,-5.124
1972,-5.373
1971.92,-5.296
1971.83,-5.259
1971.75,-5.228
1971.67,-5.079
1971.58,-4.9611
1971.5,-4.923
1971.42,-4.8
1971.33,-4.898
1971.25,-4.865
1971.17,-5.203
1971.08,-5.359
1971,-5.432
1970.92,-5.373
1970.83,-5.314
1970.75,-5.072
1970.67,-5.045
1970.58,-5.0711
1970.5,-4.97
1970.42,-4.894
1970.33,-4.825
1970.25,-4.807
1970.17,-4.963
1970.08,-5.079
1970,-5.291
1969.92,-5.244
1969.83,-5.237
1969.75,-5.163
1969.67,-4.987
1969.58,-4.8851
1969.5,-4.644
1969.42,-4.67
1969.33,-4.506
1969.25,-4.733
1969.17,-4.846
1969.08,-5.214
1969,-5.37
1968.92,-5.202
1968.83,-5.276
1968.75,-5.216
1968.67,-5.251
1968.58,-5.2091
1968.5,-5.136
1968.42,-5.038
1968.33,-4.997
1968.25,-5.05
1968.17,-5.016
1968.08,-5.313
1968,-5.406
1967.92,-5.296
1967.83,-5.323
1967.75,-5.231
1967.67,-5.004
1967.58,-4.9641
1967.5,-4.755
1967.42,-4.622
1967.33,-4.49
1967.25,-4.457
1967.17,-4.723
1967.08,-4.876
1967,-5.317
1966.92,-5.229
1966.83,-5.057
1966.75,-5.001
1966.67,-5.015
1966.58,-4.8611
1966.5,-4.724
1966.42,-4.699
1966.33,-4.683
1966.25,-4.722
1966.17,-4.936
1966.08,-5.168
1966,-5.326
1965.92,-5.223
1965.83,-5.161
1965.75,-5.066
1965.67,-4.832
1965.58,-4.6981
1965.5,-4.763
1965.42,-4.702
1965.33,-4.918
1965.25,-4.942
1965.17,-5.079
1965.08,-5.087
1965,-5.204
1964.92,-5.087
1964.83,-5.099
1964.75,-4.946
1964.67,-4.919
1964.58,-4.8951
1964.5,-4.712
1964.42,-4.698
1964.33,-4.923
1964.25,-5.05
1964.17,-5.01
1964.08,-5.076
1964,-5.187
1963.92,-5.135
1963.83,-4.931
1963.75,-4.866
1963.67,-4.749
1963.58,-4.6031
1963.5,-4.578
1963.42,-4.654
1963.33,-4.767
1963.25,-4.948
1963.17,-5.129
1963.08,-5.291
1963,-5.602
1962.92,-5.493
1962.83,-5.395
1962.75,-5.27
1962.67,-5.156
1962.58,-5.0881
1962.5,-5
1962.42,-4.935
1962.33,-4.871
1962.25,-4.848
1962.17,-4.885
1962.08,-5.002
1962,-5.231
1961.92,-5.171
1961.83,-5.133
1961.75,-4.707
1961.67,-4.563
1961.58,-4.7021
1961.5,-4.626
1961.42,-4.585
1961.33,-4.805
1961.25,-4.878
1961.17,-5.061
1961.08,-5.178
1961,-5.254
1960.92,-5.119
1960.83,-5.173
1960.75,-5.143
1960.67,-4.977
1960.58,-4.8771
1960.5,-4.851
1960.42,-4.831
1960.33,-4.836
1960.25,-4.877
1960.17,-4.879
1960.08,-4.971
1960,-5.464
1959.92,-5.114
1959.83,-5.282
1959.75,-5.03
1959.67,-4.895
1959.58,-4.6971
1959.5,-4.784
1959.42,-4.662
1959.33,-4.674
1959.25,-5.033
1959.17,-5.099
1959.08,-5.057
1959,-5.289
1958.92,-5.099
1958.83,-5.04
1958.75,-4.976
1958.67,-4.862
1958.58,-4.7491
1958.5,-4.779
1958.42,-4.73
1958.33,-4.812
1958.25,-4.942
1958.17,-5.066
1958.08,-5.182
1958,-5.356
1957.92,-5.183
1957.83,-5.235
1957.75,-5.229
1957.67,-4.96
1957.58,-4.9071
1957.5,-4.821
1957.42,-4.76
1957.33,-4.721
1957.25,-4.812
1957.17,-4.601
1957.08,-4.968
1957,-5.37
1956.92,-5.199
1956.83,-5.184
1956.75,-5.202
1956.67,-5.114
1956.58,-5.1381
1956.5,-5.047
1956.42,-5.003
1956.33,-5.105
1956.25,-5.099
1956.17,-5.141
1956.08,-5.092
1956,-5.46
1955.92,-5.338
1955.83,-4.977
1955.75,-5.157
1955.67,-5.124
1955.58,-4.8751
1955.5,-4.837
1955.42,-4.896
1955.33,-4.823
1955.25,-5.077
1955.17,-5.199
1955.08,-5.26
1955,-5.297
1954.92,-5.236
1954.83,-5.14
1954.75,-5.314
1954.67,-5.099
1954.58,-4.9581
