year (AD),depth (cm),d18O (permil)
2002,NA,-15.25
2001,NA,-14.97
2000,NA,-15.02
1999,NA,-15.89
1998,NA,-17.22
1997,NA,-15.56
1996,NA,-15.52
1995,NA,-16.82
1994,NA,-15.52
1993,NA,-15.47
1992,NA,-15.91
1991,NA,-16.98
1990,NA,-16.53
1989,NA,-15.9
1988,NA,-17.17
1987,NA,-16.26
1986,NA,-17.04
1985,NA,-15.33
1984,NA,-17.2
1983,NA,-16.99
1982,NA,-15.86
1981,NA,-16.12
1980,NA,-17.38
1979,NA,-17.03
1978,NA,-17.44
1977,NA,-17.76
1976,NA,-17.47
1975,NA,-15.89
1974,NA,-17.26
1973,NA,-15.59
1972,NA,-16.59
1971,NA,-15.82
1970,NA,-15.18
1969,NA,-17.67
1968,NA,-16.65
1967,NA,-16.09
1966,NA,-16.19
1965,NA,-16.76
1964,NA,-15.25
1963,NA,-18.09
1962,NA,-16.64
1961,NA,-15.9
1960,NA,-16.52
