year (AD),depth (cm),d18O (permil)
1995,NA,-32.8342
1994,NA,-33.716
1993,NA,-30.9713
1992,NA,-31.1054
1991,NA,-28.4148
1990,NA,-32.8788
1989,NA,-33.8619
1988,NA,-32.5288
1987,NA,-33.3595
1986,NA,-34.7244
1985,NA,-31.337
1984,NA,-32.1161
1983,NA,-32.9249
1982,NA,-32.5879
1981,NA,-32.1997
1980,NA,-32.0091
1979,NA,-32.3125
1978,NA,-33.7049
1977,NA,-33.2918
1976,NA,-35.1477
1975,NA,-34.523
1974,NA,-34.2469
1973,NA,-33.9949
1972,NA,-33.7286
1971,NA,-34.1013
1970,NA,-34.3413
1969,NA,-35.2978
1968,NA,-34.5751
1967,NA,-34.1854
1966,NA,-34.1925
1965,NA,-35.7477
1964,NA,-34.3207
1963,NA,-32.5969
1962,NA,-32.8062
1961,NA,-34.5591
1960,NA,-32.6614
1959,NA,-34.5612
1958,NA,-34.7507
1957,NA,-34.3838
1956,NA,-34.0494
1955,NA,-34.2099
1954,NA,-35.0968
1953,NA,-33.6744
1952,NA,-31.3745
1951,NA,-34.1307
1950,NA,-33.3386
1949,NA,-31.7554
1948,NA,-34.0007
1947,NA,-33.8486
1946,NA,-33.5572
1945,NA,-34.0673
1944,NA,-33.7695
1943,NA,-34.1331
1942,NA,-33.8371
1941,NA,-34.1975
1940,NA,-33.9646
1939,NA,-32.8199
1938,NA,-31.5689
1937,NA,-31.1927
1936,NA,-29.8058
1935,NA,-35.9209
1934,NA,-34.5857
1933,NA,-32.5645
1932,NA,-34.2173
1931,NA,-33.907
1930,NA,-33.3795
1929,NA,-33.5598
1928,NA,-34.0106
1927,NA,-34.9281
1926,NA,-35.9349
1925,NA,-34.1427
1924,NA,-33.4878
1923,NA,-35.0968
1922,NA,-34.4394
1921,NA,-34.5944
1920,NA,-33.6387
1919,NA,-33.6233
1918,NA,-32.9763
1917,NA,-34.9064
1916,NA,-35.1384
1915,NA,-34.1876
1914,NA,-32.1549
1913,NA,-30.4087
1912,NA,-35.3561
1911,NA,-34.8859
1910,NA,-32.4197
1909,NA,-34.9042
1908,NA,-35.2912
1907,NA,-34.9996
1906,NA,-33.1318
1905,NA,-32.3066
1904,NA,-31.751
1903,NA,-31.633
1902,NA,-31.5402
1901,NA,-33.6635
1900,NA,-34.4186
1899,NA,-34.6004
1898,NA,-34.6116
1897,NA,-33.7853
1896,NA,-32.5352
1895,NA,-33.5526
1894,NA,-34.5355
1893,NA,-33.92
1892,NA,-31.4241
1891,NA,-33.6191
1890,NA,-33.8192
1889,NA,-33.5812
1888,NA,-35.6864
1887,NA,-34.181
1886,NA,-32.9736
1885,NA,-34.4685
1884,NA,-33.0412
1883,NA,-31.1619
1882,NA,-32.2038
1881,NA,-33.5698
1880,NA,-34.2123
1879,NA,-33.7797
1878,NA,-34.1687
1877,NA,-34.3684
1876,NA,-34.5466
1875,NA,-34.4465
1874,NA,-35.3998
1873,NA,-36.737
1872,NA,-35.9112
1871,NA,-33.5108
1870,NA,-31.2955
1869,NA,-31.8345
1868,NA,-32.185
1867,NA,-32.2212
1866,NA,-33.1921
1865,NA,-34.1557
1864,NA,-34.5547
1863,NA,-33.461
1862,NA,-34.0438
1861,NA,-35.0604
1860,NA,-35.1008
1859,NA,-35.0179
1858,NA,-34.0123
1857,NA,-35.0214
1856,NA,-33.6644
1855,NA,-33.0783
1854,NA,-31.5346
1853,NA,-32.6393
1852,NA,-33.3536
1851,NA,-35.6114
1850,NA,-31.3288
1849,NA,-34.262
1848,NA,-34.3225
1847,NA,-31.4058
1846,NA,-32.9075
1845,NA,-35.7672
1844,NA,-36.9907
1843,NA,-33.6709
1842,NA,-32.9378
1841,NA,-33.9995
1840,NA,-32.3551
1839,NA,-34.2063
1838,NA,-36.9119
1837,NA,-36.4481
1836,NA,-36.4382
1835,NA,-34.7238
1834,NA,-34.0405
1833,NA,-35.9447
1832,NA,-35.7694
1831,NA,-34.4414
1830,NA,-33.4161
1829,NA,-33.6113
1828,NA,-32.8223
1827,NA,-33.2095
1826,NA,-32.933
1825,NA,-32.0498
1824,NA,-30.6073
1823,NA,-32.6167
1822,NA,-34.074
1821,NA,-33.2097
1820,NA,-32.9397
1819,NA,-32.4832
1818,NA,-32.2921
1817,NA,-32.5727
1816,NA,-33.5315
1815,NA,-32.0314
1814,NA,-29.6969
1813,NA,-30.1576
1812,NA,-31.1777
1811,NA,-30.4686
1810,NA,-29.9596
1809,NA,-29.2635
1808,NA,-28.7774
1807,NA,-29.0056
1806,NA,-29.248
1805,NA,-29.5653
1804,NA,-28.4681
1803,NA,-29.6725
1802,NA,-31.0601
1801,NA,-26.7801
1800,NA,-25.5894
1799,NA,-28.0436
1798,NA,-25.0706
1797,NA,-27.9438
1796,NA,-28.293
1795,NA,-30.385
1794,NA,-30.2366
1793,NA,-30.1153
1792,NA,-27.452
1791,NA,-29.273
1790,NA,-30.0377
1789,NA,-29.5826
1788,NA,-30.0447
1787,NA,-31.3116
1786,NA,-25.9185
1785,NA,-31.8846
1784,NA,-30.3518
1783,NA,-28.7994
1782,NA,-31.3385
1781,NA,-31.6471
1780,NA,-33.8421
1779,NA,-34.0745
1778,NA,-31.3576
1777,NA,-28.9441
1776,NA,-29.4165
1775,NA,-29.1346
1774,NA,-29.2032
1773,NA,-31.2147
1772,NA,-33.2004
1771,NA,-30.6162
1770,NA,-31.8789
1769,NA,-30.4317
1768,NA,-26.66
1767,NA,-26.9333
1766,NA,-28.4355
1765,NA,-26.5195
1764,NA,-24.6741
1763,NA,-27.2446
1762,NA,-28.1766
1761,NA,-30.3145
1760,NA,-30.63
1759,NA,-27.8293
1758,NA,-29.6612
1757,NA,-32.6925
1756,NA,-33.0778
1755,NA,-31.8996
1754,NA,-31.2735
1753,NA,-29.9252
1752,NA,-30.1585
1751,NA,-31.7685
1750,NA,-32.4062
1749,NA,-32.4868
1748,NA,-29.84
1747,NA,-28.0979
1746,NA,-28.5039
1745,NA,-30.8804
1744,NA,-29.8049
1743,NA,-30.9325
1742,NA,-30.6513
1741,NA,-33.087
1740,NA,-35.5676
1739,NA,-32.5893
1738,NA,-30.3381
1737,NA,-31.1016
1736,NA,-30.6796
1735,NA,-32.9613
1734,NA,-29.8833
1733,NA,-31.3891
1732,NA,-32.0295
1731,NA,-31.4589
1730,NA,-32.1991
1729,NA,-28.1881
1728,NA,-28.8758
1727,NA,-28.8631
1726,NA,-29.089
1725,NA,-32.9804
1724,NA,-34.7046
1723,NA,-31.9818
1722,NA,-29.7026
1721,NA,-28.6321
1720,NA,-28.4058
1719,NA,-28.6038
1718,NA,-30.4864
1717,NA,-28.7519
1716,NA,-28.8722
1715,NA,-26.4969
1714,NA,-28.5896
1713,NA,-30.735
1712,NA,-29.0693
1711,NA,-28.2813
1710,NA,-26.9385
1709,NA,-25.4672
1708,NA,-25.3253
1707,NA,-29.0355
1706,NA,-28.3617
1705,NA,-29.9849
1704,NA,-30.4775
1703,NA,-30.0932
1702,NA,-30.5427
1701,NA,-30.0954
1700,NA,-30.0361
1699,NA,-30.0291
1698,NA,-33.0973
1697,NA,-36.0156
1696,NA,-32.2911
1695,NA,-29.1409
1694,NA,-28.2297
1693,NA,-28.5529
1692,NA,-29.4459
1691,NA,-32.8628
1690,NA,-31.2516
1689,NA,-27.364
1688,NA,-24.8734
1687,NA,-31.4884
1686,NA,-33.9864
1685,NA,-34.5074
1684,NA,-32.7525
1683,NA,-31.8398
1682,NA,-32.9575
1681,NA,-35.36
1680,NA,-37.2861
1679,NA,-35.7001
1678,NA,-31.6612
1677,NA,-30.1622
1676,NA,-30.9647
1675,NA,-29.5948
1674,NA,-28.8518
1673,NA,-29.7453
1672,NA,-35.2399
1671,NA,-33.3425
1670,NA,-32.3002
1669,NA,-32.4509
1668,NA,-31.9399
1667,NA,-31.8703
1666,NA,-30.4196
1665,NA,-29.3332
1664,NA,-29.8175
1663,NA,-30.2475
1662,NA,-31.8527
1661,NA,-32.5645
1660,NA,-31.5273
1659,NA,-31.0181
1658,NA,-29.9626
1657,NA,-27.8094
1656,NA,-27.5257
1655,NA,-30.9524
1654,NA,-32.1107
1653,NA,-33.3
1652,NA,-33.1756
1651,NA,-32.2169
1650,NA,-30.9373
1649,NA,-29.4279
1648,NA,-29.17
1647,NA,-29.7487
1646,NA,-31.7453
1645,NA,-34.5069
1644,NA,-32.8086
1643,NA,-32.16
1642,NA,-31.5268
1641,NA,-30.9783
1640,NA,-29.92
1639,NA,-29.4854
1638,NA,-29.1081
1637,NA,-28.86
1636,NA,-29.7111
1635,NA,-30.3374
1634,NA,-31.01
1633,NA,-31.133
1632,NA,-30.409
1631,NA,-29.73
1630,NA,-29.0119
1629,NA,-28.6206
1628,NA,-30.92
1627,NA,-29.6533
1626,NA,-28.54
1625,NA,-28.3336
1624,NA,-28.7703
1623,NA,-29.33
1622,NA,-28.7343
1621,NA,-29.5025
1620,NA,-31.22
