year (AD),depth (cm),d18O (permil)
1023,1,3.636
1015,6,3.427
1006,11,2.709
997,16,2.29
989,21,2.579
980,26,2.689
971,31,1.852
964,35,2.888
956,40,2.031
947,45,1.732
938,50,2.31
930,55,2.649
921,60,2.241
912,65,2.609
904,70,3.417
895,75,3.118
886,80,3.108
878,85,3.078
869,90,2.599
860,95,2.33
852,100,3.068
843,105,2.43
836,109,3.31
827,114.5,2.011
818,119.5,2.839
809,124.5,2.928
801,129.5,2.689
792,134.5,2.859
783,139.5,2.56
775,144.5,2.619
763,149.5,2.41
750,154.5,2.28
737,159.5,2.151
725,164.5,2.53
712,169.5,2.769
699,174.5,2.709
687,179.5,2.599
674,184.5,2.819
661,189.5,2.43
649,194.5,2.52
636,199.5,2.41
623,204.5,2.599
611,209.5,2.859
598,214.5,2.659
586,219.5,2.27
573,224.5,1.782
560,229.5,2.629
548,234.5,2.161
529,239.5,2.639
502,244.5,1.304
476,249.5,2.211
449,254.5,1.453
422,259.5,1.852
395,264.5,1.463
368,269.5,1.064
341,274.5,1.035
315,279.5,1.922
282,285.5,2.48
253,291,0.895
226,296,2.161
199,301,2.181
172,306,2.679
146,311,2.231
119,316,1.961
92,321,0.915
62,326.5,2.739
36,331.5,2.201
9,336.5,0.765
-18,341.5,1.922
-72,351.5,1.433
