year (AD),depth (cm),d18O (permil)
1530,0.1,-3.35
1310,0.2,-3.35
1100,0.3,-3.51
890,0.4,-3.37
670,0.5,-3.44
460,0.6,-3.07
250,0.7,-3.31
30,0.8,-3.26
-180,0.9,-3.3
-390,1,-3.17
-610,1.1,-3.42
-820,1.2,-2.93
-1030,1.3,-3.29
-1250,1.4,-3.09
-1460,1.5,-2.66
-1670,1.6,-3.01
-1890,1.7,-3.47
-2100,1.8,-2.91
-2320,1.9,-2.78
-2530,2,-2.53
-2740,2.1,-2.63
-2960,2.2,-2.75
-3340,2.3,-2.55
-3730,2.4,-2.41
-4110,2.5,-2.26
-4500,2.6,-2.18
-4880,2.7,-1.87
-5270,2.8,-2.15
-5650,2.9,-2.1
-6040,3,-2.12
-6170,3.1,-2.22
-6300,3.2,-1.85
-6430,3.3,-2.02
-6570,3.4,-2.22
-6700,3.5,-2.05
-7050,3.6,-1.84
-7400,3.7,-1.83
-7750,3.8,-2
-8100,3.9,-2.08
-8450,4,-2.11
-8800,4.1,-2.42
-9150,4.2,-2.02
-9500,4.3,-2.31
-9850,4.4,-3.14
-10200,4.5,-3.76
-10600,4.6,-3.65
-11010,4.7,-2.55
-11420,4.8,-2.39
-11820,4.9,-2.76
-12230,5,-2.67
-12640,5.1,-2.89
-13040,5.2,-4.17
-13450,5.3,-4.65
-13860,5.4,-4.71
-14260,5.5,-4.59
-14780,5.6,-4.8
-15300,5.7,-4.57
-15820,5.8,-4.52
-16330,5.9,-4.39
-16850,6,-3.78
-17370,6.1,-3.95
-17890,6.2,-4.03
-18400,6.3,-3.95
-18920,6.4,-3.61
-19440,6.5,-3.49
-19930,6.6,-3.88
-20410,6.7,-3.78
-20900,6.8,-3.6
-21390,6.9,-3.37
-21880,7,-3.38
-22370,7.1,-3.5
-22860,7.2,-3.33
-23340,7.3,-3.55
-23830,7.4,-3.58
-24320,7.5,-3.05
-24810,7.6,-2.16
-25300,7.7,-2.55
-25790,7.8,-2.66
-26270,7.9,-2.71
-26550,8,-2.92
-26820,8.1,-2.71
-27090,8.2,-2.5
-27360,8.3,-2.9
-27640,8.4,-3.17
-27910,8.5,-3.18
-28180,8.6,-3.26
-28450,8.7,-3.14
-28720,8.8,-2.29
-29000,8.9,-1.54
-29270,9,-2.12
-29540,9.1,-1.85
-29810,9.2,-1.56
-30090,9.3,-1.81
-30360,9.4,-1.49
-30600,9.5,-1.5
-30840,9.6,-2.1
-31080,9.7,-2.36
-31320,9.8,-2.07
-31560,9.9,-1.55
-31800,10,-2.08
-32050,10.1,-2.06
-32290,10.2,-1.82
-32530,10.3,-2.07
-32770,10.4,-1.64
-33010,10.5,-1.77
-33250,10.6,-2.16
-33490,10.7,-3
-33730,10.8,-2.79
-33970,10.9,-2.94
-34220,11,-2.85
-34460,11.1,-2.33
-34700,11.2,-2
-34940,11.3,-2.48
-35180,11.4,-2.32
-35420,11.5,-2.32
-35760,11.6,-2.25
-36100,11.7,-2.72
-36440,11.8,-3.41
-36780,11.9,-4.09
-37120,12,-4.41
-37470,12.1,-4.61
-37810,12.2,-4.4
-38150,12.3,-3.95
-38490,12.4,-3.22
-38830,12.5,-3.16
-39170,12.6,-3.48
-39510,12.7,-3.14
-39850,12.8,-3.98
-40190,12.9,-4.24
-40530,13,-4.18
-40870,13.1,-3.45
-41210,13.2,-3.08
-41550,13.3,-4.05
-41890,13.4,-3.66
-42230,13.5,-3.06
-43370,13.6,-3.34
-44510,13.7,-3.46
-45650,13.8,-3.46
-46790,13.9,-2.92
-47920,14,-3.17
-49060,14.1,-3.13
-50200,14.2,-3.18
-51340,14.3,-1.97
-52470,14.4,-1.86
-53610,14.5,-1.54
-54750,14.6,-1.55
-55890,14.7,-2.25
-57020,14.8,-2.46
-57360,14.9,-1.84
-57690,15,-2.25
-58020,15.1,-2.73
-58360,15.2,-3
-58690,15.3,-2.78
-59020,15.4,-2.79
-59360,15.5,-2.73
-59690,15.6,-2.78
-60020,15.7,-2.55
-60360,15.8,-2.8
-60690,15.9,-2.54
-61020,16,-2.52
-61360,16.1,-2.68
-61690,16.2,-2.24
-62020,16.3,-2.3
-62360,16.4,-2.56
-62690,16.5,-2.23
-63020,16.6,-3.38
-63360,16.7,-3.28
-63690,16.8,-3.09
-64020,16.9,-3.39
-64360,17,-2.84
-64690,17.1,-2.62
-65020,17.2,-2.84
-65360,17.3,-2.82
-65690,17.4,-2.72
-66020,17.5,-2.62
-66370,17.6,-3.04
-66710,17.7,-2.87
-67060,17.8,-2.59
-67400,17.9,-2.65
-67750,18,-2.74
-68090,18.1,-2.76
-68440,18.2,-2.74
-68780,18.3,-2.63
-69130,18.4,-2.6
-69470,18.5,-2.69
-69820,18.6,-2.62
-70160,18.7,-3.01
-70510,18.8,-4
-70860,18.9,-3.58
-71200,19,-3.74
-71550,19.1,-3.3
-71890,19.2,-2.37
-72240,19.3,-2.3
-72580,19.4,-2.16
-72930,19.5,-2.52
-73270,19.6,-2.18
-73610,19.7,-2.51
-73950,19.8,-3.08
-74300,19.9,-2.96
-74640,20,-3
-74980,20.1,-1.76
-75330,20.2,-1.81
-75670,20.3,-1.44
-76010,20.4,-1.11
-76350,20.5,-1.56
-76700,20.6,-1.55
-77040,20.7,-1.38
-77380,20.8,-0.99
-77720,20.9,-1.05
-78070,21,-1.15
-78410,21.1,-0.93
-78730,21.2,-1.05
-79040,21.3,-1.56
-79360,21.4,-1.12
-79670,21.5,-1.09
-79990,21.6,-0.84
-80310,21.7,-1.45
-80620,21.8,-1.36
-80940,21.9,-1.4
-81250,22,-1.49
-81570,22.1,-1.7
-81890,22.2,-2.73
-82200,22.3,-2.9
-82520,22.4,-3.37
-82830,22.5,-3.75
-83150,22.6,-3.88
-83460,22.7,-3.81
-83780,22.8,-4.38
-84100,22.9,-4.22
-84410,23,-4.21
-84730,23.1,-4.18
-85040,23.2,-4.59
-85360,23.3,-4.38
-85680,23.4,-4.66
-85990,23.5,-4.66
-86310,23.6,-4.75
-86620,23.7,-4.97
-86940,23.8,-5.12
-87260,23.9,-5.11
